authors,year,title,abstract,document_type,doi,link,search_method
Dawn Knight and others,2015,I’m having a Spring Clear Out: A Corpus-based Analysis of e-transactional Discourse,"...). In the second step, our software iterated around the product listings and downloaded all the available information about them. In compiling our corpus, we were primarily interested in the description of the products. Additional secondary information such as their condition, the seller's feedback scores...",,10.1093/applin/amv019,https://doi.org/10.1093/applin/amv019,manual_journal_search[applied_linguistics]
"Deniz Ortaçtepe Hart, Seçil Okkalı",2021,Common ground and positioning in teacher-student interactions: Second language socialization in EFL classrooms,"… Three NEST and three NNEST teaching partners were observed and audio recorded during the first and fifth weeks of a new course they taught in turns. … … Pragmatics and Cognition 17(2). 331–355) and Davies and Harré’s positioning theory (Davies, Bronwyn and Rom Harré. 1990. Positioning: The discursive production of selves. … … When applied to foreign language learning, language socialization is concerned with the interaction that occurs between a language teacher and language learners within the language classroom where most … … of the exposure to second language (L2) input and use takes place (Ortaçtepe 2012; Sanal and Ortaçtepe 2019). … … the potential to (re)frame the nature of teacher-student relationships, hence the language socialization practices in L2 classrooms. …",,10.1515/ip-2021-0003,https://doi.org/10.1515/ip-2021-0003,manual_journal_search[intercultural_pragmatics]
"Dickins, James",2010,"Junction in English and Arabic: Syntactic, discoursal and denotative features","Using Standard Arabic original texts and idiomatic English translations, this paper considers syntactic, discoursal and denotative similarities and differences between English and Arabic in respect of junction. In order to define the basic analytical scope, a composite definition of ‘sentence’ is developed, integrating grammatical, semantic and punctuational/intonational criteria. It is argued for both English and Arabic that the adjunction–disjunction distinction is properly syntactic, but that disjunction–coordination is perhaps better understood as a semantic cline. The relationship between thematic structure, mainness–subordination and grounding is investigated. While English typically backgrounds rhematic subordinate clauses, with disjuncts more likely to be foregrounded than adjuncts, Arabic readily allows foregrounding of rhematic subordinate clauses. The Arabic disjuncts (‘id) and (h˙ayt_) ‘since, as’ may display discoursal independence beyond that possible for a foregrounded subordinate disjunct rheme in English. While English standardly requires both main coordinate clauses to be foregrounded, Arabic allows either clause to be foregrounded or backgrounded. Denotative differences are illustrated by the greater capacity of Arabic adjunct-heads (h˙attaa) and (ila ‘an) ‘until’ for denotative independence from their main clause than English ‘until’. Discoursal and denotative factors may interact to produce Arabic coordinate-clause types which are strikingly unlike English ones.",,10.1016/j.pragma.2009.09.003,https://www.sciencedirect.com/science/article/pii/S0378216609002306,manual_search[journal_of_pragmatics]
"Dolores Ramírez Verdugo, Jesús Romero Trillo",2005,The pragmatic function of intonation in L2 discourse: English tag questions used by Spanish speakers,"… The present article discusses the pragmatic role of intonation in cross-cultural interactions. … … The corpus data were analyzed and annotated in order to obtain detailed and quantitative comparable information on the two language user groups’ prosodic characteristics. … … of a very limited variety of patterns in the foreign language (Ramı́rez Verdugo 2003). … … future teachers-of English. … … The e¤ect of experience on adults’ acquisition of a second language. Studies in Second Language Acquisition 23 (4): 527-552. Garcı́a Lecumberri, Marı́a Luisa. 1995. …",,10.1515/iprg.2005.2.2.151,https://doi.org/10.1515/iprg.2005.2.2.151,manual_journal_search[intercultural_pragmatics]
Du Re Kim,2019,Emergence of Proactive Self-Initiated Self-Repair as an Indicator of L2 IC Development,"..., reference tracking, and communication strategies in early L2 ,’  Language Learning    56 :  155 – 96 .        Hall  J. K.      2007 .  ‘Redressing the roles of correction and repair in research on second and foreign language learning    The Modern Language Journal    91 :  511 – 26 .        Hellermann  J...",,10.1093/applin/amz047,https://doi.org/10.1093/applin/amz047,manual_journal_search[applied_linguistics]
Dwight Atkinson,2010,"Extended, Embodied Cognition and Second Language Acquisition","... a difference’ (Bateson  1972 : 459) in the L2 environment. This is what our guides teach us as we engage with the environment: A requisite idiom or formula here, a form-function relationship there—to do that, you need to say this. By trying to align with our environment—by learning to behave in ecosocially...",,10.1093/applin/amq009,https://doi.org/10.1093/applin/amq009,manual_journal_search[applied_linguistics]
Ebtissam Oraby and Mahmoud Azaz,2022,Translanguaging Practices in Content-based Instruction in L2 Arabic,"... that using the target language to teach and learn content creates authentic communicative contexts and leads to higher target language proficiency while simultaneously achieving content learning. In this way, CBI supports L2 learning by creating opportunities for authentic, meaningful learning in a different...",,10.1093/applin/amac054,https://doi.org/10.1093/applin/amac054,manual_journal_search[applied_linguistics]
Edison Bicudo,2023,"Cognitive Foundations of Society: The Concept of Schemata in Cell, Gene, and Tissue Therapies","... that the medicine enables the sick eye’s cells to regain their capacity to produce the missing enzyme. Second, as in the example from Abbas above (lines 5–8), people can think about social skills and activities, stressing that because of the therapy’s efficacy, patients and relatives can resume activities once...",,10.1093/applin/amad084,https://doi.org/10.1093/applin/amad084,manual_journal_search[applied_linguistics]
Elaine Tarone,2015,Second Language Acquisition in Applied Linguistics: 1925–2015 and beyond,".... Particularly in learning and teaching academic L2, a functional grammar framework ( Firth 1973 ;  Halliday 2002 ) is proving most helpful in second language education (e.g.  Schleppegrell 2004 ).  The instructions for some of the linguistic awareness tasks these researchers administered were...",,10.1093/applin/amv035,https://doi.org/10.1093/applin/amv035,manual_journal_search[applied_linguistics]
Elisa Gironzetti and Javier Muñoz-Basols,2022,Research Engagement and Research Culture in Spanish Language Teaching (SLT): Empowering the Profession,"... it at a specialized conference, as well as engagement with research, such as reading research articles, attending conferences, and applying the results of research to teaching ( Borg 2010 ). In the case of L2 teachers, engagement in research has received the most attention in the form of Action...",,10.1093/applin/amac016,https://doi.org/10.1093/applin/amac016,manual_journal_search[applied_linguistics]
"Elisha-Primo, Iris Sandler, Simone Goldfrad, Keren Ferenz, Orna Perpignan, Hadara",2010,Listening to students’ voices: A curriculum renewal project for an EFL graduate academic program,"This paper presents the results of the first phase of a needs analysis aiming at re-evaluating a graduate level EFL academic curriculum. Based on a self-reporting questionnaire, the responses of a graduate student population (n=469) were analyzed. The questionnaire addressed three issues: attitude toward English language and EFL studies, self-assessment of success in performing academic tasks in English, and ranking the importance of knowledge of English language areas. These issues were examined across the sample’s background variables (gender, academic department, thesis/non-thesis track, native language) and student proficiency level. The results showed that students’ attitude toward English and studying English was generally positive. Furthermore, students reported their ability in performing different tasks to be satisfactory. In addition, all students found all the areas of language knowledge to be important. Ranking of relative importance of English language areas revealed that vocabulary and oral skills were significantly more important than syntax and grammar, reading, and writing. Yet, for all issues, across background variables and level, significant differences were found. Our findings warrant a re-evaluation of the current program, but also raise questions regarding whose voices are to be considered when developing an EFL academic graduate program.",,10.1016/j.system.2010.02.002,https://www.sciencedirect.com/science/article/pii/S0346251X10000783,manual_search[system]
Emily Chiang and others,2023,Identity in a Self-styled ‘Paedophile-hunting’ Group: A Linguistic Analysis of Stance in Facebook Group Chats,"...     Total  4,382  2,027 (46% of total)  First, hunting groups are not homogenous, and operational approaches vary ( Purshouse 2020 ). In examining the collective stancetaking of a single hunting group (even one of the most active), findings are not generalizable. Second, this study includes only positive...",,10.1093/applin/amad034,https://doi.org/10.1093/applin/amad034,manual_journal_search[applied_linguistics]
Emma Brooks,2021,Translanguaging Health,"....      1994 . ‘Arfarniad o Ddulliau Dysgu ac Addysgu Yng Nghyd-Destun Addysg Uwchradd Ddwyieithog (an evaluation of teaching and learning methods in the context of bilingual secondary education)’. Ph.D. Bangor, University of Wales.       Zhu  H.  ,   Li  W.  ,   Jankowicz-Pytel  D.   .  2020...",,10.1093/applin/amab054,https://doi.org/10.1093/applin/amab054,manual_journal_search[applied_linguistics]
Emma Dafouz and Ute Smit,2014,Towards a Dynamic Conceptual Framework for English-Medium Education in Multilingual University Settings,"... and beliefs teachers have regarding the learning process and how their teaching can best support students (e.g.   Doiz et al. 2012   ). Such views influence the actual practices themselves and how policies are implemented in the classroom (  Borg 2011  ). Finally, we turn to the development...",,10.1093/applin/amu034,https://doi.org/10.1093/applin/amu034,manual_journal_search[applied_linguistics]
"Engberg, Jan",2010,Knowledge construction and legal discourse: The interdependence of perspective and visibility of characteristics,"In this paper, I investigate the impact that a change of background assumptions in the study of domain-specific communication like legal communication may have on the focus of such studies. Recent developments in linguistics, especially the inclusion of cognitive aspects like the necessary individuality of knowledge and the ongoing process of knowledge construction, challenge some of the traditional concepts in this field such as the concept of abstract sublanguages. These developments make it relevant to introduce approaches with a different focus as a supplement to the traditional approaches in order to achieve a fuller picture of domain-specific communication. By way of a specific example (a study of the concept Mord in Swiss criminal law), the empirical part of the paper shows which additional aspects of communication in the field of law become visible if we supplement the traditional approaches with approaches focusing on cognition and individual knowledge construction.",,10.1016/j.pragma.2009.05.011,https://www.sciencedirect.com/science/article/pii/S0378216609001209,manual_search[journal_of_pragmatics]
Eniko Csomay,2012,Lexical Bundles in Discourse Structure: A Corpus-Based Study of Classroom Discourse,"... across texts to highlight register differences ( Biber et al. 1999 ). Although multi-word sequences are recognized across texts in a corpus, more research is needed to explore their text-internal distributional patterns to explain their role in the structure of discourse. Studies in the second...",,10.1093/applin/ams045,https://doi.org/10.1093/applin/ams045,manual_journal_search[applied_linguistics]
Erhan Aslan and Sylvia Jaworska,2024,Standing ‘in’ and ‘out’ from the Crowd in a Small Genre: Proximity and Positioning in Applied Linguists’ Email Signatures,"... information, optional moves are used strategically for positioning. A comparison by career stage reveals that mid-career academics utilize more positioning than early-career and established academics. The positioning moves in the second half of the decade draw more on academic achievements, multimodality...",,10.1093/applin/amae019,https://doi.org/10.1093/applin/amae019,manual_journal_search[applied_linguistics]
Erika Darics and Jonathan Clifton,2018,Making Applied Linguistics Applicable to Business Practice. Discourse Analysis as a Management Tool,"... of: constancy and change across time, sameness and difference, and agency. First, constancy and change relate to the way in which the teller navigates who they are in relation to the organizational change; do they resist it and retain the same identity or does their identity morph with the changes. Second...",,10.1093/applin/amy040,https://doi.org/10.1093/applin/amy040,manual_journal_search[applied_linguistics]
Eun Sung Park,2013,Learner-Generated Noticing Behavior By Novice Learners: Tracing the Effects of Learners’ L1 on Their Emerging L2,"..., the teacher can put ‘flags’ in the input by manipulating the presentation of target forms in order to direct the learner’s attention to those forms. In the case of internally generated salience, it is the learner who automatically pays attention to various aspects of L2 input, driven by his or her own...",,10.1093/applin/ams016,https://doi.org/10.1093/applin/ams016,manual_journal_search[applied_linguistics]
Eunseok Ro,2017,How Learning Occurs in an Extensive Reading Book Club: A Conversation Analytic Perspective,"... CA can be utilized to track participants’ successful language learning behavior (cf.  Markee 2008 ), at least in the short term, during book club conversations. Extensive reading (ER), as a pedagogical approach to teaching and learning a foreign/second language, is based on the idea that pleasure...",,10.1093/applin/amx014,https://doi.org/10.1093/applin/amx014,manual_journal_search[applied_linguistics]
"Ewald, Jennifer D.",2010,“Do you know where X is?”: Direction-giving and male/female direction-givers,"This study investigates a typical speech event significantly under-explored in linguistic research, that of direction-giving. The present data analysis, drawn from naturally-occurring exchanges with 60 direction-givers in a gas station, expands current research by confirming and refining the conventionalized nature of the direction-giving exchange and its related phases as well as further exploring the potential existence of sex-related differences in direction-givers’ route-descriptions. Reconfirming Grice's (1975) well-known Cooperative Principle, an analysis of these data strongly suggest that an indirect request for driving directions is an effective communicative strategy for speakers approaching potential direction-givers. Furthermore, this analysis emphasizes the interrelatedness of the cognitive, linguistic and interactional tasks involved in direction-giving. A large body of important research has documented significant differences between the communicative styles of men and women. However, in this study, male and female participants’ use of directional indicators and their inclusion of landmarks, stoplight and time estimates, road names and highway numbers were very similar. Males included significantly more mileage estimates than did females, but their estimates contained more errors. These findings both confirm and contradict those of previous studies and have implications for future research, language teaching as well as the development of pedagogical materials.",,10.1016/j.pragma.2010.02.011,https://www.sciencedirect.com/science/article/pii/S0378216610000603,manual_search[journal_of_pragmatics]
Farzad Karimzad,2021,"Multilingualism, Chronotopes, and Resolutions: Toward an Analysis of the Total Sociolinguistic Fact","... of ethnolinguistic identity, and on the other hand, how the ideological force behind the idealized images of time–space frames populated by monolingual speakers overshadows participants’ lived, multilingual realities, leading to negative evaluations of their own ‘language mixing’. This second line of scholarship...",,10.1093/applin/amaa053,https://doi.org/10.1093/applin/amaa053,manual_journal_search[applied_linguistics]
"Farzad Sharifian, Maryam Jamarani",2011,Cultural schemas in intercultural communication: A study of the Persian cultural schema of sharmandegi ‘being ashamed’,"… This paper explores the Persian cultural pragmatic schema of sharmandegi ‘being ashamed,’ which underlies the enactment of several speech acts in Persian. … … In general, this study further reveals the potential of cultural schema theory for studies of intercultural pragmatics and contributes to the body of research on intercultural communication involving speakers … … L2 (English). … … Even though, it is out of no fault of the teacher that the student has failed, the teacher still wants to show sympathy toward someone who has been a good student throughout the semester. … … Applied cultural linguistics: Implications for second language learning and intercultural communication. Amsterdam & Philadelphia: John Benjamins. Sharifian, Farzad. 2011. …",,10.1515/iprg.2011.011,https://doi.org/10.1515/iprg.2011.011,manual_journal_search[intercultural_pragmatics]
Fathi Migdadi and others,2012,Public Complaints and Complaint Responses in Calls to a Jordanian Radio Phone-in Program,"... graders since the beginning of the year. When we enquired about that, we were told that the first was on a medical leave and the second on a maternity leave. Because of the absence of a first grade teacher, the pupils, up to this moment, haven't got a class timetable to tell them which textbooks to carry...",,10.1093/applin/ams011,https://doi.org/10.1093/applin/ams011,manual_journal_search[applied_linguistics]
Federica Barbieri,2013,Involvement in University Classroom Discourse: Register Variation and Interactivity,"... and structural moves, first and second person pronouns, and discourse markers in lecture introductions and closings, respectively. Teachers are generally well-aware of the ways that class size affects classroom teaching, and class participation in particular. It seems possible then that class size might also...",,10.1093/applin/amt030,https://doi.org/10.1093/applin/amt030,manual_journal_search[applied_linguistics]
Feng Kevin Jiang and Ken Hyland,2016,Nouns and Academic Interactions: A Neglected Feature of Metadiscourse,"... description of the teacher’s role ignores the  fact  that TBLT can include a pre-task and post-task phase , where opportunities arise for the explicit teaching of language. [Applied linguistics] The verb ignore before the fact that clause here signals the author is contrasting...",,10.1093/applin/amw023,https://doi.org/10.1093/applin/amw023,manual_journal_search[applied_linguistics]
Fernando Senar and others,2023,Heritage Language Instruction to Young Immigrants: An In-depth Look at the Psycholinguistic Effects During the Simultaneous Acquisition of Two Second Languages,"...%27_Implicit_Assumptions_About_Syntactic_Frames_in_New_L3_Words_The_Role_of_Cognates_Typological_Proximity_and_L2_Status/links/5b997dc8299bf14ad4d68e51/Learners-Implicit-Assumptions-About-Syntactic-Frames-in-New-L3-Words-The-Role-of-Cognates-Typological-Proximity-and-L2-Status.pdf .        Hopp ,  H.   and   M. S.   Schmid  .   2013 .  ‘Perceived foreign accent in first language attrition and second language...",,10.1093/applin/amac077,https://doi.org/10.1093/applin/amac077,manual_journal_search[applied_linguistics]
"Feryok, Anne",2010,Language teacher cognitions: Complex dynamic systems?,"Language teacher cognition research is a growing field. In recent years several features of language teacher cognitions have been noted: they can be complex, ranging over a number of different subjects; they can be dynamic, changing over time and under different influences; and they can be systems, forming unified and cohesive personal or practical theories. However, as yet there is no single theoretical framework for studying language teacher cognitions. In this article I propose that complex systems theory might offer such a framework. I offer an exploratory investigation of the applicability of complex systems theory by focusing on the re-analysis of a previously published case study of the practical theory of an English language teacher teaching EFL in Armenia. I do this by discussing and presenting evidence of heterogeneity, dynamics, non-linearity, openness, and adaptation, which characterize complex systems, and are displayed by the EFL teacher's cognitions. I conclude by suggesting that complex systems theory is compatible with other lines of research, is able to be developed in field-specific ways, offers several lines of research as well as different methodological approaches, and has practical implications for language teacher development.",,10.1016/j.system.2010.02.001,https://www.sciencedirect.com/science/article/pii/S0346251X1000028X,manual_search[system]
"Finch, Andrew",2010,Critical incidents and language learning: Sensitivity to initial conditions,"Critical incident theory has helped teachers to reflect on their teaching practice and elicit ways of improving it through identification of preconceptions and through reflection on the significance of unplanned incidents. This paper adapts these ideas to the perspective of language learners, in order to promote awareness and development of learning through conscious reflection. Recognizing that language learning is a complex, dynamic process, with numerous interacting and often unpredictable factors, the research incorporates aspects of complexity theory, according to which, apparently insignificant ‘initial’ events can determine the way in which global structures (e.g. learning) ‘emerge’ over the long term. Awareness of this concept can enable students and teachers to facilitate positive critical incidents and avoid harmful ones. In investigating the significance of ‘sensitivity to initial conditions’ in terms of language learning, this study invited graduate and undergraduate students to reflect on their learning over a semester and to identify critical incidents from their previous elementary and secondary schooling. Analysis of their responses led to the conclusion that sensitivity to initial events (critical incidents) does occur in language learning, but that the learner needs to ‘notice’ the incidents for triggering or realization to take place and to influence subsequent learning.",,10.1016/j.system.2010.05.004,https://www.sciencedirect.com/science/article/pii/S0346251X10000813,manual_search[system]
Fiona Copland,2011,Legitimate Talk in Feedback Conferences,"..., however, is ‘hidden from view’ (Heritage and Sefi 1992: 362) and the norms of interaction are largely unexamined in the literature. Even less is known about feedback conducted in groups, yet many teachers training to teach English experience feedback in this way. This article provides a discourse analysis...",,10.1093/applin/amr040,https://doi.org/10.1093/applin/amr040,manual_journal_search[applied_linguistics]
Florence Baills and others,2022,Embodied Prosodic Training Helps Improve Accentedness and Suprasegmental Accuracy,"... words ,’  Language Teaching Research   https://doi.org/10.1177/1362168820986716        Baker  A.     2014 . ‘ Exploring teachers’ knowledge of second language pronunciation techniques: Teacher cognitions, observed classroom practices, and student perceptions ,’  TESOL Quarterly   48 / 1 :  136 – 63...",,10.1093/applin/amac010,https://doi.org/10.1093/applin/amac010,manual_journal_search[applied_linguistics]
"Flores-Ferrán, Nydia",2010,An examination of mitigation strategies used in Spanish psychotherapeutic discourse,"The present study examined politeness phenomenon in Spanish discourse produced between a therapist and a client during psychotherapeutic motivational interviews as depression and adherence to medication are discussed. In particular, this study examined the mitigation strategies and indirect speech acts used by the interactants. Mitigation has been defined as a modification of a speech act that softens the message for its hearer (Fraser, 1980:341). Several devices such as shields, hedges, parenthetical verbs and proverbial sayings were observed in this discursive context in the qualitative and quantitative analyses. This study also revealed that the use of mitigating devices on the part of the therapist was conditioned by his intentions to attain his goals: to indirectly motivate the client to continue with treatment. The qualitative analysis revealed how references to persons varied and how the Latino cultural notions of el qúe dirán and guardar las apariencias posited by Placencia (1996) emerged in this discursive context. Although mitigating features have been investigated in Spanish (Bravo, 2008, Haverkate, 1990, Hernández Flores, 1999, Murillo Medrano, 2002, Placencia, 1996, among others), overall they remain relatively under investigated in Spanish psychotherapeutic discourse.",,10.1016/j.pragma.2009.12.005,https://www.sciencedirect.com/science/article/pii/S037821660900321X,manual_search[journal_of_pragmatics]
"Forceville, Charles J.",2010,"The Routledge Handbook of Multimodal Analysis: Carey Jewitt (Ed.), Routledge, London, 2009, 340 pages, ISBN 13: 978-0-415-43437-9 (hbk)",,,10.1016/j.pragma.2010.03.003,https://www.sciencedirect.com/science/article/pii/S0378216610000652,manual_search[journal_of_pragmatics]
"Formisano, Yhara",2010,"Clinical Pragmatics: Louise Cummings, Cambridge University Press, Cambridge, 2009, 305 pp., $115",,,10.1016/j.pragma.2010.03.002,https://www.sciencedirect.com/science/article/pii/S0378216610000640,manual_search[journal_of_pragmatics]
Francis M. Hult,2013,Covert Bilingualism and Symbolic Competence: Analytical Reflections on Negotiating Insider/Outsider Positionality in Swedish Speech Situations,"... of interaction. Yet it is different, as passing tends to be a performance by someone with a marginal or questionable claim to the trait in question. In her study of passing by advanced users of a second language, for example,  Piller (2002)  shows that they may adopt stylized ways of speaking that allow them...",,10.1093/applin/amt003,https://doi.org/10.1093/applin/amt003,manual_journal_search[applied_linguistics]
"Frederiksen, Anne Therese Mayberry, Rachel I.",2018,Reference tracking in early stages of different modality L2 acquisition: Limited over-explicitness in novice ASL signers’ referring expressions,Previous research on reference tracking has revealed a tendency towards over-explicitness in second language (L2) learners. Only limited evidence exists that this trend extends to situations where the learner’s first and second languages do not share a ...,,10.1177/0267658317750220,https://doi.org/https://doi.org/10.1177/0267658317750220,manual_search[second_language_research]
Gabriele Pallotti,2014,A Typology of Statements about Discourse,"...  Teacher2)).         teacher, pear. teacher:  In Fatma’s study, this step consisted in identifying a common logic for all the external appropriations. On a general level, external appropriations seem to serve the double purpose of ensuring both linguistic cohesion with what others have just said...",,10.1093/applin/amu037,https://doi.org/10.1093/applin/amu037,manual_journal_search[applied_linguistics]
Gabriele Pallotti,2017,Assessing Tasks: The Case of Interactional Difficulty,".../standard_publication_model ) The notions of task difficulty and task complexity have received considerable attention from researchers in Second Language Acquisition (SLA), Task-Based Language Teaching (TBLT), and Task-Based Language Assessment (TBLA). In SLA research, the main question has been whether different types...",,10.1093/applin/amx020,https://doi.org/10.1093/applin/amx020,manual_journal_search[applied_linguistics]
Gabriele Pallotti,2017,Assessing Tasks: The Case of Interactional Difficulty,".../standard_publication_model ) The notions of task difficulty and task complexity have received considerable attention from researchers in Second Language Acquisition (SLA), Task-Based Language Teaching (TBLT), and Task-Based Language Assessment (TBLA). In SLA research, the main question has been whether different types...",,10.1093/applin/amx020,https://doi.org/10.1093/applin/amx020,manual_journal_search[applied_linguistics]
"Gao, Xuesong (Andy)",2010,Autonomous language learning against all odds,"Conceptualizing learners’ individuality as dynamic and contextually situated, this paper reports on an inquiry that examined the genesis of a disabled learner’s success in learning foreign languages on the Chinese mainland. Using source texts such as the learner’s published diaries, letters and her autobiography, the inquiry revealed that language learning success could be explained by her unwavering will, unyielding beliefs and tenacious efforts in learning languages. Her narratives further unveiled the role that contextual conditions and the learner’s agency played in shaping and reshaping her motivational discourses, learning beliefs and strategic efforts. These findings help illustrate how these crucial individual difference factors interact with each other in the language learning process. They also provide further food for thought for language learners and teachers in their efforts to identify means that sustain autonomous language learning efforts in difficult conditions.",,10.1016/j.system.2010.09.011,https://www.sciencedirect.com/science/article/pii/S0346251X10001119,manual_search[system]
"García, Carmen",2010,‘Cuente conmigo’: The expression of sympathy by Peruvian Spanish speakers,"Using Spencer-Oatey's (2005) rapport-management approach, this paper studies the expression of sympathy by Peruvian Spanish speakers, in a situation exhibiting both power differential and social distance between participants. Results show that participants observed their behavioral expectations in this context expressing empathy, involvement and respect. They also respected the interlocutor's identity and respectability face, which, is argued here, reflected positively on their own identity and respectability face. Their interactional goals were strongly relational and, although there was a short transactional goal interspersed in the interaction, it only reflected and emphasized their interdependent self-construals of self (Markus and Kitayama, 1991). Gender differences showed females favoring the expression of empathy while males favored the expression of respect.",,10.1016/j.pragma.2009.05.024,https://www.sciencedirect.com/science/article/pii/S0378216609001441,manual_search[journal_of_pragmatics]
Gary J Ockey and Evgeny Chukharev-Hudilainen,2021,Human versus Computer Partner in the Paired Oral Discussion Test,"...):  Handbook of Research in Second Language Teaching and Learning .  Routledge .       Young  R. F.     2019 .  ‘Interactional competence and L2 pragmatics,’  in    Taguchi  N.    (ed):  The Routledge Handbook of Second Language Acquisition and Pragmatics .  Routledge . Table 3   G-study for interactional...",,10.1093/applin/amaa067,https://doi.org/10.1093/applin/amaa067,manual_journal_search[applied_linguistics]
Gerrard Mugford,2013,Foreign-language users confronting anti-normative politeness in a Mexican university,"… When foreign-language learners abandon the relative safety of the classroom and confront actual language use, they face decisions regarding how they wish to participate in a given target-language group … … The foreign-language user's decision as to whether to engage in such practices will depend to a large extent on pragmalinguistic and sociopragmatic understandings and how she wants to come across – and … … DOI 10.1515/ip-2013-0004   Intercultural Pragmatics 2013; 10(1): 101 - 130 Gerrard Mugford Foreign-language users confronting anti-normative politeness in a Mexican university Abstract: When foreign-language … … Secondly, L2 users need to understand the communicative force behind the use of taboo and swearwords. … … In the second text, which takes place in a school in the United States, Roberto, a teacher, is looking for a fellow teacher, Ana. …",,10.1515/ip-2013-0004,https://doi.org/10.1515/ip-2013-0004,manual_journal_search[intercultural_pragmatics]
Gerrard Mugford,2015,"Félix-Brasdefer, J. Cesar and Dale April Koike: Pragmatic Variation in First and Second Language Contexts: Methodological Issues","… The book, Pragmatic Variation in First and Second Language Contexts: Methodological Issues, offers both extensive and intensive insights into variation in pragmatics in both first and second language contexts … … between the second-person pronouns tu and vous among US university learners of French at different instructional levels” (2012: 239). … … Terkourafi’s contribution to the volume is her identification of different approaches to studying pragmatic variation and their relevance to foreign language teaching.In the concluding chapter, Methodological …",,10.1515/ip-2015-0020,https://doi.org/10.1515/ip-2015-0020,manual_journal_search[intercultural_pragmatics]
"Geyer, Naomi",2010,Teasing and ambivalent face in Japanese multi-party discourse,"This paper examines teasing – an interactionally delicate social action, which appears to be both face threatening and face enhancing – situated in Japanese institutional multi-party discourse. Adopting conversation analytic and ethnographic approaches to discourse, this paper first reconsiders the notion of face and facework as discursively constructed phenomena. The paper then documents how the face of tease recipients is displayed and contested in discourse: the linguistic behavior of the teased immediately before the onset of a teasing sequence exhibits certain deviations, which trigger the subsequent tease. The paper takes a closer look at the emerging face of the teased from the perspective of their community of practice. It demonstrates how the tease recipients’ modes of participation are related to face threats occurring in teasing segments and how their active role in the joint act of teasing may impact the construction of their evolving identities within their community of practice. The findings suggest that teasing sequences represent instances in which a tacit norm of appropriateness becomes observable in discourse, that facework can be depicted as an argumentative process in which one's face ascription is contested and altered, and that the face threats involved in specific teasing segments are related to the tease recipients’ mode of participation in their community of practice.",,10.1016/j.pragma.2009.12.015,https://www.sciencedirect.com/science/article/pii/S0378216609003312,manual_search[journal_of_pragmatics]
"Glenn, Phillip",2010,Interviewer laughs: Shared laughter and asymmetries in employment interviews,"Routinely, in a corpus of videotaped employment interviews, the interviewer invites laughter. The interviewee laughs along. The interviewer may produce a next laughable or briefly topicalize the laughable materials, but the interviewee does not do so. Rather, the interviewee will wait for the interviewer to take the lead in returning them to the business of the interview. The asymmetries evident in the sequential organization of these shared laughs show participant orientation to respective institutional roles. These asymmetries are consistent with those identified in previous research examining doctor–patient and survey interviewer–respondent interactions. While laughing together might appear to reduce power distance and bring participants together, the organization and distribution of these shared laughter instances reflect and reinscribe the hegemony of the roles of interviewer and interviewee.",,10.1016/j.pragma.2010.01.009,https://www.sciencedirect.com/science/article/pii/S0378216610000226,manual_search[journal_of_pragmatics]
"Goethals, Patrick",2010,A multi-layered approach to speech events: The case of Spanish justificational conjunctions,"I will describe the structural and semantic characteristics of the Spanish causal conjunctions como (as, since), ya que (as, since), and pues (for). I will argue that, unlike predicative causal conjunctions like porque (because), they function as speech event markers. This difference will be related to Peirce's semiotic distinction between symbolic and indexical signs. A speech event will be defined as a three-dimensional event, including a modal, interpersonal and sequential dimension. The three justificational conjunctions give the same indication at the sequential dimension: they identify the speech event as an act of justification. I will show that what further distinguishes the three conjunctions from each other can be analyzed in terms of the other two dimensions. I will argue that pues activates both the modal and the interpersonal dimension, that ya que activates the modal dimension but de-activates the interpersonal dimension, and that como de-activates both the modal and the interpersonal dimension. I will show that this analysis can explain certain typical pragmatic effects, for instance why pues marks the information that follows as new, why ya que allows special uses like irony or is frequently used to introduce quotations, and why como presents the information as taken for granted. In the concluding section, I will argue that the framework is not only suited to describe Spanish causal conjunctions, but has a broader theoretical and descriptive scope.",,10.1016/j.pragma.2010.01.018,https://www.sciencedirect.com/science/article/pii/S0378216610000317,manual_search[journal_of_pragmatics]
"Goss, Seth J. Tamaoka, Katsuo",2018,Lexical accent perception in highly-proficient L2 Japanese learners: The roles of language-specific experience and domain-general resources,This article reports empirical findings on the roles of domain-general resources and language-specific experience in the second language (L2) acquisition of Japanese lexical pitch accent. Sixty-one advanced-proficiency L2 Japanese learners from two first ...,,10.1177/0267658318775143,https://doi.org/https://doi.org/10.1177/0267658318775143,manual_search[second_language_research]
Grace Lee Amuzie and Patti Spinner,2012,Korean EFL Learners’ Indefinite Article Use with Four Types of Abstract Nouns,"...  63  79         Spinner  P    Does processability theory predict the order of L2 acquisition with aural GJT data?  2011  Presentation at Second Language Research Forum, Iowa State University        Vendler  Z    Verbs and times  The Philosophical Review  1957  66  143  60         White  B...",,10.1093/applin/ams065,https://doi.org/10.1093/applin/ams065,manual_journal_search[applied_linguistics]
