authors,year,title,abstract,corpus_id,doi,author
"Wararee Ninkoson Chalermphong, Thitirat Raksasri, Jittraphorn - Sornkeaw, Pichakorn Chantha",2024,Facebook in ESL Classroom: Class Engagement via Community Building and Development of Socio-Pragmatic Competences,"This article explores the multifaceted role of Facebook in second language (L2) classrooms, with an emphasis on English language teaching and learning. Through Facebook’s widespread popularity and its integration into educational settings since its launch in 2004, this article aims to address the gap by examining the benefits and teaching approaches associated with Facebook in L2 classrooms. The first section focuses on the improvement of L2 learning engagement through community building on Facebook. Utilizing ideas from social and collaborative learning, such as building learner communities that foster trust, connectedness, and engagement. The second section discusses on the development of socio-pragmatic competence through Facebook. The article argues that the development of socio-pragmatic competence via Facebook’s distinctive features, such as the ability to link people worldwide based on shared interest, allow learners to engage in authentic cross-cultural interactions. This engagement is seen as essential for raising awareness of socio-pragmatic norms and practicing language use in authentic contexts. The article concludes that regardless of place and time, Facebook’s task-based approach to language learning greatly enhances learners’ socio-pragmatic skills.",271044616,10.34293/education.v12is1-june.6874,
"J. Holmes, N. Riddiford",2010,Professional and personal identity at work: achieving a synthesis through intercultural workplace talk,"This paper analyses the ways in which professional migrants from different cultural backgrounds, using English as an Additional Language, manage the demands of constructing a positive professional identity while also negotiating the complex relational aspects of workplace talk. The well-established methodology of the Wellington Language in the Workplace Project was used to collect relevant data from migrant workers interacting in professional New Zealand organisations. The analysis focuses on the socio-pragmatic strategies used by two skilled migrants to manage identity construction through social and transactional aspects of workplace interaction. The implications of their different approaches to the challenge are discussed.",142633215,10.36923/jicc.v10i1.494,
Meisam Ziafar,2018,"The Influence of Explicit, Implicit, and Contrastive Lexical Approaches on Pragmatic Competence: The Case of Iranian EFL Learners","Abstract Research literature suggests the positive role of lexical chunks and translation in teaching and learning pragmatics (Ketko, H. 2000. Importance of multi-word chunks in facilitating communicative competence and its pedagogic implications. The Language Teacher 24(12). 5–11; Rose, K. R. 1999. Teachers and students learning about requests in Hong Kong. In E. Hinkel (Ed.), Culture in second language teaching and learning, 167–180. Cambridge: Cambridge University Press.). Accordingly, the present study aimed at investigating the influence of contrastive lexical approach (CLA), in comparison with explicit and implicit approaches, on Iranian EFL learners’ pragmatic competence. Sixty-three participants were randomly assigned to three treatment groups and received dissimilar instructional treatments for ten 30-minute sessions. A pretest-posttest equivalent-groups research design was carried out and pretest scores were used as the covariate in a one-way ANCOVA data analysis. CLA showed no significant advantage over the other two methods. Previous studies have often combined a contrastive method with explicit teaching. Confounding variables in this way may have made interpretation of results problematic. In the present research explicit and contrastive instructions were kept separate and no significant difference was found between the three treatments, although all instruction types enhanced the language learners’ pragmatic competence. As a result, a pragmatic teaching course is recommended which incorporates the useful teaching techniques and practices of these three approaches to teaching pragmatic competence.",186454409,10.1515/IRAL-2016-0018,
Mercedes Benítez Torrejón,2016,The acquisition of apologies and requests in Spanish by second language learners,,54582485,,
"G. Kasper, Kenneth R. Rose",2003,Pragmatic Development in a Second Language,,261239345,,
"Z. Tajeddin, Ali Malmir",2014,Knowledge of L2 Speech Acts: Impact of Gender and Language Learning Experience,,55276103,,
T. Hassall,2003,Requests by Australian learners of Indonesian,,143891854,10.1016/S0378-2166(03)00115-2,
"S. Al-Gahtani, G. A. Shatter",2012,Multimethod Approach to Research in Interlanguage Pragmatics,,40511428,,
"R. Pishghadam, Mostafa Morady Moghaddam",2011,Towards a Contrastive Pragmatic Analysis of Congratulation Speech Act in Persian and English,,54051050,,
Reza Shahi,2016,Investigating Rater Effect on Iranian EFL Learners’ Performance on Pragmatics Tests: An Application of Many-Facet Rasch Model,,220264375,,
,2021,Implicit and Explicit Pragmatic Learning Strategies: Their Factorial Structure and Relationship with Speech Act Knowledge,,239993247,,
"J. Wolfe, Nisha Shanmugaraj, Jaclyn Sipe",2016,Grammatical Versus Pragmatic Error,"Many communication instructors make allowances for grammatical error in nonnative English speakers’ writing, but do businesspeople do the same? We asked 169 businesspeople to comment on three versions of an email with different types of errors. We found that businesspeople do make allowances for errors made by nonnative English speakers, perceiving these errors as less bothersome than those made by native speakers. We also found that businesspeople perceive pragmatic errors of politeness and tone as even more bothersome than grammatical error—a finding we share with our students to persuade them of the importance of polite and professional email correspondence.",64282108,10.1177/2329490616671133,
"Minh Thi Thuy Nguyen, Willy Renandya, Thuy Thi Thanh Pham, Hanh Thi Pham",2024,LEARNING HOW TO WRITE SOCIALLY APPROPRIATE EMAILS THROUGH TEXTBOOKS: AN EVALUATION OF INTERNATIONAL ENGLISH TEXTBOOKS,"his study investigates email pragmatic instruction in four sets of international English textbooks. The prevalence of email communication in today’s technology-mediated world necessitates its inclusion in second language classroom instruction. However, our analysis of the books reveals inadequate attention to the sociocultural aspects of email writing. The analysis also indicates limited opportunities for learners to notice form-function-context connections, engage in output practice, and reflect on their pragmatic performance. These findings underscore the gap between research recommendations and current teaching practices, highlighting the urgent need for textbook writers to integrate research findings for enhanced pragmatic instruction. The findings also provide recommendations for teaching email communication in the second language classroom.",268844682,10.15639/teflinjournal.v35i1/66-89,
,2020,Cultural Transitions,,241846944,10.1017/9781108780360.012,
"M. Clyne, Marisa Cordella, Doris Schüpbach, Brigid Maher",2013,Connecting younger second-language learners and older bilinguals: interconnectedness and social inclusion,"This article reports on an inter-generational inter-cultural pilot project carried out in suburban Melbourne which supports the second-language acquisition of younger people and enhances the social inclusion of older people of migrant background. The article begins with an outline of the multilingual context in which the project is based. The project is then described, and qualitative data indicating its success are presented. This is collected from a student focus group, phone interviews with older participants and conversations between students and older participants.",144086445,10.1080/14790718.2013.832120,
"Azizullah Mirzaee, Maryam Esmaeili",2013,The Effects of Planned Instruction on Iranian L2 Learners' Interlanguage Pragmatic Development,,60596115,,
"Jiyun Kim, J. Lantolf",2018,Developing conceptual understanding of sarcasm in L2 English through explicit instruction,"This article reports on a pedagogical project aimed at helping second language (L2) learners of English develop the ability to detect and appropriately interpret spoken sarcasm. The study used a pre- and posttest procedure to assess the development of learners’ ability to both detect sarcasm and impute appropriate speaker intentions and attitudes conveyed through sarcastic utterances as result of a 10-week instructional program. The study also used interviews to gauge changes in learners’ conceptual understanding of English sarcasm. Beyond improving learners’ ability in the L2, a side effect of the project was that learners reported an enhanced awareness of the use and functions of sarcasm in their first language (L1), Korean.",151871528,10.1177/1362168816675521,
"Amatur Rahman, Serajum Munira",2024,The Speech Acts of the Language of Teachers' Criticism in EAP Classes: A Pragmatic Analysis,"Exploring speech acts within the realm of language instruction has consistently been a captivating subject. Limited research has delved into the analysis of speech acts employed by English teachers for criticism during classroom interactions. This study primarily aims to identify the classifications of speech acts used most frequently by teachers in English for Academic Purpose (EAP) courses for criticism. Additionally, it examines the rationale behind selecting a particular type of speech act for criticism by EAP course instructors and assesses how this classification of speech acts may influence teaching strategies and student performance. The research employed classroom observations and interviews for data collection, utilizing purposive sampling to select five teachers and forty students from the English department's EAP 009 course. Observational guidelines and situational questionnaires served as research instruments. Qualitative thematic analysis and data coding were applied for data analysis. Classroom observations indicated that EAP teachers predominantly used directive criticism, with a comparatively low utilization of commissive criticism, aligning with the principles of communicative language teaching. Conversely, teacher interviews unveiled that, while direct criticism was prevalent, declarative criticism was also employed. This suggests a need for greater consistency in teachers' selection of specific criticisms, minimizing potential impacts on teaching strategies. The study recommends that EAP teachers diversify their criticism approaches based on student needs and contextual factors.",273957955,10.70771/jocw.v8i1.70,
Naoko Taguchi,2018,4. Pragmatic competence in foreign language education: Cultivating learner autonomy and strategic learning of pragmatics,"Three decades after the emergence of communicative competence models (e.g. Canale & Swain, 1980), pragmatic competence has established a recognition that learning a language extends beyond grammar. However, language curriculums and instructional materials are seldom pragmatics-focused. Although grammar appears systematically in course syllabi, pragmatics is usually addressed randomly as questions arise, often in conjunction with culture topics. Lack of the systematic appearance of pragmatic features, along with limited range of communicative situations and functions in classroom discourse and textbooks, has led to a general concern that classroom learning is poor in opportunities for pragmatic development (Bardovi-Harlig, 2001). To address this concern, this paper discusses autonomous learning and strategy training as a model of pragmatics pedagogy. Based on the data collected from Japanese ESL students in an immersion setting (Taguchi, 2012), I will illustrate a case of a strategic learner who cultivated a variety of self-directed resources for pragmatics learning, which led to a strong development of pragmatic competence. Based on this case study and drawing on the recent model of strategic self-regulation (Oxford, 2011), I will present the taxonomy of strategy instruction as a way of promoting autonomous learning of pragmatics. Strategy training can be an alternative form of formal instruction, assisting learners to take initiative in learning pragmatics from everyday, non-pragmatics-focused materials.",158317811,10.1515/9781501505034-004,
"A. Mirzaei, M. Rezaei",2012,EXPLORING THE UNDERREPRESENTATION OF PRAGMATIC COMPETNECE IN THE L2 CLASSROOMS IN IRAN,,209350334,,
"Joseph Siegel, James Broadbridge",2018,Message sent. Message-received? Teachers and target community members decide,"ABSTRACT The linguistic, social, and intercultural benefits of overseas experiences for English as a foreign language (EFL) learners continue to gain attention as the significance of English as a lingua franca proliferates. As the use of English for international communication increases, it is important to examine such interactions from multiple viewpoints. While previous studies have investigated various aspects of study abroad for EFL learners, the perspectives of target community members (TCMs) have often been overlooked. Therefore, this study investigated differences in EFL teacher and nonteacher TCM perceptions of five Japanese university study abroad students’ spoken pragmatic output. Students completed 10 oral discourse completion tasks before and after their one-semester study abroad. The EFL teacher and nonteacher TCM groups watched videos of and rated each task for formality and appropriateness. Findings showed the two groups perceived gains related to student speech and development. However, teachers rated on the pre-departure tasks lower but the post-tasks higher, while the TCMs did not identify as much improvement. Implications for students, teachers, and receiving communities are discussed.",146952614,10.1080/17501229.2016.1143475,
Michael Pryde,2013,Patterns in conversations between Japanese students and New Zealand homestay parents,,140289697,,
Mehmet Veysi,2020,Does Multimedia Technology Facilitate Pragmatics Awareness among Teenage Learners? A Case of Secondary-School Students,"This study aims to raise awareness among teenage learners of the difference between direct and indirect “speech acts” in pragmatics through multimedia technology. In a case study with 35 participants between the ages of 13 and 15, the data-collection process consisted of pre-tests, multimedia technology, and post-tests. Pre- and post-tests comprised the same ten questions about speech acts. The participants engaged in explicit learning with a smart board and projector in order to understand the distinction between the direct and indirect speech act. The results indicate that the participants were able to grasp pragmatics awareness and that they were greatly motivated to learn through multimedia technology.",225293895,10.21600/IJOKS.724142,
"Fernando Rosell-Aguilar, Tita Beaven, Mara Fuertes Gutiérrez",2018,Innovative language teaching and learning at university: integrating informal learning into formal language education,"This volume collects selected papers from the 2017 Innovative Language Teaching and Learning at University conference, which took place on the 16th of June at The Open University. The theme of the conference was Integrating informal learning into formal language education. 
 
As contact time with students is increasingly reduced in higher education, teachers are looking at ways to support their students with resources that can be used outside the classroom. This means that many teachers are looking at approaches such as flipping the classroom or initiatives like the use of social media to access resources or interact with peers or native speakers, telecollaboration activities between learners in different countries, or the co-creation of learning artefacts such as videos, websites, or texts. The incorporation of such activities into the curriculum blurs the boundaries between formal and informal activity. 
 
The chapters in this book provide insights into many types of these innovative approaches to teaching languages at university and beyond. The contributing authors have experimented with new strategies to enrich their students’ learning experience or identified new ways of using existing resources in and outside the classroom.",158357120,10.14705/RPNET.2018.22.9782490057108,
S. Neuvonen,2015,Le contenu pragmatique des exercices dans la série de manuels Escalier,,199905334,,
Feng Xiao,2018,Advanced‐Level Pragmatics in Instructed SLA,,149543211,10.1002/9781119261650.CH24,
"Reza Bagheri Nevisi, A. Moghadasi",2020,"Content Analysis of Iranian High School English Textbooks in terms of Politeness Markers, Speech Acts, and Language Functions","Considering the indispensable role pragmatic knowledge plays in not only comprehending L2 materials, but also in making and maintaining proper communication, and the fact that Iranian EFL learners are primarily exposed to the target language through textbooks, this research intended to discern how frequently and appropriately Politeness Markers (PMs), Speech Acts (SAs), and Language Functions (LFs) are being incorporated in newly-published Iranian high school English textbooks: Prospect and Vision Series. Furthermore, the study set out to investigate the possible relations between the level of the textbooks and the frequency of pragmatic components being included. To this end, 172 conversations of the aforementioned textbooks were thoroughly analyzed to determine the frequency of the PMs based on House and Kasper (1981) taxonomy, the frequency of SAs based on Searle's (1979) paradigm, and the frequency of LFs according to Halliday’s (1978) framework. Findings revealed that Committers were the most frequently-used PMs, Representatives and Directives were the most commonly-used SAs, and Informatives enjoyed the highest frequency among LFs. The results also indicated that these pragmatic components were not equally distributed throughout the conversations and no significant relationship existed between level of the textbooks and frequency of the pragmatic elements. In addition to the consciousness-raising dimension of the study, material developers might be able to appropriately represent and include pragmatic information into their materials. Moreover, teachers might also be able to amend and modify their adopted approaches to foreign language teaching and adjust them to accommodate potential learner styles and their preferences.",233419627,10.22054/ILT.2021.54493.529,
"R. Todd, Pornapit Darasawang, H. Reinders",2015,Innovation in Language Teaching: Lessons Learned,,156877018,10.1057/9781137449757_11,
Alisa Zavialova,2023,Formulaic Language in the Acquisition of L2 Pragmatic Competence in a Community-based Classroom,"Pragmatic formulas have been recognized as linguistic building blocks necessary for successful speech act performance. Current approaches to speech act teaching overlook pragmatic formulas, promoting an incomplete view of pragmatics instruction. This paper reports on the results of a classroom-based study in which a formula-enhanced treatment focusing on both pragmalinguistic and sociopragmatic components of pragmatic ability was tested. Seven students from the Language Instruction for Newcomers to Canada (LINC) program participated in four lessons involving pre-, post- and delayed post-test measures. During the treatment, the students were exposed to target formulas from four interaction contexts. A qualitative utterance analysis was conducted to determine how pragmalinguistic and sociopragmatic abilities of the students evolved after the teaching intervention. Additionally, three expert judges evaluated students’ pragmatic performance. The results indicate that improvements in both pragmalinguistic and sociopragmatic abilities of the students were associated with the use of target-like formulas in their speech acts.",258494636,10.55593/ej.27105a2,
Todd A. Hernandez,,e-Publications@Marquette e-Publications@Marquette,,271882470,,
"J. Yoshinori, Hill",2010,UCLA Issues in Applied Linguistics Title The Effects of Recasting on the Production of Pragmalinguistic Conventions of Request by Chinese Learners of English Permalink,,55685074,,
"Ariadna Sánchez-Hernández, J. Barón",2021,Teaching second language pragmatics in the current era of globalization: An introduction,"The increasing mobility of speakers of different languages to different countries, together with the globalized world we live in, have led to multilingual societies in which linguistic exchanges between both native and non-native speakers have become a very common practice. This reality emphasizes the need to help learners of foreign and second languages become not only linguistically competent but also pragmatically competent, in order not to sound impolite or inappropriate in the target language. Addressing this need, studies in interlanguage pragmatics (ILP) have explored which methodology is most effective for teaching pragmatics. Earlier ILP studies compared explicit versus implicit instruction, highlighting the key role of explicit metapragmatic explanations. More recently, scholars have investigated how to create opportunities to for authentic pragmatic practice inside the classroom. To do so, some studies have implemented task-based language teaching to provide students with goal-oriented meaningful activities that address their real-world needs. Other studies have incorporated technology-enhanced materials such as simulated immersive environments and computer-mediated communication to promote students’ engagement in authentic use of the language beyond the classroom. Another current concern in L2 pragmatic instruction is how to account for the emergence of English as an International Language (EIL), and the consequent need to guide learners into acquiring language as a tool to mediate across linguistic and cultural boundaries. Different studies have adopted an EIL perspective, proposing the enhancement of students’ metapragmatic awareness and strategies to deal with the hybrid nature of English and its associated varieties and cultures. The special issue ‘Teaching second language pragmatics in the current era of globalization’ aims to illustrate such current trends, with six contributions by distinguished scholars in the field of L2 pragmatics from all over the globe.",245227690,10.1177/13621688211064931,
"Yan Zhao, Jiang-Hua Liu",2019,Screenplays as a Pedagogical Medium for Cultivating EFL Learners’ Metapragmatic Awareness of Speech Acts in Spoken English,,210444542,10.1017/9781108641692.007,
,,,,CorpusId:224787808,,
L. Ortega,2018,"Ontologies of language, Second Language Acquisition, and world Englishes",,150129262,10.1111/WENG.12303,
S. García,2019,Teaching apologies through the use of audiovisual materials,"Since Austin’s (1962) classic work How To Do Things With Words there have been numerous studies about the way in which utterances are used as a mean to perform actions. The branch of linguistics that deals with this phenomenon is pragmatics, which emerged in the 1960s as a reaction to Chomsky’s idea that the importance of language lies in the correct use of grammar (MartinezFlor and Uso-Juan 2010). After the elaboration of several models of communicative competence presented by a number of authors such as Canale and Swain (1980), Bachman (1990), and Celce-Murcia (1995, 2007), the idea that pragmatic awareness is necessary in order for speakers to be successful in communication has spread, being one of the most relevant constructs the one introduced by CelceMurcia (2007). Research has been conducted especially on speech acts, such as Leech’s (2014) book The Pragmatics of Politeness, whose taxonomy will be used in this study, and on the use of audiovisual material for teaching purposes. For that reason, we have carried out an analysis on speech acts, and in particular on apologies, in the fiction TV series The Big Bang Theory. The aim of this study is to analyse whether apologies in the nine episodes examined mirror real-life conversations, and if so, to show that this audiovisual material may be used for classroom activities as an appropriate tool to develop students’ pragmatic knowledge.",212916635,10.6035/forumrecerca.2018.23.22,
S. Youn,2013,Validating task-based assessment of L2 pragmatics in interaction using mixed methods,,146937418,,
"Yu Li, Chun-Yen Chen, Dian Yu, Sam Davidson, Ryan Hou, Xun Yuan, Yinghua Tan, Derek Pham, Zhou Yu",2022,Using Chatbots to Teach Languages,"This paper reports on progress towards building an online language learning tool to provide learners with conversational experience by using dialog systems as conversation practice partners. Our system can adapt to users' language proficiency on the fly. We also provide automatic grammar error feedback to help users learn from their mistakes. According to our first adopters, our system is entertaining and useful. Furthermore, we will provide the learning technology community a large-scale conversation dataset on language learning and grammar correction. Our next step is to make our system more adaptive to user profile information by using reinforcement learning algorithms.",249205121,10.1145/3491140.3528329,
Emily Durham,2019,Saying no:refusal strategies of native Arabic speakers and native English speakers,,210581627,,
"Mohammed Nahar Al-Ali, Salsabeel M. Shatat",2022,Mitigating requesting acts by deaf Jordanian adults,"
The purpose of this study is to investigate the linguistic mitigating devices that deaf Jordanian adults use when making requests. To this end, a sample of 52 people (of whom 26 were hearing and 26 were deaf) was collected through a Discourse Completion Task (DCT). It was found that the two groups of participants showed variations in the way they structured their request acts and spelled them out. This was evident in the deaf group’s obvious underuse of certain request mitigation strategies and the lexico-grammatical items mapping them; in the absence of some strategies (i.e., sweetener, promise of reward, hint, and threat); and in the underassessment of social distance, relative power, and degree of imposition. This inappropriate use of requesting acts by deaf participants is attributed to their inadequate linguistic, pragma-linguistic and socio-pragmatic competence. The study concludes with some suggestions how to improve the Jordanian educational system for the deaf.",253361806,10.1075/ps.20016.nah,
Naoko Taguchi,2015,"Instructed pragmatics at a glance: Where instructional studies were, are, and should be going",This paper brings together the research and developments of instructed pragmatics over the past three decades by reporting the synthesis findings of instructional intervention studies in interlanguage pragmatics. Two questions have guided this investigation: (1) is instruction effective in learning pragmatics?; and (2) what methods are most effective in learning pragmatics? Exhaustive electronic bibliographical searches yielded a body of 58 instructional intervention studies for the review. Findings across these studies are compared and explored for common patterns and inconsistencies that emerge among them. The paper concludes with implications for future research based on the survey of the existing practice.,143634218,10.1017/S0261444814000263,
Widiastuti Muchsin,2020,The Pragmatic Study of Speech Act Analysis in Discussion Activities on Speaking Learning,"The research problems of this research is what are the types and functions of speech acts that appear in discussion activities on speaking learning of 3rd semester students of Polytechnic ATI Makassar. The methods in this research is a descriptive qualitative method. The subject of this research is the 3rd semester Politechnic ATI Makassar students in class discussion activities. The results of the study can be described as follows. There are several types of speech acts found. Based on the action objectives of the speaker's perspective, Locutionary act, Illocution act, and perlocutionary act are found. Locutionary speech acts include news, questions and orders. Illocutionary speech acts include assertive, directive, expressive, commissive and declarative illocution",216322516,10.31605/eduvelop.v3i2.616,
"Naoko Taguchi, Qiong Li, Xiaofei Tang",2017,Learning Chinese Formulaic Expressions in a Scenario-Based Interactive Environment,"This study examined the effectiveness and usability of a scenario-based interactive practice in teaching Chinese formulaic expressions. Thirty students enrolled in Chinese classes in a U.S. university interacted with characters in videos featuring scenes recorded in Shanghai. Students were prompted to use formulaic expressions during their text-based interactions with built-in characters. Several game-like features were incorporated into the practice (e.g., a plot and settings, character selections, and point systems). Pre-, post-, and delayed posttest results showed that students made significant gains in their knowledge of formulaic expressions after the practice, and their knowledge was maintained 2 weeks later. Interviews with individual students revealed some features that motivated them with the practice (e.g., videorecordings of authentic situations, interactions with the characters). However, some students did not perceive the practice as a game-like experience because of the linear, structured nature of the practice and limited decision-making power, leaving room for design improvement in the future.",148646035,10.1111/FLAN.12292,
"Büşra Delen, Z. Tavil",2010,"Evaluation of four coursebooks in terms of three speech acts: Requests, refusals and complaints",,143234191,10.1016/J.SBSPRO.2010.12.219,
Saihua Xia,2009,Are They Ready to Participate? East Asian Students’ Acquisition of Verbal Participation in American Classrooms,,145386159,,
"L. Jager, P. Doctor, Clarisse Venter",2012,Misunderstanding in second language instructional communication,,142470290,,
"A. Mirzaei, Mahmood Hashemian, Amin Khoramshekouh",2016,L2 Learners’ Enhanced Pragmatic Comprehension of Implicatures via Computer-Mediated Communication and Social Media Networks,"Second or foreign language (L2) learners‘ development of interlanguage pragmatic (ILP) competence to understand and properly interpret utterances under certain social and cultural circumstances plays a pivotal role in the achievement of communicative competence. The current study was designed to explore the effects of synchronous computer-mediated communication (SCMC) and asynchronous computer-mediated communication (ACMC) course modules delivered through social media networks (SMN) on the development of the Iranian L2 learners‘ comprehension of implicatures. The participants of the study were 90 English-as-a-foreign-language (EFL) undergraduate students attending three intact classes. The classes were randomly assigned to one control and two experimental (SCMC and ACMC) groups. An open-ended implicature comprehension test was used to assess students‘ ILP development in this pretest-posttest comparison-group study. The control group received the traditional teacher-fronted instruction, and the S/ACMC groups received instruction via synchronous and asynchronous modules of SMNs for 4 months, respectively. Students‘ attitudes towards the CMC-based courses were also sought. Split-plot ANOVA results indicated that both experimental groups developed significant ILP ability to comprehend and interpret L2 implicatures after the instruction; however, by comparison, the ACMC group improved more considerably. It is concluded that, first, comprehending L2 implicatures is not impervious to computer-mediated instruction and, second, different CMC affordances may result in differential ILP developmental effects in teaching L2 pragmatics. The findings can help L2 teachers decide how to use CMC affordances and SMN modules to raise L2 learners‘ pragmatic awareness.",63070371,10.18869/ACADPUB.IJAL.19.1.141,
"Tisya Amalia Putri, Sitorus, Deasy Yunita, Siregar, Dea Nita Aulia, Nazwa Atalia Zahra, Aghna Ilmi Parinduri, Dini Nur, Aini Lubis, Futri Dina, Wardiah, Jl. William, V. IskandarPs., Medan Estate, Kec. Percut, Sei Tuan",2024,A Systematic Review of Pragmatic Competence in Second Language Acquisition,"This article presents a systematic review of pragmatic competence in second language acquisition (SLA), emphasizing its critical role in effective communication and intercultural understanding. Pragmatic competence encompasses the ability to understand and use language appropriately in diverse social and cultural contexts, including mastering speech acts, politeness strategies, conversational implicatures, and intercultural pragmatics. Despite its importance, pragmatic competence often receives less attention in language instruction compared to grammar and vocabulary. The review highlights the effectiveness of explicit and implicit teaching methods, authentic interaction, and cultural immersion in developing pragmatic skills. It also underscores the role of technology, such as digital platforms and simulations, in enhancing learners’ ability to navigate real-life communication scenarios. 
The findings reveal significant challenges, including cultural variability in pragmatic norms, difficulties in standardizing assessments, and the influence of learners’ individual differences. The study calls for innovative teaching and evaluation methods, focusing on personalized approaches and the integration of pragmatic learning with emotional intelligence. By synthesizing current research and practices, this article provides valuable insights for educators, curriculum developers, and researchers, advocating for adaptive, culturally informed, and technology-supported strategies to enhance pragmatic competence in SLA.",276413094,10.61132/sintaksis.v3i1.1291,
Narges Kazemi Zadeh Gol,2013,A contrastive study of the speech act of refusal :Iranian ESL learners and native English speaking Americans,,52268111,,
Thorsten Huth,2010,Intercultural Competence in Conversation: Teaching German Requests,"While driving curriculum design in and beyond languages, intercultural competence remains an elusive concept because of its broad scope. This article makes this competence tangible for the teaching of German by exploring interaction patterns in German that can be taught and learned. To illustrate this end, I discuss a particular speech act, namely requesting, and some of its basic interactional structures in the German-speaking world. I suggest teaching strategies, guidelines for lesson planning and materials design and offer some sample teaching materials.",144170381,10.1111/J.1756-1221.2010.00077.X,
"Li Na, Jolene Castillo Gregory, Kip Téllez",2021,"English Language Standards in California, China and Mexico: History, Comparison, and Analysis","Learning standards have become a prominent feature for schools and school systems worldwide. Our paper describes the development of recent English teaching standards in California, China, and Mexico, as well as analyzing them for their theoretical orientations. We begin with an overview and critique of the standards movement. Our analysis of the standards in California, China, and Mexico reveals a substantial shift from a grammatical accuracy focused approach towards a communicative approach to language instruction. While this turn may be welcomed by professional educators, there are practical policy questions to be answered. We end our paper by noting additional challenges to implementing the new standards. Our general assessment is that the authors of the standards firmly believe that the new guidelines will improve instruction.",236392856,10.1007/s10780-021-09432-6,
"Luke Plonsky, F. Oswald",2014,How Big Is “Big”? Interpreting Effect Sizes in L2 Research,"The calculation and use of effect sizes—such as d for mean differences and r for correlations—has increased dramatically in second language (L2) research in the last decade. Interpretations of these effects, however, have been rare and, when present, have largely defaulted to Cohen's levels of small (d = .2, r = .1), medium (.5, .3), and large (.8, .5), which were never intended as prescriptions but rather as a general guide. As Cohen himself and many others have argued, effect sizes are best understood when interpreted within a particular discipline or domain. This article seeks to promote more informed and field-specific interpretations of d and r by presenting a description of L2 effects from 346 primary studies and 91 meta-analyses (N > 604,000). Results reveal that Cohen's benchmarks generally underestimate the effects obtained in L2 research. Based on our analysis, we propose a field-specific scale for interpreting effect sizes, and we outline eight key considerations for gauging relative magnitude and practical significance in primary and secondary studies, such as theoretical maturity in the domain, the degree of experimental manipulation, and the presence of publication bias.",145476109,10.1111/LANG.12079,
"Abdullah Sarani, Amrollah Talati-Baghsiahi",2017,Explicit Instruction of Pragmatic Features: Its Impact on EFL Learners’ Knowledge of Hedging Devices in Academic Writing,"Hedging academic claims has been recognized as one of integral pragmatic features of academic writing in which most EFL academic writers seem to face substantial problems. Explicit instruction has been proposed by some scholars as an effective approach to make EFL writers aware of the importance, different forms, and pragmatic functions of hedging devices some of which are polysemous and polypragmatics (e.g., Hyland 1996a). The present study with the aim of shedding more light on the effectiveness of explicit instruction in improving the pragmatic knowledge of Iranian EFL learners in terms of hedging devices, investigates the acquisition and use of English modal auxiliaries as hedging strategies via applying a direct teaching strategy in the classroom. To this end a sample of 37 undergraduate students majoring in different fields of study were recruited and assigned into a control and experimental group. Explicit instruction of the modal auxiliaries as hedging resources was applied for the treatment group while the control group received only the regular academic writing instruction. A pretest and a posttest were administered to the two groups. The descriptive analysis of the scores as well as the results of the t-tests revealed a significant progress in the participants’ linguistic and pragmatic knowledge of modal auxiliaries as hedges in the treatment group. The results also indicated that the experimental group outperformed the control group in acquiring and using modal verbs to hedge their claims. The findings of the study provide insightful implications for the administrators of educational programs.",54895210,10.22054/ILT.2017.8418,
R. Mapson,2015,Paths to politeness: exploring how professional interpreters develop an understanding of politeness norms in British Sign Language and English,": This chapter explores how bimodal bilinguals acquire and develop their awareness of politeness in British Sign Language (BSL). Drawing on data collected through semi-structured group discussions involving eight highly experienced BSL/English interpreters the chapter focuses on how the participants learned about linguistic politeness in BSL and how this contrasts with their acquisition of English politeness norms. The data indicate how di ﬀ erent paths to the acquisition of linguistic politeness might a ﬀ ect understanding of it. The experience of interpreters from Deaf family backgrounds, who acquired BSL as their ﬁ rst language, contrasts with those who learned BSL formally, as an additional language, as adults. Although both groups of participants acquired knowledge of politeness in similar arenas, the languages they were exposed to in these environments di ﬀ ered and intra-group experiences were heterogeneous. The data highlight the di ﬃ culty of learning politeness norms in an L2, with participants reporting a lack of explicit focus on politeness in BSL classes and interpreter training programmes. This may re ﬂ ect the lack of literature on polite-ness in signed language, and on BSL in particular. Both groups of interpreters reported experiences involving the negative transfer of L1 politeness norms. Data indicate that the di ﬀ erent modalities of BSL and English may facilitate transferability rather than restrict it, with one a ﬀ ordance being the ‘ blended transfer ’ of non-manual politeness features associated with BSL which may be performed simultaneously with spoken English.",151564820,10.1515/9781501501654-007,
Ana Herraiz-Martínez,2018,Technology and Task-Based Language Teaching (TBLT): Exploring Pragmatics.,,59352484,,
