authors,year,title,abstract,document_type,doi,link,search_method
I Walker ,2009.0,初級日本語学習者のための待遇コミュニケーション教育: スピーチスタイルに関する 「気づき」 を中心に 早稲田大学博士学位申請論文,,,,https://waseda.repo.nii.ac.jp/record/25143/files/Gaiyo-5150.pdf,google
"Inutsuka, Kumiko",2009.0,Component skills analyses for Japanese adult second language readers: The role of cognitive and linguistic skills and processing speed in predicting reading performance,"The research addressed two theoretical issues: the role of lower-level processing skills in reading and the transfer of first language (L1) processing skills to second language (L2) reading among adult Japanese learners of English. The component skills of word recognition are crucial predictors of literacy acquisition for English children and adult English as a second language (ESL) readers (Koda, 2005). Nassaji and Geva (1999) demonstrated the importance of these skills for adult L2 readers whose first language was alphabetic (Farsi). However, the involvement of these processes in the English L2 reading performance of adults whose L1 orthography is typologically distant is still unclear. The first study investigated whether component processing skills explained the English L2 reading performance of Japanese students, whose L1 orthography is nonalphabetic. The second study addressed the issue of L1 - L2 transfer. Some aspects of word recognition processing, such as phonological processing, transfer cross-linguistically between alphabetic languages and also between typologically distant languages for bilingual children. It is not clear whether this holds true for adult readers who acquire their L2 literacy subsequent to their L1 literacy. The second study investigated whether this transfer can be observed for the EFL (English as a foreign language) reading of Japanese adults. The accuracy and speed of processing skills at the word and text levels in English and Japanese were analyzed for 62 Japanese undergraduate students learning English in Japan. Their cognitive, linguistic, and sub-word processing skills were measured. The results of the first study underscore the importance of phonological and orthographic processing skills in explaining adults' L2 reading performance at the word and text levels. The study adds to the literature that discusses the importance of lower-level processing skills for the reading performance of second language learners (Grabe, 1988; Koda, 1996, 2005; Nassaji &amp; Geva, 1999). In the second study, there was a limited correlation between the L1 and L2 accuracy scores, possibly reflecting orthographic differences. Although the participants' L1 and L2 phonological processing skills did not correlate, the speed of executing tasks correlated between English and Japanese, suggesting that processing speed may be an underlying skill.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/component-skills-analyses-japanese-adult-second/docview/305104893/se-2?accountid=9902,proquest
"Ishida, K.",2009.0, Indexing stance in interaction with the Japanese desu/masu and plain forms,,,,,apa
"Ishida, Kazutoh",2009.0,Indexing stance in interaction: A pedagogical approach to teaching the pragmatic use of the Japanese plain and <i>desu/masu</i> forms,"This study is concerned with Japanese learners' pragmatic development of their understanding and use of the Japanese plain and desu/masu forms. Drawing on the notion of indexicality (Silverstein, 1976; Ochs, 1993a), studies such as Cook (1999) and Okamoto (1998) analyze naturally occurring interactions between Japanese native speakers (NSs) and reveal how they utilize the forms as resources to manage their affective stance in relation to various contextual features. Given that the forms are basic linguistic tools in Japanese for self-expression and relationship building, I argue that teaching the pragmatic functions of the forms cannot and should not be ignored in the early stages of instruction. In this study, I propose an instructional approach to facilitate beginning-level learners' development of pragmatic competence in understanding and using the forms. The approach incorporates awareness-raising and communicative practice components based on findings from previous interventional studies (e.g., Tateyama, 2001; Yoshimi, 2001). In conceptualizing these components and the learning which the approach intends to facilitate, this study draws on the notion of language socialization (Ochs, 1996; Ochs &amp; Schieffelin, 2008). Awareness-raising discussions are considered explicit socialization opportunities for learners to develop understanding of the use of the forms in pragmatically appropriate ways. Conversation sessions with Japanese NSs constitute opportunities for implicit socialization in which learners can assess the indexical meanings of the forms and make informed decisions about using them in interaction. The approach was implemented in two consecutive first-year JFL courses. Twenty learners were enrolled in the experimental courses. To examine the effect of the approach, data were collected from experimental and control groups through (a) questionnaires in which learners assess the appropriateness of the forms, (b) transcriptions of the conversation sessions, and (c) reflection sheets filled out after each conversation session. Analyses of the questionnaires and reflection sheets are consistent in revealing the experimental group learners' deeper understanding of the indexical use of the forms. Moreover, analysis of the conversations shows expanded use of the forms by the experimental group learners with increased attention to a wider range of contextual features. Pedagogical implications and areas for future research are also discussed.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/indexing-stance-interaction-pedagogical-approach/docview/304894561/se-2?accountid=9902,proquest
"Ishida, M.",2006.0, Interactional competence and the use of modal expressions in decision- making activities: CA for understanding microgenesis of pragmatic competence,,,,,apa
"Ishihara, Noriko",2006.0,"Subjectivity, second/foreign language pragmatic use, and instruction: Evidence of accommodation and resistance. Study I. Emulating and resisting pragmatic norms: Learner subjectivity and foreign language pragmatic use. Study II. Centering second language (SL) speakers' experience: A study of SL speakers' resistance to pragmatic norms of the SL community. Study III. Web -based curriculum for pragmatics instruction in Japanese as a foreign language: An explicit awareness -raising approach","This dissertation attempts to respond to current gaps in L2 pragmatics education and research in its alternative format with three independent studies. Studies I and II challenge the conventional assumption that acquiring nativelike pragmatic competence is the goal of all learners, and explore L2 speakers' pragmatic L2 use in relation to their subjectivity. Study I investigates the stated reasons that seven advanced Japanese learners provided for their pragmatic choices. Interviews and follow-up e-mail correspondence examined learners' deliberate pragmatic decisions made while performing elicitation tasks. The interviews identified instances where learners intentionally accommodated to or resisted perceived L2 pragmatic norms. The learners largely converged towards L2 norms to emulate the culture, while they sometimes intentionally diverged from L2 norms to resist certain L2 pragmatic uses (e.g., higher-level honorifics). Their agency can be explained by speech accommodation theory (Beebe &amp; Giles, 1984) which views learners' pragmatic decisions as the enactment of their social, psychological, and affective dispositions. L2 speakers' resistance to L2 norms is further investigated in Study II through a phenomenological inquiry into their lived experiences. The meaning of resistance was explored based on six interviews with fluent SL speakers of English and Japanese. These speakers were found to sometimes deliberately diverge from SL norms that conflicted with their own standards to express their subjectivity or to deliberately maintain distance from the SL community. In their acts of resistance, SL speakers negotiated their subjectivity and contested pre-existing SL norms in the community. Study III attempts to respond to the current paucity of L2 pragmatics curriculum/instruction by describing a web-based curriculum and reporting its preliminary effects on learners' pragmatic awareness. In this curriculum designed for intermediate/advanced foreign language learners of Japanese, explicit awareness-raising (Kasper &amp; Schmidt, 1996) tasks guided learners to self-discover a range of L2 pragmatic norms. The curriculum features naturalistic audio samples, empirically-established pragmatic information, explanatory information on L2 norms, and self-evaluation of pragmatic uses. Deductive analysis of 18 learners' reflective journaling demonstrated the range of pragmatic awareness gained through the use of these materials, and revealed that the instruction enhanced pragmatic awareness of different pragmatic aspects by varying degrees.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/subjectivity-second-foreign-language-pragmatic/docview/305311592/se-2?accountid=9902,proquest
"Ivanov, Ivan Prodanov",2009.0,Second language acquisition of Bulgarian object clitics: A test case for the Interface Hypothesis,"The primary objective of this dissertation is to expand the testing ground of the Interface Hypothesis, which states that interface properties involving the syntax and other cognitive domains (such as discourse) may trigger residual optionality effects at the end-state. The target of investigation were Bulgarian object clitics whose syntactic and discursive properties provide a good testing ground for theoretical approaches to second language acquisition. Ten advanced and 14 intermediate L2 speakers of Bulgarian, as well as a control group of Bulgarian native speakers, participated in the study. The test materials included a proficiency test, a grammaticality judgment task to check syntactic knowledge of clitics, and a pragmatic felicity task. The latter was aimed at investigating the degree to which L2 learners of Bulgarian, with English as their L1, had acquired a syntax-discourse interface property of Bulgarian, namely the pragmatic function of clitic doubling. In Bulgarian, clitic doubling serves as an overt marker of topicality and ‘undoubled’ object topics are deemed infelicitous. The results of the experiments in this dissertation present a challenge to some theoretical approaches to second language acquisition, namely the Interpretability Hypothesis and the Interface Hypothesis. The results showed that the intermediate participants did not differentiate between the felicitous and the infelicitous options in the pragmatic felicity task in a target-like manner as their responses either did not exhibit statistically significant difference or favored the response closest to the L1. However, the advanced L2 learners of Bulgarian had successfully acquired the syntax of clitics as well as the pragmatic meaning of clitic doubling in Bulgarian. They displayed target-like convergence with respect to the syntactic properties of Bulgarian object clitics and distinguished between the felicitous and the infelicitous options in the pragmatic task in a native-like manner. The study highlights the fact that successful learning at the syntax-discourse interface cannot be excluded and a lot more research, exploring as many interface conditions as possible, needs to be done in order to validate the Interface Hypothesis as a legitimate constraint which permanently hinders native-like performance.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/second-language-acquisition-bulgarian-object/docview/304900096/se-2?accountid=9902,proquest
"Iwasaki, Noriko",2000.0,Speaking Japanese: L1 and L2 grammatical encoding of case particles and adjectives/adjectival nouns,"The ultimate objective of this project was to link psycholinguistic theories of sentence production to the study of L2 acquisition. To achieve this goal, two steps were taken: first, some of the specifics of the grammatical encoding processes that occur during L1 Japanese sentence production were investigated; second, L2 Japanese learners’ sentence production processes were examined. Because any L2 data that we can observe is necessarily the product of both speakers’ underlying knowledge and their capacity to process a language, it is important to investigate language processes in order to fully understand L2 development. I studied two processes of both L1 and L2 speakers: (1)&#xa0;lexical retrieval processes for adjectives and adjectival nouns (both of which roughly correspond to English adjectives, but differ from each other in their morphosyntax), by using tip-of-the-tongue (TOT) experiments; and (2)&#xa0;case particle selection, by examining speech errors (e.g., L1 and L2 errors that occurred during picture description experiments, in addition to naturally occurring L1 errors). L2 Japanese speakers also participated in several other tasks, including tasks that assessed their knowledge of adjectives/adjectival nouns and case particles. It was found that both L1 and L2 speakers of Japanese had access to the word category information of a target adjective or adjectival noun during TOT states. Also, L2 learners’ error patterns in a picture description task roughly matched their knowledge of the morphosyntax of adjectives and adjectival nouns. Thus, most of the morphosyntactic errors of adjectives and adjectival nouns were attributed to L2 learners’ knowledge, rather than their lexical retrieval processes or processing strategies. However, L2 speakers’ self-repairs and verbal reports indicated that some morphosyntactic errors occurred due to processing factors. The examination of L1 case particle errors indicated that L1 speakers may use certain sentence processing strategies, two of which involve use of the nominative marker ga (as default), and the selection of a prototypical case particle for a semantic role of an NP. L2 speech errors revealed that L2 Japanese speakers employ word order based processing strategies during sentence production, and that they may also use prototypical particles for NPs having given semantic roles.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/speaking-japanese-l1-l2-grammatical-encoding-case/docview/304579572/se-2?accountid=9902,proquest
"Iwasaki, Noriko",2009.0,Stating and Supporting Opinions in an Interview: L1 and L2 Japanese Speakers,"Stating and supporting opinions are important speech acts for language learners to develop. This article examines how speakers of Japanese as their first language (L1) state and support their opinions. Performances of second language (L2) learners of Japanese were also examined to identify the language abilities that L2 learners may need to develop. While L1 speakers often sought common ground using various mitigation devices such as -zyanai desu ka (""isn't the case that""), -yone (""y'know""), and the modal adverb yappari (""after all, as expected""), L2 learners enrolled in a 4th-year Japanese course rarely sought common ground using these devices. In order to help L2 learners develop their ability to state and support opinions in a socioculturally appropriate way, it is important to provide guided opportunities for them to produce discourse-level exchanges beyond sentence-level opinion statements. [PUBLICATION ABSTRACT]", Journal Article,10.1111/j.1944-9720.2009.01032.x,https://www.proquest.com/scholarly-journals/stating-supporting-opinions-interview-l1-l2/docview/216003967/se-2?accountid=9902,llba
"Iwashita, Noriko",2003.0,NEGATIVE FEEDBACK AND POSITIVE EVIDENCE IN TASK-BASED INTERACTION: DIFFERENTIAL EFFECTS ON L2 DEVELOPMENT,"This study examines the role of task-based conversation in second language (L2) grammatical development, focusing on the short-term effects of both negative feedback and positive evidence on the acquisition of two Japanese structures. The data are drawn from 55 L2 learners of Japanese at a beginning level of proficiency in an Australian tertiary institution. Five different types of interactional moves made by native speaker interlocutors during task-based interaction were identified, by way of which learners received implicit negative feedback and positive evidence about the two target structures. The relative frequency of each interactional move type was calculated, and associated changes in the learners' performance on immediate and delayed posttests were examined. It was found that, although native speaker interactional moves containing positive evidence about the two target structures were 10 times more frequent during task-based language learning than those containing implicit negative feedback, only learners who had an above-average score on the pretest benefited from the positive evidence provided. Implicit negative feedback, on the other hand, had beneficial effects on short-term development of the grammatical targets regardless of the learner's current mastery of the target structures. Moreover, recasts were found to have a larger impact than other conversational moves on short-term L2 grammatical development. [PUBLICATION ABSTRACT]", Journal Article,,https://www.proquest.com/scholarly-journals/negative-feedback-positive-evidence-task-based/docview/224053342/se-2?accountid=9902,llba
J. Belz,2002.0,Social Dimensions of Telecollaborative Foreign Language Study,,,,,ancestry
J. Belz,2003.0,Linguistic Perspectives on the Development of Intercultural Competence in Telecollaboration.,,,,,ancestry
J. Belz,2004.0,Learner corpus analysis and the development of foreign language proficiency,,,10.1016/J.SYSTEM.2004.09.013,https://doi.org/10.1016/J.SYSTEM.2004.09.013,ancestry
"J. Belz, C. Kinginger",2002.0,The Cross-linguistic Development of Address Form Use in Telecollaborative Language Learning: Two Case Studies,"In this paper we explore the influences of the telecollaborative learning environment on the development of L2 pragmatic competence in foreign language learning from a sociocultural perspective (Lantolf, 2000). Typically, telecollaboration involves the application of global computer networks in foreign language study (e.g., Warschauer, 1996) for the purposes of linguistic development and intercultural learning. In particular, we focus on the ‘microgenesis’ or development of the T/V distinction in pronouns of address as a test case representative of broader L2 pragmatic concerns. We present two detailed case studies of this phenomenon: one for French (tu vs. vous) and one for German (du vs. Sie). The rationale for this type of analysis emerges from Vygotsky's developmental approach to cognition (1978) where it is emphasized that development can only be understood by specifying its history. We argue that, in contrast to the traditional language classroom, the telecollaborative language class provides the le...",,10.3138/CMLR.59.2.189,https://doi.org/10.3138/CMLR.59.2.189,forward
"J. Belz, Nina Vyatkina",2005.0,Learner Corpus Analysis and the Development of L2 Pragmatic Competence in Networked Inter-cultural Language Study: The Case of German Modal Particles,"<p> This article reports on a corpus-based, developmental pedagogical intervention for the teaching of German modal particles (MPs) in which learners examined their own emerging MP use as well as that of their native-speaking keypals in the context of electronically mediated, project-based collaboration. Individual learner development was traced microgenetically over a period of nine weeks using Telekorp, a bilingual learner corpus with a built-in control corpus. The current study contributes to the teaching of second language (L2) pragmatics with respect to the authenticity of the interactions, the corpus-enabled nature of the intervention, the developmental scope of the data, and the potential for 'hyper-noticing' in Internet-mediated intercultural foreign language education.</p> <p> Cette étude porte sur l'analyse faite à partir du corpus d'une intervention pédagogique conçue pour l'enseignement des particules de modalité (PM) en langue allemande. Dans le cadre d'une collaboration électronique autour d'un projet de classe, les apprenants ont examiné leur propre emploi des PM ainsi que celui de leurs correspondants, locuteurs natifs. Le développement respectif des apprenants a été établi de façon microgénétique sur une période de neuf semaines à l'aide de Telekorp, un corpus bilingue d'apprenants associé à un corpus natif témoin. La présente étude contribue à l'enseignement de la pragmatique d'une langue seconde relativement à l'authenticité des interactions, à l'utilisation d'un corpus comme outil d'intervention, à l'analyse du développement chez les apprenants et au potentiel offert pour favoriser l'hyper-noticing dans l'éducation interculturelle des langues secondes à travers l'Internet. </p>",,10.1353/CML.2005.0038,https://doi.org/10.1353/CML.2005.0038,ancestry
"J. Belz, Nina Vyatkina",2005.0,Learner Corpus Analysis and the Development of L2 Pragmatic Competence in Networked Inter-cultural Language Study: The Case of German Modal Particles,"<p> This article reports on a corpus-based, developmental pedagogical intervention for the teaching of German modal particles (MPs) in which learners examined their own emerging MP use as well as that of their native-speaking keypals in the context of electronically mediated, project-based collaboration. Individual learner development was traced microgenetically over a period of nine weeks using Telekorp, a bilingual learner corpus with a built-in control corpus. The current study contributes to the teaching of second language (L2) pragmatics with respect to the authenticity of the interactions, the corpus-enabled nature of the intervention, the developmental scope of the data, and the potential for 'hyper-noticing' in Internet-mediated intercultural foreign language education.</p> <p> Cette étude porte sur l'analyse faite à partir du corpus d'une intervention pédagogique conçue pour l'enseignement des particules de modalité (PM) en langue allemande. Dans le cadre d'une collaboration électronique autour d'un projet de classe, les apprenants ont examiné leur propre emploi des PM ainsi que celui de leurs correspondants, locuteurs natifs. Le développement respectif des apprenants a été établi de façon microgénétique sur une période de neuf semaines à l'aide de Telekorp, un corpus bilingue d'apprenants associé à un corpus natif témoin. La présente étude contribue à l'enseignement de la pragmatique d'une langue seconde relativement à l'authenticité des interactions, à l'utilisation d'un corpus comme outil d'intervention, à l'analyse du développement chez les apprenants et au potentiel offert pour favoriser l'hyper-noticing dans l'éducation interculturelle des langues secondes à travers l'Internet. </p>",,10.1353/CML.2005.0038,https://doi.org/10.1353/CML.2005.0038,ancestry
"J. Belz, S. Thorne",2006.0,Internet-mediated intercultural foreign language education,,,,,ancestry
J. C. Félix-Brasdefer,2002.0,"Refusals in Spanish and English : a cross-cultural study of politeness strategies among speakers of Mexican Spanish, American English, and American learners of Spanish as a foreign language",,,,,ancestry
J. C. Félix-Brasdefer,2007.0,Pragmatic development in the Spanish as a FL classroom: A cross-sectional study of learner requests,"Abstract This study investigates the development of requests from the beginning of foreign language instruction to advanced levels of proficiency in face-to-face interactions. Data were collected from three learner groups (American learners of Spanish) (45 learners [15 per group: beginning, intermediate, advanced]). Open role plays were used to collect data in four request situations. Data were analyzed for request head acts (direct, conventional indirect, non-conventional indirect), the request perspective, and internal and external modification. Findings indicate that the beginner group produced the largest number of direct requests. They, thus, showed little competence in situational variation. These direct requests were often realized by means of verbless requests, statements of need, imperatives, and requests with an infinitive used as a main verb. In contrast, a strong preference for conventionally indirect requests was observed among intermediate and advanced learners in formal and informal situations, with a decline in direct requests noted to appear with increasing proficiency. Four stages of pragmatic development among learners in a FL context were identified and discussed in light of existing research in pragmatic development. This study also addresses the issue of the primacy of pragmatics over grammar in expressing pragmatic intent, formula research in interlanguage pragmatics, and pragmatic development in the FL classroom.",,10.1515/IP.2007.013,https://doi.org/10.1515/IP.2007.013,forward
J. C. Félix-Brasdefer,2008.0,Pedagogical Intervention and the Development of Pragmatic Competence in Learning Spanish as a Foreign Language,,,,,ancestry
J. C. Félix-Brasdefer,2008.0,Pedagogical Intervention and the Development of Pragmatic Competence in Learning Spanish as a Foreign Language,,,,,forward
J. C. Félix-Brasdefer,2008.0,Perceptions of Refusals to Invitations: Exploring the Minds of Foreign Language Learners,"Descriptions of speech act realisations of native and non-native speakers abound in the cross-cultural and interlanguage pragmatics literature. Yet, what is lacking is an analysis of the cognitive processes involved in the production of speech acts. This study examines the cognitive processes and perceptions of learners of Spanish when refusing invitations from a person of equal and higher status. Twenty male native speakers (NSs) of US English who were advanced learners of Spanish as a foreign language participated in two refusal interactions with two NSs of Spanish. The perception data were collected through retrospective verbal reports immediately after the role-play task. Results showed that these reports were instrumental in gathering relevant information about learners' cognitive processes with regard to: (1) cognition (attention to information during the planning and execution of a refusal), in particular attention to politeness, discourse, grammar and vocabulary; (2) the selection of the language of thought (English and Spanish) for conveying pragmatic intent; and (3) the perception of insistence after refusing an invitation. The study aims at informing researchers and teachers of the kinds of language-learning (metacognitive) and language-use (retrieval and cover strategies) strategies that learners use to communicate pragmatic intent.",,10.1080/09658410802146818,https://doi.org/10.1080/09658410802146818,forward
J. Cenoz,2005.0,BILINGUALISM: BEYOND BASIC PRINCIPLES,"BILINGUALISM: BEYOND BASIC PRINCIPLES. Jean-Marc Dewaele, Alex Housen, and Li Wei (Eds.). Clevedon, UK: Multilingual Matters, 2003. Pp. ix +233. £49.90 cloth, £22.95 paper. This volume is a festschrift in honor of Hugo Baetens Beardsmore on the occasion of his sixtieth birthday and the twentieth anniversary of the publication of his book Bilingualism: Basic principles (1982). The volume includes 12 articles in addition to an introduction and a laudatio. The volume reflects the important developments of studies in bilingualism in the last 20 years and covers a great variety of areas related to the sociolinguistic, educational, and psycholinguistic dimensions of bilingualism. The first chapter is a reprint of one of Baetens Beardsmore's lesser known publications (1988) and discusses the fears of bilingualism at different levels. Fifteen years later, this chapter still addresses the most important issues related to bilingualism often discussed by teachers, parents, and policy makers. The next three chapters focus on the social aspects of bilingualism: Edwards discusses bilingualism and identity in chapter 2, Clyne addresses the role of intrinsic motivation and metalinguistic awareness in bilingualism in chapter 3, and Cummins examines the differences between the criticism against bilingual education in the American press and the positive results of research on the outcomes of bilingualism in chapter 4. These three chapters each have a different focus but taken together provide an interesting perspective of the social factors affecting bilingualism. Chapter 5 by Martin and chapter 7 by Jones discuss multilingual education in Brunei. These two chapters describe the languages used in schools, the educational context, and the most recent changes in education in Brunei and could be of interest for educators in other bilingual contexts. Chapter 6 by Baker and chapter 8 by Wei and Milroy both discuss language and society but focus on minority languages in two completely different settings—Wales and Singapore. Both chapters discuss interesting theoretical aspects that are then applied to specific settings. Chapter 9 (Fraser Gupta) has a very weak link to the rest of the chapters in the book and analyzes seven self-study books of Malay from different periods. Chapter 10 (Lüdi) and chapter 11 (Myers-Scotton) discuss interesting theoretical aspects of codeswitching, and the last chapter (Genesee) focuses on the similarities and differences between early monolingual and bilingual acquisition. These three chapters are more research oriented than the rest of the chapters in the book, both because of their theoretical basis and the empirical data they discuss. They may also be the most interesting for researchers in SLA.",,10.1017/S0272263105280051,https://doi.org/10.1017/S0272263105280051,ancestry
J. Cenoz,2005.0,BILINGUALISM: BEYOND BASIC PRINCIPLES,"BILINGUALISM: BEYOND BASIC PRINCIPLES. Jean-Marc Dewaele, Alex Housen, and Li Wei (Eds.). Clevedon, UK: Multilingual Matters, 2003. Pp. ix +233. £49.90 cloth, £22.95 paper. This volume is a festschrift in honor of Hugo Baetens Beardsmore on the occasion of his sixtieth birthday and the twentieth anniversary of the publication of his book Bilingualism: Basic principles (1982). The volume includes 12 articles in addition to an introduction and a laudatio. The volume reflects the important developments of studies in bilingualism in the last 20 years and covers a great variety of areas related to the sociolinguistic, educational, and psycholinguistic dimensions of bilingualism. The first chapter is a reprint of one of Baetens Beardsmore's lesser known publications (1988) and discusses the fears of bilingualism at different levels. Fifteen years later, this chapter still addresses the most important issues related to bilingualism often discussed by teachers, parents, and policy makers. The next three chapters focus on the social aspects of bilingualism: Edwards discusses bilingualism and identity in chapter 2, Clyne addresses the role of intrinsic motivation and metalinguistic awareness in bilingualism in chapter 3, and Cummins examines the differences between the criticism against bilingual education in the American press and the positive results of research on the outcomes of bilingualism in chapter 4. These three chapters each have a different focus but taken together provide an interesting perspective of the social factors affecting bilingualism. Chapter 5 by Martin and chapter 7 by Jones discuss multilingual education in Brunei. These two chapters describe the languages used in schools, the educational context, and the most recent changes in education in Brunei and could be of interest for educators in other bilingual contexts. Chapter 6 by Baker and chapter 8 by Wei and Milroy both discuss language and society but focus on minority languages in two completely different settings—Wales and Singapore. Both chapters discuss interesting theoretical aspects that are then applied to specific settings. Chapter 9 (Fraser Gupta) has a very weak link to the rest of the chapters in the book and analyzes seven self-study books of Malay from different periods. Chapter 10 (Lüdi) and chapter 11 (Myers-Scotton) discuss interesting theoretical aspects of codeswitching, and the last chapter (Genesee) focuses on the similarities and differences between early monolingual and bilingual acquisition. These three chapters are more research oriented than the rest of the chapters in the book, both because of their theoretical basis and the empirical data they discuss. They may also be the most interesting for researchers in SLA.",,10.1017/S0272263105280051,https://doi.org/10.1017/S0272263105280051,ancestry
J. Connor-Linton,2000.0,"TALKING AND TESTING: DISCOURSE APPROACHES TO THE ASSESSMENT OF ORAL PROFICIENCY.Richard Young and Agnes Weiyun He (Eds.). Amsterdam: Benjamins, 1998. Pp. x + 395. NLG 138 cloth.","The goal of this volume is to provide a rich, interdisciplinary foundation of empirical studies describing the discourse of Language Proficiency Interviews (LPIs), focusing on “interactional competence.” The studies not only show how difficult it is to validly assess oral proficiency; they also show that discourse analysis of LPIs—as the editors point out—is very much in its infancy. Most of these studies face research design challenges (e.g., small sample size, sample comparability, coding reliability, or a combination of these), yet they illustrate the potential contributions of various (mostly qualitative) discourse analytic approaches to an understanding and assessment of oral proficiency.",,10.1017/s0272263100252066,https://doi.org/10.1017/s0272263100252066,ancestry
J. Davis,2007.0,Resistance to L2 Pragmatics in the Australian ESL Context,"The study examines how learner biases toward a particular national type of English affect interlanguage pragmatics. Specifically, this study assesses the degree to which Korean ESL (English as a second language) students' preferences for North American English influence their willingness to use Australian-English routines while studying in Australia. Research suggests that attitudinal factors in high-proficiency students can affect second language (L2) pragmatic production in important ways, students at times rejecting or resisting undesirable L2 pragmatic forms (Cohen, 1997; Hinkel, 1996; LoCastro, 2001; Siegal, 1995, 1996). Quantitative and qualitative data were collected from a group of 20 Korean ESL students studying at language institutes and universities around Melbourne. Findings suggest that there is some avoidance of Australian routines by Korean ESL learners and that this avoidance represents resistance to Australian-English pragmatic norms.",,10.1111/J.1467-9922.2007.00430.X,https://doi.org/10.1111/J.1467-9922.2007.00430.X,ancestry
"J. Hall, A. Cheng, Matthew T. Carlson",2006.0,Reconceptualizing Multicompetence as a Theory of Language Knowledge,"Over the last decade or so, the concept of multicompetence has attracted significant research attention in the field of applied linguistics and in particular in the study of multiple language use and learning. We argue that while research efforts concerned with multicompetence have been useful in advancing a more positive view of second language learners, they have been less successful in transforming understandings of language knowledge. One reason for their lack of success is the fact that these efforts have been mired in a state of theoretical confusion arising from a continued reliance on three assumptions. These assumptions include (1) a view of L1 and L2 language knowledge as distinct systems; (2) the presumption of a qualitative distinction between multicompetence and monocompetence; and (3) the assumption of homogeneity of language knowledge across speakers and contexts. Our intent here is to redress these theoretical inadequacies by making a case for a usage-based view of multicompetence. We do so by drawing on empirical evidence and theoretical insights from other areas concerned with language and language development that expose the theoretical flaws in current research efforts on multicompetence. We then use these new understandings of language to reconsider findings on the language knowledge of multiple language users and to offer new directions for research on multicompetence.",,10.1093/APPLIN/AML013,https://doi.org/10.1093/APPLIN/AML013,ancestry
"J. Holmes, D. F. Brown",1987.0,Teachers and Students Learning About Compliments.,Paying appropriate compliments and identifying them accurately is an aspect of communicative competence which may differ in a variety of ways from one culture to another. This article provides examples of misunderstandings in compliment exchanges in different cultural contexts and analyzes them as instances of pragmalinguistic and sociopragmatic failure. An analysis of pragmalinguistic and sociopragmatic norms of complimenting behavior in two English-speaking communities forms the basis of a set of exercises designed to assist learners in developing the ability to recognize and use compliments appropriately.,,10.2307/3586501,https://doi.org/10.2307/3586501,ancestry
J. House,1996.0,Developing Pragmatic Fluency in English as a Foreign Language: Routines and Metapragmatic Awareness,"This study explores whether pragmatic fluency can best be acquired in the classroom by provision of input and opportunity for communicative practice alone, or whether learners profit more when additional explicit instruction in the use of conversational routines is provided. It is hypothesized that such instruction raises learners' awareness of the functions and contextual distributions of routines, enabling them to become more pragmatically fluent. Two versions of a communication course taught to advanced German learners of English for 14 weeks are examined, one version providing explicit metapragmatic information, the other withholding it. Samples of tape-recorded conversations at various stages of the courses are used to assess how students' pragmatic fluency developed and whether and how the development of fluency benefits from metapragmatic awareness.",,10.1017/S0272263100014893,https://doi.org/10.1017/S0272263100014893,ancestry
J. House,1996.0,Developing Pragmatic Fluency in English as a Foreign Language: Routines and Metapragmatic Awareness,"This study explores whether pragmatic fluency can best be acquired in the classroom by provision of input and opportunity for communicative practice alone, or whether learners profit more when additional explicit instruction in the use of conversational routines is provided. It is hypothesized that such instruction raises learners' awareness of the functions and contextual distributions of routines, enabling them to become more pragmatically fluent. Two versions of a communication course taught to advanced German learners of English for 14 weeks are examined, one version providing explicit metapragmatic information, the other withholding it. Samples of tape-recorded conversations at various stages of the courses are used to assess how students' pragmatic fluency developed and whether and how the development of fluency benefits from metapragmatic awareness.",,10.1017/S0272263100014893,https://doi.org/10.1017/S0272263100014893,ancestry
J. Hughes,2001.0,SV to VS: the acquisition of Spanish pragmatic word order by native speakers of English,CHAPTER,,10.31274/RTD-180813-6087,https://doi.org/10.31274/RTD-180813-6087,forward
J. Kess,1983.0,"Conversational routine: explorations in standardized communication situations and prepatterned speech: Florian Coulmas, ed., Rasmus Rask Studies in Pragmatic Linguistics, Vol. 2. Janua Linguarunt Series Maior 96. The Hague: Mouton, 1981. xii + 311 pp. DM 92.00 (cloth)",,,10.1016/0378-2166(83)90095-4,https://doi.org/10.1016/0378-2166(83)90095-4,ancestry
