authors,year,title,abstract,document_type,doi,link,search_method
Greg Myers,2005,Applied Linguists and Institutions of Opinion,"....  149 –57.     Brumfit, C. J.  1995 . ‘Teacher professionalism and research’ in G. Cook and B. Seidlhofer (eds):  Principle and Practice in Applied Linguistics . Oxford: Oxford University Press, pp.  27 –41.     Bulmer, M.  (ed.)  2004 .  Questionnaires . Sage Benchmarks in Social Research Methods...",,10.1093/applin/ami025,https://doi.org/10.1093/applin/ami025,manual_journal_search[applied_linguistics]
Guoxing Yu,2009,Lexical Diversity in Writing and Speaking Task Performances,"... seem to be both ‘prolific’ and problematic, not only within a discipline but across disciplines such as stylometry, psychology, speech pathology, forensic linguistics, corpus linguistics, and applied educational linguistics (e.g. language assessment and second language acquisition). Measuring lexical...",,10.1093/applin/amp024,https://doi.org/10.1093/applin/amp024,manual_journal_search[applied_linguistics]
HM Batibo,2000,"Review. Language policy and language education in emerging nations. R de Beaugrande, M Grosman, B Seidlhofer [eds]",.... The book is concerned with the question of what is meant by `teaching English as a foreign language'. The main argument is whether what makes English foreign should be de®ned by local linguistic and socio-cultural contexts. The book makes an extensive coverage of the various facets of the problem...,,10.1093/applin/21.1.141,https://doi.org/10.1093/applin/21.1.141,manual_journal_search[applied_linguistics]
Hansun Zhang Waring,2005,"Peer Tutoring in a Graduate Writing Centre: Identity, Expertise, and Advice Resisting","... Oxford University Press 2005 doi:10.1093/applin/amh041 Peer Tutoring in a Graduate Writing Centre: Identity, Expertise, and Advice Resisting  HANSUN ZHANG WARING Teachers College, Columbia University     Compared to research on the giving of advice (e.g. Hutchby 1995), relatively    less work...",,10.1093/applin/amh041,https://doi.org/10.1093/applin/amh041,manual_journal_search[applied_linguistics]
Ikuko Nakane,2007,Problems in Communicating the Suspect's Rights in Interpreted Police Interviews,"... and teacher–parent/student. This mode of interpreting is characterised by dialogic communication (Wadensjö  1998 ; Russell  2002 ). The questioning phase of a police interview is generally also dialogic. However, the ‘read-aloud’ or ‘reciting’ mode of communication in police caution delivery may...",,10.1093/applin/aml050,https://doi.org/10.1093/applin/aml050,manual_journal_search[applied_linguistics]
Ivor Timmis,2009,‘Tails’ of Linguistic Survival,"... of the Bolton Area. In the extract above, for example, we see the following dialect features which are described in Shorrocks ( 1999 ):    ‘bad’ as an adverb form    ‘geet’ as the past of ‘get’    ‘were’ as the third person past simple of ‘to be’    ‘art’ as the second person cliticized form...",,10.1093/applin/amp028,https://doi.org/10.1093/applin/amp028,manual_journal_search[applied_linguistics]
J Wong,2000,Delayed next turn repair initiation in native/non-native speaker English conversation,"... the necessary and sucient conditions for successful second language acquisition are, and, in this regard, the notion of input and interaction lies at the core +Gallaway and Richards 1994; Long 1983; Gass and Madden 1985; Pica 1988; Schachter 1984). Many researchers regard input, which includes...",,10.1093/applin/21.2.244,https://doi.org/10.1093/applin/21.2.244,manual_journal_search[applied_linguistics]
J. Charles Alderson,2007,Judging the Frequency of English Words,"... of individuals. Further research is needed into the nature of intuitions about word frequency.  Knowledge of words and their meanings is a crucial component of language proficiency, both for first language acquisition and for second and foreign language learning. In the past 30 years, much thought and research...",,10.1093/applin/amm024,https://doi.org/10.1093/applin/amm024,manual_journal_search[applied_linguistics]
JACK C. RICHARDS and MAYRI SUKWIWAT,1983,Language Transfer and Conversational Competence,"...                                  and                         MA YURI SUKWIWAT                          East-West Center, Honolulu  INTRODUCTION  Our understanding of the nature of second and foreign language learning has  greatly expanded in recent years as a consequence of research into many dimen-  sions of language and behaviour that were previously...",,10.1093/applin/4.2.113,https://doi.org/10.1093/applin/4.2.113,manual_journal_search[applied_linguistics]
JAMES C. STALKER,1989,"Communicative Competence, Pragmatic Functions, and Accommodation","... as a heuristic tool bears on this point. In 'Language variability and language teaching', he writes:    A pedagogical norm, like all norms, is an abstraction. Its distinguishing feature   resides in the fact that it is an artificial construct reflecting the special conditions of  classroom TL [target...",,10.1093/applin/10.2.182,https://doi.org/10.1093/applin/10.2.182,manual_journal_search[applied_linguistics]
JANE ZUENGLER,1989,Identity and IL Development and Use1,"... Attitudes Towards Language Variation. London: Edward Arnold. Dowd, J. L. 1984. 'Phonological Variation in L2 Speech: The Effects of Emotional   Questions and Field-Dependence/Field-Independence on Second Language Perfor-   mance.' Ed.D. thesis, Teachers, College, Columbia University. Dowd, J. L., J...",,10.1093/applin/10.1.80,https://doi.org/10.1093/applin/10.1.80,manual_journal_search[applied_linguistics]
JANE ZUENGLER and BARBARA BENT,1991,Relative Knowledge of Content Domain: An Influence on Native-Non-native Conversations,"..., Interaction, and Second Language Acquisition.' Unpublished    doctoral dissertation, UCLA. Long, M. H. 1981. 'Questions in foreigner talk discourse.' Language Learning 31/    1:135-57. Long, M. H. 1983. 'Linguistic and conversational adjustments to non-native speakers.'    Studies in Second Language...",,10.1093/applin/12.4.397,https://doi.org/10.1093/applin/12.4.397,manual_journal_search[applied_linguistics]
JANET HOLMES,1988,Doubt and Certainty in ESL Textbooks,"... of hedges, the L2 speakers in our study   lacked both a knowledge of their semantic function and distribution. And House and Kasper (1981) demonstrate that German speakers and English speakers have different norms for expressing politeness which can create problems for second language learners of either...",,10.1093/applin/9.1.21,https://doi.org/10.1093/applin/9.1.21,manual_journal_search[applied_linguistics]
JANET HOLMES,1989,Sex Differences and Apologies: One Aspect of Communicative Competence1,"... of the classroom are female ones. It is possible that in teaching learners of English when and to whom and how one should pay a compliment or make an apology, teachers unconsciously use norms specific to their own gender. In this paper I present some evidence of differences in gender norms in the use...",,10.1093/applin/10.2.194,https://doi.org/10.1093/applin/10.2.194,manual_journal_search[applied_linguistics]
JE Cutting,1999,The grammar of the in-group code,"... world, 2Ðlanguage teaching and university study, and 3ÐThe University of Edinburgh 1EU), DAL, and The Institute for Applied Language Studies 1IALS). The course K   area is the 1991±2 MSc year: its programme deadlines, specific tasks, specific study groups, particular books and articles, special ways...",,10.1093/applin/20.2.179,https://doi.org/10.1093/applin/20.2.179,manual_journal_search[applied_linguistics]
JENNY THOMAS,1984,Cross-Cultural Discourse as ‘Unequal Encounter’: Towards a Pragmatic Analysis1,"... inappropriately over-assertive or domineering when talking English. In a second (unrelated) paper on the language of asymmetrical discourse (see Thomas 1983b), I described a range of pragmatic and discoursal features which recurred with great regularity in the speech of the dominant participant in a variety...",,10.1093/applin/5.3.226,https://doi.org/10.1093/applin/5.3.226,manual_journal_search[applied_linguistics]
JESSICA WILLIAMS,1990,Another Look at Yes/No Questions: Native Speakers and Non-native Speakers1,"... behaviour.is assumed or intuited,   rather than documented, it is difficult to judge the performance of second   language learners, in particular, to state when they have achieved a level of   target-like production.  INTRODUCTION The focus of second language acquisition research has primarily been...",,10.1093/applin/11.2.159,https://doi.org/10.1093/applin/11.2.159,manual_journal_search[applied_linguistics]
JOAN KELLY HALL,1993,The Role of Oral Practices in the Accomplishment of Our Everyday Lives: The Sociocultural Dimension of Interaction with Implications for the Learning of Another Language1,"... and the concomitant study of oral practices into the disciplinary schema which currently defines second and foreign language learning. This study includes the identification of practices important to those groups whose language is being learned, and the description and analysis of the situated use of the interactive...",,10.1093/applin/14.2.145,https://doi.org/10.1093/applin/14.2.145,manual_journal_search[applied_linguistics]
JOAN KELLY HALL,1995,(Re)creating our Worlds with Words: A Sociohistorical Perspective of Face-to-Face Interaction,... for the learning of another language I conclude with a   discussion of the implications for L2 research and pedagogy specifically   concerned with face-to-face interaction  INTRODUCTION That our use of language both indexes and creates the social contexts of its use is not a novel idea Hymes1 Ethnography...,,10.1093/applin/16.2.206,https://doi.org/10.1093/applin/16.2.206,manual_journal_search[applied_linguistics]
JOHN FLOWERDEW,1992,Definitions in Science Lectures,".... Chaudron, C. 1982. 'Vocabulary elaboration in teachers' speech to L2 learners.' Studies    in Second Language Acquisition 4/2:170-80. Clark, H. and S. Haviland. 1977. 'Comprehension and the given/new contract' in R. O.   Freedle (ed Discourse Production and Comprehension. Norwood, New Jersey:   Ablex...",,10.1093/applin/13.2.202,https://doi.org/10.1093/applin/13.2.202,manual_journal_search[applied_linguistics]
JOHN M SWALES and others,1998,Consider This: The Role of Imperatives in Scholarly Writing,"... In one field, linguistics, we conducted a second interview because one of the 'flankers' was also a local author and had casually revealed to one of us in conversation that she thought the use of imperatives in linguistics was School-specific This was a chance not to be missed   In searching...",,10.1093/applin/19.1.97,https://doi.org/10.1093/applin/19.1.97,manual_journal_search[applied_linguistics]
JOHN MAHER,1986,The Development of English as an International Language of Medicine,"... is the neglected slcill of present-day teacher training.   Second, the internationalization of medicine through the medium of English obliges language teaching and, in particular, English courses in Britain and North America to look beyond the hitherto extensive emphasis upon local linguistic/medical concerns...",,10.1093/applin/7.2.206,https://doi.org/10.1093/applin/7.2.206,manual_journal_search[applied_linguistics]
JOHN MCH. SINCLAIR,1980,SOME IMPLICATIONS OF DISCOURSE ANALYSIS FOR ESP METHODOLOGY,"... of being taught in the same way as syntax, where form is substituted for skill. Whenever I present discourse to groups of language teachers and ask them to consider how it could be used in teaching the language, the almost unanimous response is to see it in terms of model dialogues, practising...",,10.1093/applin/I.3.253,https://doi.org/10.1093/applin/I.3.253,manual_journal_search[applied_linguistics]
JOHN SKELTON,1997,The Representation of Truth in Academic Medical Writing,"... or ambiguity, central topics in this paper, are conveyed to patients or professional colleagues Decision-making is seen essentially as a branch either of cognitive science or of logic (see, for example, Albert 1988, Higgms and Jones 1995 The latter text has a section on teaching clinical reasoning, which...",,10.1093/applin/18.2.121,https://doi.org/10.1093/applin/18.2.121,manual_journal_search[applied_linguistics]
JOHN SWALES,1986,Citation Analysis and Discourse Analysis,"... and discoveries, and to trace major networks of influence, collaboration, and dependence. A second and com- pletely different motivation has been to validate and refine certain statistical laws that might apply to bibliographical data. One such is Lotka's Law which states that the fraction of research workers...",,10.1093/applin/7.1.39,https://doi.org/10.1093/applin/7.1.39,manual_journal_search[applied_linguistics]
JOHN W OLLER,1995,Adding Abstract to Formal and Content Schemata: Results of Recent Work in Peircean Semiotics,"..., and language use are absolutely dependent on true narrative representations The latter are explained and differentiated from fictions, errors, and lies and shown to be the only basis for determining the meaning of any representation of any kind Implications for literacy, language acquisition, and teaching...",,10.1093/applin/16.3.273,https://doi.org/10.1093/applin/16.3.273,manual_journal_search[applied_linguistics]
JULIAN EDGE and KEITH RICHARDS,1998,"May I See Your Warrant, Please?: Justifying Outcomes in Qualitative Research","... of TESOL, followed by a focus on a recent event in our professional literature, will serve to illustrate the point   It is impossible to examine the modern history of foreign language teaching without recognizing that its original concerns lay in the analysis of language, and that the emergence...",,10.1093/applin/19.3.334,https://doi.org/10.1093/applin/19.3.334,manual_journal_search[applied_linguistics]
JULLIAN EDGE,1989,Ablocutionary Value: On the Application of Language Teaching to Linguistics1,"... of a desire to liberate language teaching from an intellectual   subservience to linguistics. Insteadof involving itselfin the co-operative creation   of knowledge by linguists and language teachers, however, applied linguistics, in   some of its manifestations, has set itself up as a barrier between...",,10.1093/applin/10.4.407,https://doi.org/10.1093/applin/10.4.407,manual_journal_search[applied_linguistics]
Jae-Eun Park,2007,Co-construction of Nonnative Speaker Identity in Cross-cultural Interaction,"...,’  Research on Language and Social Interaction  1995  28  3  171  83         Kachru  BB    Nelson  CL      McKay  SL    Hornberger  NH    ‘World Englishes’  Sociolinguistics and Language Teaching  1996  Cambridge  Cambridge University Press        Kasper  G    Rose  KR    Pragmatic Development in a Second...",,10.1093/applin/amm001,https://doi.org/10.1093/applin/amm001,manual_journal_search[applied_linguistics]
Janet Holmes,2007,Making Humour Work: Creativity on the Job,... of workplace objectives. This can be described as the use of humour to foster workplace creativity. This is humour which involves creative work-relevant ideas. Examples of this second type of humour support claims that humour provides evidence of intellectual stimulation and creative responses...,,10.1093/applin/amm048,https://doi.org/10.1093/applin/amm048,manual_journal_search[applied_linguistics]
Jieun Lee,2009,Interpreting Inexplicit Language during Courtroom Examination,"... witnesses may be perceived as difficult to interpret, and how such difficulties can be dealt with by court interpreters. Focusing on the ambiguity contained in some CALD witnesses’ evidence, this article will examine first why such speech may be challenging for court interpreters, and second, what...",,10.1093/applin/amn050,https://doi.org/10.1093/applin/amn050,manual_journal_search[applied_linguistics]
Joan Kelly Hall and others,2006,Reconceptualizing Multicompetence as a Theory of Language Knowledge,"... educator, and Cook ( 1999 ) and Gomes de Matos ( 2002 ) on the L2 learner. While these research efforts have indeed been useful in advancing a more positive view of second language learners, we submit that they have been less successful in transforming understandings of language knowledge. One reason...",,10.1093/applin/aml013,https://doi.org/10.1093/applin/aml013,manual_journal_search[applied_linguistics]
John Hellermann,2006,Classroom Interactive Practices for Developing L2 Literacy: A Microethnographic Study of Two Beginning Adult Learners of English,".... For the students in this study, ‘L2’ refers to English. It may not be, however, that English is these students’ ‘second’ language as the abbreviation implies.  The majority of learners at the data collection site for this study (known locally as ‘the Lab School’) are working adults who, as adults, bring...",,10.1093/applin/ami052,https://doi.org/10.1093/applin/ami052,manual_journal_search[applied_linguistics]
John Hellermann and Elizabeth Cole,2008,Practices for Social Interaction in the Language-Learning Classroom: Disengagements from Dyadic Task Interaction,"... a conduit for learning but reflexively, a stimulus to and raw material for learning as well.   Following José's second claim of lack of ability, the teacher makes a more specific directive (lines 12–13), which is directed and responded to by the entire class (line 14). José hears the teacher and class say...",,10.1093/applin/amn032,https://doi.org/10.1093/applin/amn032,manual_journal_search[applied_linguistics]
Julia Menard-Warwick,2008,"‘Because She Made Beds. Every Day’. Social Positioning, Classroom Discourse, and Language Learning","... care of kids and cook or sew’ (Teacher Interview, 29 January 2003). In the above interview excerpt, an English as a Second Language (ESL) instructor explains her approach to teaching a unit on employment skills to Latina immigrant women in California. This approach is based on her perception that her...",,10.1093/applin/amm053,https://doi.org/10.1093/applin/amm053,manual_journal_search[applied_linguistics]
Julie Radford,2008,Practices of Other-Initiated Repair in the Classrooms of Children with Specific Speech and Language Difficulties,"... provided that the language is accessible and allowance is made for their expressive difficulties. There is preliminary evidence that specialist language teachers engage in dialogic teaching with children with specific language difficulties during small group activities, such as story writing and news...",,10.1093/applin/amn046,https://doi.org/10.1093/applin/amn046,manual_journal_search[applied_linguistics]
"Jung, Udo O.H.",2005,An international bibliography of computer-assisted language learning: sixth instalment,,,10.1016/j.system.2004.08.001,https://www.sciencedirect.com/science/article/pii/S0346251X04001071,manual_search[system]
Junko Mori and Makoto Hayashi,2006,The Achievement of Intersubjectivity through Embodied Completions: A Study of Interactions Between First and Second Language Speakers,"...Junko Mori; Makoto Hayashi © Oxford University Press 2006  2006 Abstract  This study examines casual interactions between first language (L1) and second language (L2) speakers of Japanese, paying special attention to the coordination of vocal and non-vocal resources that are brought to bear...",,10.1093/applin/aml014,https://doi.org/10.1093/applin/aml014,manual_journal_search[applied_linguistics]
K Hyland,1999,Academic attribution: citation and the construction of disciplinary knowledge,"... that my work may be read by both academics and      teachers and so I often lay out the background carefully. To ®t maybe      dierent audiences. /L interview)  More importantly, the literature is open to greater interpretation, ®ndings are more frequently borrowed from   neighbouring areas...",,10.1093/applin/20.3.341,https://doi.org/10.1093/applin/20.3.341,manual_journal_search[applied_linguistics]
KEITH MITCHELL,1990,On Comparisons in a Notional Grammar,...) and as  (as) constructions as one of 'inverseness'.  The work contained in this article is part of an attempt to determine the content and organization of a pedagogically-oriented description of English which might serve as a basis for the design of communicative language teaching syllabuses and materials.' The main...,,10.1093/applin/11.1.52,https://doi.org/10.1093/applin/11.1.52,manual_journal_search[applied_linguistics]
KENNETH R. ROSE,1994,On the Validity of Discourse Completion Tests in Non-Western Contexts1,"... study of requests in Japanese and American English. The second used a multiple-choice questionnaire (MCQ) as a means of exploring the validity of open-ended questionnaires in non-Western contexts. Based on the results of both studies, there are reasons to suspect that DCTs may be inappropriate...",,10.1093/applin/15.1.1,https://doi.org/10.1093/applin/15.1.1,manual_journal_search[applied_linguistics]
"Kasper, Gabriele Rose, Kenneth R.",2002,Approaches to Developmental Pragmatics Research,,,10.1111/j.1467-1770.2002.tb00024.x,https://doi.org/10.1111/j.1467-1770.2002.tb00024.x,manual_search[language_learning]
"Kasper, Gabriele Rose, Kenneth R.",2002,Theories of Second Language Pragmatic Development,,,10.1111/j.1467-1770.2002.tb00023.x,https://doi.org/10.1111/j.1467-1770.2002.tb00023.x,manual_search[language_learning]
Kata Csizér and Judit Kormos,2008,Modelling the Role of Inter-Cultural Contact in the Motivation of Learning English as a Foreign Language,"... for several reasons. First of all, one of the main aims of learning second and foreign languages (L2) is to be able to communicate with members of other cultures who do not speak one's mother tongue. This is especially true in the case of students whose mother tongue is only spoken by a relatively small...",,10.1093/applin/amn025,https://doi.org/10.1093/applin/amn025,manual_journal_search[applied_linguistics]
Kathy Conklin and Norbert Schmitt,2008,Formulaic Sequences: Are They Processed More Quickly than Nonformulaic Language by Native and Nonnative Speakers?,"... of native and non-native speakers’ in  Researching Pedagogic Tasks: Second Language Learning, Teaching, and Testing.  2001  Harlow  Longman  75  93        Frenck-Mestre  C    ‘Eye-movement recording as a tool for studying syntactic processing in a second language: A review of methodologies and experimental...",,10.1093/applin/amm022,https://doi.org/10.1093/applin/amm022,manual_journal_search[applied_linguistics]
Kathy Conklin and Norbert Schmitt,2008,Formulaic Sequences: Are They Processed More Quickly than Nonformulaic Language by Native and Nonnative Speakers?,"... of native and non-native speakers’ in  Researching Pedagogic Tasks: Second Language Learning, Teaching, and Testing.  2001  Harlow  Longman  75  93        Frenck-Mestre  C    ‘Eye-movement recording as a tool for studying syntactic processing in a second language: A review of methodologies and experimental...",,10.1093/applin/amm022,https://doi.org/10.1093/applin/amm022,manual_journal_search[applied_linguistics]
Keith Richards,2006,‘Being the Teacher’: Identity and Classroom Conversation,"... explicitly concedes that conversation is possible within the physical setting but denies that it can be part of a ‘lesson’:   As soon as the teacher instructs the learners to ‘have a conversation in English’, the institutional purpose [‘to teach English’] will be invoked, and the interaction could...",,10.1093/applin/ami041,https://doi.org/10.1093/applin/ami041,manual_journal_search[applied_linguistics]
Ken Hyland,2007,Applying a Gloss: Exemplifying and Reformulating in Academic Discourse,... rhetorical categories which can have a range of meanings. I will return to what these meanings might be in academic writing after describing the text corpora which forms the basis of the analysis. Exemplification is a communication process through which meaning is clarified or supported by a second unit...,,10.1093/applin/amm011,https://doi.org/10.1093/applin/amm011,manual_journal_search[applied_linguistics]
L Wei,2000,Unequal election of morphemes in adult second language acquisition,"... acquisition data and oers new insights into accuracyorders. The hypotheses supported provide a part of the explanation for how ILs develop.  MORPHEME STUDIES IN SECOND LANGUAGE ACQUISITION In discussing the explanatorygoals of L2 acquisition theory, both Gregg #1996) and Felix #1984) speci®callydiscuss...",,10.1093/applin/21.1.106,https://doi.org/10.1093/applin/21.1.106,manual_journal_search[applied_linguistics]
"Lee, Duck-Young Yonezawa, Yoko",2008,The role of the overt expression of first and second person subject in Japanese,"While much attention has previously been paid to the well-known phenomenon of subject omission in Japanese, the flip side of the same phenomenon – namely, cases where the subjects are overtly expressed, in particular even in typical environments for the omission – has been neglected in the literature of Japanese linguistics. Focusing on first and second person subjects, the current study details the role of their overt use in conversations, and shows that in addition to the function in discourse contexts, such as ‘contrastiveness’ and ‘emphasis’, the overt expression of first and second person subjects is a useful tool to index the speaker's social relationship with the other participant, such as social difference or intimacy. This is particularly important for a group of pro-drop languages like Japanese and Korean, in which the expression of difference is the norm and a variety of personal references play a significant role in expressing such difference, as well as intimacy.",,10.1016/j.pragma.2007.06.004,https://www.sciencedirect.com/science/article/pii/S0378216607001099,manual_search[journal_of_pragmatics]
"Lee, EunHee Kim, Hae-Young",2007,On Crosslinguistic Variations in Imperfective Aspect: The Case of L2 Korean,"This article examines the acquisition of Korean imperfective markers, the progressive -ko iss- and the resultative -a iss-, with a view to understanding how tense/aspect morphology expands beyond prototype associations with inherent aspects of the verbs. We hypothesized that -a iss- will develop later than -ko iss-, but that the development of -a iss- will precede or coincide with the expansion of -ko iss- marking for result state meaning. Cross-sectional data were collected from 120 learners of second language Korean using a sentence interpretation task and a guided picture description task. The results support our hypothesized acquisition route of imperfective markers, establishing dynamic durativity as the prototypical meaning of the Korean imperfective -ko iss- and suggesting individual variation in expanding the prototype.",,10.1111/j.1467-9922.2007.00431.x,https://doi.org/10.1111/j.1467-9922.2007.00431.x,manual_search[language_learning]
Ling Shi,2008,Textual Appropriation and Citing Behaviors of University Undergraduates,"... markings of learning and knowledge construction.  To explore students’ perceptions of plagiarism, a second strand of research explored students’ abilities to identify plagiarized texts by using questionnaires that contained examples of edited rewritten versions with their sources (McCormick  1989 ; Deckert...",,10.1093/applin/amn045,https://doi.org/10.1093/applin/amn045,manual_journal_search[applied_linguistics]
Loretta Fung and Ronald Carter,2007,Discourse Markers and Spoken English: Native and Learner Use in Pedagogic Settings,"...); Wouk  2001  (Indonesian)). However, relatively limited research has been undertaken on the range and variety of DMs used in spoken English by second or foreign language speakers. Comparative usage between native and non-native speakers and the pedagogical significance they have in an ESL/EFL classroom...",,10.1093/applin/amm030,https://doi.org/10.1093/applin/amm030,manual_journal_search[applied_linguistics]
"Loveday, Leo J.",1986,Japanese sociolinguistics: An introductory survey,"The Japanese language has developed, and is embedded in, a particular social and cultural system and the purpose here is to relate the two in a comprehensive yet succinct and accessible manner for those unfamiliar with either. Due to the difficulties of approaching the matter in this way, certain simplifications and overgeneralizations are inevitable, although I have tried to avoid them. The majority of research reviewed here has been especially selected because it has been conducted by non-Japanese researchers and therefore fuller explanations are usually available in English (or sometimes German). However, the work of Japanese investigators will also be mentioned when their work is in English or, if not, particularly relevant and significant. Western researchers frequently offer different insights and follow different approaches from native scholars (cf. section 1.2 below. Until only very recently the literature in English on Japanese sociolinguistics was very limited and there were few non-Japanese researchers. Today, it is encouraging to observe the contemporary increase in studies by non-Japanese, which reflects the growing internationalization of the field of Japanese sociolinguistics.",,10.1016/0378-2166(86)90004-4,https://www.sciencedirect.com/science/article/pii/0378216686900044,manual_search[journal_of_pragmatics]
Lynne Cameron and Alice Deignan,2006,The Emergence of Metaphor in Discourse,"... in the use of metaphor are inseparable from their lexico-grammatical form and ideational content. Before that, we briefly report our datasets and analytical methods.  The reported patterns of metaphor use in contextualised interaction draw on findings from two studies: classroom discourse between teachers...",,10.1093/applin/aml032,https://doi.org/10.1093/applin/aml032,manual_journal_search[applied_linguistics]
M Georgieva,1999,"Review. Communication Strategies: Psycholinguistic and Sociolinguistic Perspectives. G Kasper, E Kellerman(eds)","... in the assessment and 406  REVIEWS  categorization of research evidence and the divergence of stand concerning teachability of CS. Concerned mainly with output strategies in general verbal interaction, the authors argue that teaching CS may be bene®cial if they are viewed  in more  sociocultural terms...",,10.1093/applin/20.3.404,https://doi.org/10.1093/applin/20.3.404,manual_journal_search[applied_linguistics]
M Stubbs,2001,"Texts, corpora, and problems of interpretation: a response to Widdowson","..., cognitive, and social phenomena.   In fact, Widdowson criticizes three distinct areas: (1) corpus linguistics, (2) critical discourse analysis, and (3) the applications of corpus data in language teaching. I will deal only with (1) in any detail, since here lie the fundamental questions. Only if we can...",,10.1093/applin/22.2.149,https://doi.org/10.1093/applin/22.2.149,manual_journal_search[applied_linguistics]
M. J. MCCARTHY,1984,A New Look at Vocabulary in EFL,"..., and a steadily growing amount of work is beginning to challenge assumptions that have relegated vocabulary teaching to a secondary position in the priorities of language teaching. However, the teacher of English as a foreign language would be forgiven for holding the view that not much vocabulary teaching...",,10.1093/applin/5.1.12,https://doi.org/10.1093/applin/5.1.12,manual_journal_search[applied_linguistics]
MAHAVIR P. JAIN,1981,On Meaning in the Foreign Learner's Dictionary,"... the dictionary successfully in the productive mode. No less important is the 276 THE FOREIGN LEARNER'S DICTIONARY lexical-semantic information, and in L2 lexicography there has as yet been little development in this area (cf. Scholfield 1979). Within the limited scope of this paper it is not possible...",,10.1093/applin/II.3.274,https://doi.org/10.1093/applin/II.3.274,manual_journal_search[applied_linguistics]
MALGORZATA P. BONIKOWSKA,1988,The Choice of Opting Out,"... parts: in the first part I shall attempt to justify my claim that opting out should be a legitimate object of pragmatic study, whereas in the second part I shall try to show the usefulness of studying the opting out choice and propose a way of doing it by presenting some data from my study...",,10.1093/applin/9.2.169,https://doi.org/10.1093/applin/9.2.169,manual_journal_search[applied_linguistics]
MARION WILLIAMS,1988,Language Taught for Meetings and Language Used in Meetings: Is there Anything in Common?,"... to be explicit. We might be in danger of teaching our students to be over- explicit.   Of course on the other hand there might be an argument for over-explicitness in L2 speakers. However, we might do them a disservice if they expect all native speakers to be equally explicit. There are obvious implications...",,10.1093/applin/9.1.45,https://doi.org/10.1093/applin/9.1.45,manual_journal_search[applied_linguistics]
MARTIN BYGATE,1988,Units of Oral Expression and Language Learning in Small Group Interaction,"... clear.   Teachers who may be persuaded of the relative value of structural teaching,  or of reading courses for specific purposes, or even of the value of developing fluency through oral activities, may still remain dubious about the general claim  that group or pair work in fact promotes language...",,10.1093/applin/9.1.59,https://doi.org/10.1093/applin/9.1.59,manual_journal_search[applied_linguistics]
MARY J SCHLEPPEGRELL,1996,Conjunction in Spoken English and ESL Writing,"... second language writing develops and what grammatical resources require more explication by teachers and practice by students   The following three sections describe functions ot because which are common in speech, but do not typically appear in writing Examples are shown of how ESL writers employ...",,10.1093/applin/17.3.271,https://doi.org/10.1093/applin/17.3.271,manual_journal_search[applied_linguistics]
MERYL SIEGAL,1996,The Role of Learner Subjectivity in Second Language Sociolinguistic Competency: Western Women Learning Japanese,"...MERYL SIEGAL 12  1995 © Oxford University Press  1996 Abstract  In this paper, I examine the role of language learner subjectivity in the acquisition of sociohnguistic competency in a second language To look at the intersection of learner identity, social position, and L2 acquisition, the paper...",,10.1093/applin/17.3.356,https://doi.org/10.1093/applin/17.3.356,manual_journal_search[applied_linguistics]
MICHAEL P. BREEN and CHRISTOPHER N. CANDLIN,1980,THE ESSENTIALS OF A COMMUNICATIVE CURRICULUM IN LANGUAGE TEACHING,"... learners may bring to the curriculum. In dis-  cussing the potential methodology of a communicative curriculum, we will  consider (4) the process of teaching and learning, (5) the roles of teacher and  learners, and (6) the role of content within the teaching and learning. Finally  (7) we will discuss...",,10.1093/applin/I.2.89,https://doi.org/10.1093/applin/I.2.89,manual_journal_search[applied_linguistics]
MICHAEL SHARWOOD SMITH,1986,Comprehension versus Acquisition: Two Ways of Processing Input,"... learners actually do. But this is, in fact, a pseudo-objection. In terms as outlined above, such investigations aim at uncovering competence facts. Once a picture is built up of what the learner believes or feels to be part of L2 competence, then a second type of investigation can focus on how...",,10.1093/applin/7.3.239,https://doi.org/10.1093/applin/7.3.239,manual_journal_search[applied_linguistics]
MICHAEL STUBBS,1986,‘A Matter of Prolonged Field Work‘: Notes Towards a Modal Grammar of English1,"... of reorganizing a grammar along communica- tive lines.    I think this view of language has significant implications for many uses of linguistics, including: foreign language teaching; studies of cross-cultural com- munication; and the construction of computer-based 'expert systems'. Because space is limited...",,10.1093/applin/7.1.1,https://doi.org/10.1093/applin/7.1.1,manual_journal_search[applied_linguistics]
MIRIAM EISENSTEIN and JEAN W. BODMAN,1986,‘I Very Appreciate’: Expressions of Gratitude by Native and Non-native Speakers of American English,"....   Gingras (ed Second Language Acquisition and Foreign Language Teaching.   Arlington, VA: Center for Applied Linguistics. Scollon, R. and S. B. K. Scollon. 1979. 'Athabaskan-English Interethnic Communica-   tion.' Unpublished manuscript Searle, J. R. 1969. Speech Acts: An Essay in the Philosophy...",,10.1093/applin/7.2.167,https://doi.org/10.1093/applin/7.2.167,manual_journal_search[applied_linguistics]
MJL Marco,1999,Procedural vocabulary: lexical signalling of conceptual relations in discourse,".... However, ESP    researchers generally agree that specialized vocabulary is not the vocabulary that should be focused on when teaching. Hutchinson and Waters -1981: 66) argue that what students of ESP need is `not a corpus of technical language but the ability to mobilize the resources of general...",,10.1093/applin/20.1.1,https://doi.org/10.1093/applin/20.1.1,manual_journal_search[applied_linguistics]
