authors,title,year,abstract,doi,link,search_method
Leila Kääntä and others,Explaining Hooke’s Law: Definitional Practices in a CLIL Physics Classroom,2016,"... of explaining the law and the material ecology of the classroom. Unlike word explanations in second language teaching, the definitional practices in the CLIL lesson also show an overall orientation to constructing conceptual knowledge rather than building L2 vocabulary.  The data are drawn from a corpus...",10.1093/applin/amw025,https://doi.org/10.1093/applin/amw025,manual_journal_search[applied_linguistics]
David O’Reilly and Luling Yan,Playing with second language metaphor: An exploration with advanced Chinese learners of English,2023,"... unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited. Abstract  The present study continues research that takes non-serious language more seriously ( Cekaite and Aronsson 2005 ) by focusing on a central second language (L2) Metaphoric Competence factor...",10.1093/applin/amad067,https://doi.org/10.1093/applin/amad067,manual_journal_search[applied_linguistics]
Abdullah Yıldız and Nigel Harwood,The Art of the Possible: The Constraints Associated with Writing Local TESOL Textbooks,2024,"... Education, Republic of Turkiye  Textbooks are a key instructional resource for the English language teacher and were found to be responsible for around 83% of the classroom discourse in one study ( Guerrettaz and Johnston 2013 ). However, concerns have been raised about the quality of these textbooks...",10.1093/applin/amae058,https://doi.org/10.1093/applin/amae058,manual_journal_search[applied_linguistics]
Ebtissam Oraby and Mahmoud Azaz,Translanguaging Practices in Content-based Instruction in L2 Arabic,2022,"... that using the target language to teach and learn content creates authentic communicative contexts and leads to higher target language proficiency while simultaneously achieving content learning. In this way, CBI supports L2 learning by creating opportunities for authentic, meaningful learning in a different...",10.1093/applin/amac054,https://doi.org/10.1093/applin/amac054,manual_journal_search[applied_linguistics]
Michael Stephenson and Spencer Hazel,Securing affiliation and managing disagreement: Epistemic primacy claims in group-based L2 oral assessments,2024,"... of the interactional events in which we find ourselves, who we are to each other in that moment, what the purpose is of the interaction. In sum, the ability to engage in normatively appropriate ways in talk-in-interaction is the beating heart of our use of language. Learning a second or additional language (L2...",10.1093/applin/amae077,https://doi.org/10.1093/applin/amae077,manual_journal_search[applied_linguistics]
Kevin W H Tai and Li Wei,Constructing Playful Talk through Translanguaging in English Medium Instruction Mathematics Classrooms,2020,"... as a foreigner who cannot speak Cantonese in order to promote the examination of this social issue. With regard to the second RQ about how does the teacher make sense of his use of translanguaging in creating playful talk, the analysis of the video-stimulated-recall-interview demonstrated that translanguaging...",10.1093/applin/amaa043,https://doi.org/10.1093/applin/amaa043,manual_journal_search[applied_linguistics]
Christopher J. Hall,Cognitive Contributions to Plurilithic Views of English and Other Languages,2012,"... by top-down notions of proficiency in monolithic national, foreign, international, or supranational varieties.  The conceptualization of human language as being divisible into a countable number of discrete systems goes almost completely unquestioned outside of general and applied linguistics. But even...",10.1093/applin/ams042,https://doi.org/10.1093/applin/ams042,manual_journal_search[applied_linguistics]
Teppo Jakonen,"Professional Embodiment: Walking, Re-engagement of Desk Interactions, and Provision of Instruction during Classroom Rounds",2018,"... initiations in a manner that minimizes interruption to task work (Extracts 1–3). Second, if a student needs assistance, the teacher needs to make decisions regarding whether such assistance is relevant to others (Extracts 4–5). The following analysis shows how teachers observably manage these tasks through...",10.1093/applin/amy034,https://doi.org/10.1093/applin/amy034,manual_journal_search[applied_linguistics]
Elaine Tarone,Second Language Acquisition in Applied Linguistics: 1925–2015 and beyond,2015,".... Particularly in learning and teaching academic L2, a functional grammar framework ( Firth 1973 ;  Halliday 2002 ) is proving most helpful in second language education (e.g.  Schleppegrell 2004 ).  The instructions for some of the linguistic awareness tasks these researchers administered were...",10.1093/applin/amv035,https://doi.org/10.1093/applin/amv035,manual_journal_search[applied_linguistics]
Nihat Polat and others,Longitudinal Growth Trajectories of Written Syntactic Complexity: The Case of Turkish Learners in an Intensive English Program,2019,"... or incremental across the three levels. These findings underscore issues of unpredictability and linearity in second language acquisition, while also cautioning us about the role of intensity of classroom instruction in L2 development.  This study examines the growth trajectories of written syntactic complexity...",10.1093/applin/amz034,https://doi.org/10.1093/applin/amz034,manual_journal_search[applied_linguistics]
Josephine Lee,Methodological Applications of Membership Categorization Analysis for Social Class Research,2016,"... and is on the verge of closing down. The only English classes in this school are optional extracurricular classes offered once a week, and teachers, most of whom have not majored in English education, take turns teaching these classes.  The focus of the sample analyses is on two participants: Junghee from...",10.1093/applin/amw022,https://doi.org/10.1093/applin/amw022,manual_journal_search[applied_linguistics]
Javad Zare and Khadijeh Aqajani Delavar,A Data-driven Learning Focus on Form Approach to Academic English Lecture Comprehension,2022,"...-publication-reuse-rights ) Abstract  Using concordancers in English classes is demanding, time-consuming, and challenging to both teachers and learners. On the other hand, research points to the effectiveness of data-driven learning (DDL) in improving second/foreign language learning. The present study...",10.1093/applin/amac021,https://doi.org/10.1093/applin/amac021,manual_journal_search[applied_linguistics]
Grace Q. Zhang and Peyman G. P. Sabet,Elastic ‘I think’: Stretching Over L1 and L2,2014,"... groups. The L2 groups are of a similar upper-intermediate to advanced proficiency level. The three data sets provide a total of 20 h of recording and about 150,000 words. The L1 data consist of exchanges between teachers and students in highly interactive discussions (in small lectures and tutorials...",10.1093/applin/amu020,https://doi.org/10.1093/applin/amu020,manual_journal_search[applied_linguistics]
Gabriele Pallotti,Assessing Tasks: The Case of Interactional Difficulty,2017,".../standard_publication_model ) The notions of task difficulty and task complexity have received considerable attention from researchers in Second Language Acquisition (SLA), Task-Based Language Teaching (TBLT), and Task-Based Language Assessment (TBLA). In SLA research, the main question has been whether different types...",10.1093/applin/amx020,https://doi.org/10.1093/applin/amx020,manual_journal_search[applied_linguistics]
Gabriele Pallotti,Assessing Tasks: The Case of Interactional Difficulty,2017,".../standard_publication_model ) The notions of task difficulty and task complexity have received considerable attention from researchers in Second Language Acquisition (SLA), Task-Based Language Teaching (TBLT), and Task-Based Language Assessment (TBLA). In SLA research, the main question has been whether different types...",10.1093/applin/amx020,https://doi.org/10.1093/applin/amx020,manual_journal_search[applied_linguistics]
Ryuko Kubota,"Confronting Epistemological Racism, Decolonizing Scholarly Knowledge: Race and Gender in Applied Linguistics",2019,"... with native speakerism is widespread with the rise of popularity of English language education promoted under neoliberal globalization. This reproduces racial biases in teaching and learning, teacher employment, and teaching materials worldwide ( Taylor-Mendes 2009 ;  Lee 2011 ;  Rivers and Ross 2013...",10.1093/applin/amz033,https://doi.org/10.1093/applin/amz033,manual_journal_search[applied_linguistics]
Tait Bergstrom,“None of You Have Read It?”: Membership Categorization among Adult MLLs in Collaborative Writing Tasks,2022,"... the People’s Republic of China who described Mandarin Chinese as her first language, with English as a second language studied in EFL classes in China. She had many years’ experience teaching English as a foreign language in Beijing, but this was her first year teaching English composition at a US university...",10.1093/applin/amac041,https://doi.org/10.1093/applin/amac041,manual_journal_search[applied_linguistics]
Yujong Park,The Roles of Third-Turn Repeats in Two L2 Classroom Interactional Contexts,2013,... of repeats are identified from close analysis of videotaped L2 classroom interaction to reveal how the continuation-invoking characteristic of third-turn teacher repeats may create opportunity for student learning through authentic language usage that is also found in ordinary conversational practise. Past...,10.1093/applin/amt006,https://doi.org/10.1093/applin/amt006,manual_journal_search[applied_linguistics]
Okim Kang and others,Which Features of Accent affect Understanding? Exploring the Intelligibility Threshold of Diverse Accent Varieties,2018,"... to which an L2 learner’s speech is perceived to differ from a particular standard) was found to be only moderately correlated with comprehensibility and weakly correlated with intelligibility. That is, a given speaker could have a reportedly strong foreign accent, yet still be highly intelligible. Thus...",10.1093/applin/amy053,https://doi.org/10.1093/applin/amy053,manual_journal_search[applied_linguistics]
Sirkku Lesonen and others,Dynamic Usage-based Principles in the Development of L2 Finnish Evaluative Constructions,2020,"... can develop. In L2 English ( Caspi 2010 ) and L2 Finnish ( Spoelman and Verspoor 2010 ), in writing, the complexity of certain linguistic features has been shown to develop before accuracy. The second type of interaction is a competitive relationship. This means that different subsystems may compete...",10.1093/applin/amaa030,https://doi.org/10.1093/applin/amaa030,manual_journal_search[applied_linguistics]
Jacee Cho and Roumyana Slabakova,A Feature-based Contrastive Approach to the L2 Acquisition of Specificity,2015,"... items of that language. Languages may differ in the subset of features they choose to realize (out of the set of all possible features), as well as in the lexical items where they choose to encode these features. Within this minimalist approach, second language (L2) learnability has been operationalized...",10.1093/applin/amv029,https://doi.org/10.1093/applin/amv029,manual_journal_search[applied_linguistics]
Anna Siyanova-Chanturia and Ron Martinez,The Idiom Principle Revisited,2014,... and that it plays a fundamental role in both child naturalistic and adult classroom-based language learning (e.g.  Wray 2002 ;  Meunier and Granger 2008 ). Its appropriate use has been recognised as a prerequisite for any second/foreign language learner who wants to achieve high proficiency and be accepted in an L2...,10.1093/applin/amt054,https://doi.org/10.1093/applin/amt054,manual_journal_search[applied_linguistics]
Marta Tecedor,Digital Storytelling: Changing Learners’ Attitudes and Self-efficacy Beliefs,2023,"..., ways of being, [and] ways of viewing the world’ ( Coiro et al. 2008 : 7). Although the New London Group does not make any specific mention of literacy in second language (L2) and heritage language (HL) classrooms, as the use of social tools has permeated those classes, so has too this broader...",10.1093/applin/amad002,https://doi.org/10.1093/applin/amad002,manual_journal_search[applied_linguistics]
Johannes Wagner,Multilingual and Multimodal Interactions,2018,"... by the teachers) is primarily remarkable for educators from a radically monolingual teaching tradition. For other educators, it may appear more astonishing that anybody would take bilingual practices in language teaching as a specific innovation. Monolingual foreign/second language teaching appeared quite late...",10.1093/applin/amx058,https://doi.org/10.1093/applin/amx058,manual_journal_search[applied_linguistics]
Zhenhao Cao and others,Manner and Quality of Negotiation During L2 Collaborative Writing,2023,... and translation rights for reprints. All other permissions can be obtained through our RightsLink service via the Permissions link on the article page on our site—for further information please contact [email protected]. Abstract  Although peer interaction has received attention in second language (L2...,10.1093/applin/amad081,https://doi.org/10.1093/applin/amad081,manual_journal_search[applied_linguistics]
Karen Lichtman,What About Fluency? Implicit vs. Explicit Training Affects Artificial Mini-Language Production,2020,"... that generate accurate speech. I would argue that this reflects the overemphasis on accuracy as the most important dependent variable in second language acquisition research ( Sanz and Grey 2015 ), as well as an overemphasis on the error-free monolingual native speaker as the only model for L2 learners...",10.1093/applin/amaa054,https://doi.org/10.1093/applin/amaa054,manual_journal_search[applied_linguistics]
Francis M. Hult,Covert Bilingualism and Symbolic Competence: Analytical Reflections on Negotiating Insider/Outsider Positionality in Swedish Speech Situations,2013,"... of interaction. Yet it is different, as passing tends to be a performance by someone with a marginal or questionable claim to the trait in question. In her study of passing by advanced users of a second language, for example,  Piller (2002)  shows that they may adopt stylized ways of speaking that allow them...",10.1093/applin/amt003,https://doi.org/10.1093/applin/amt003,manual_journal_search[applied_linguistics]
Claire Kramsch,Applied Linguistics: A Theory of the Practice,2015,"... or Saudi Arabia, questions are being raised as to the applicability of Western SLA research and Teachers of English to Speakers of Other Languages (TESOL) practices to the teaching of foreign languages in non-Western countries ( Al Saraj forthcoming ).  As Applied Linguistics is becoming more and more...",10.1093/applin/amv039,https://doi.org/10.1093/applin/amv039,manual_journal_search[applied_linguistics]
Rémi A Van Compernolle,Constructing a Second Language Sociolinguistic Repertoire: A Sociocultural Usage-based Perspective,2018,... are constructed across time.  An aspect of second language (L2) development that has garnered considerable attention since the late 1980s ( Preston 1989 ;  Adamson and Regan 1991 ;  Adamson 2009 ;  Regan et al. 2009 ;  Mougeon et al. 2010 ) is the process by which L2 learners acquire...,10.1093/applin/amy033,https://doi.org/10.1093/applin/amy033,manual_journal_search[applied_linguistics]
Li Wei,Translanguaging as a Practical Theory of Language,2017,"... pedagogy also helps to re-examine an age-old question of the role of L1 in second, foreign, and additional language teaching and learning. Despite the theoretical appraisal in recent years of the importance of L1 in learning additional languages, the target-language-only or one-language-at-a-time...",10.1093/applin/amx039,https://doi.org/10.1093/applin/amx039,manual_journal_search[applied_linguistics]
Hye-won Lee and others,"Exploring Interaction in Video-call Paired Speaking Tests: A Look at Scores, Language, and Perceptions",2023,"... is published and distributed under the terms of the Oxford University Press, Standard Journals Publication Model ( https://academic.oup.com/pages/standard-publication-reuse-rights ) Abstract  In the assessment of second language oral communication, the video-call speaking test has received increasing attention...",10.1093/applin/amad046,https://doi.org/10.1093/applin/amad046,manual_journal_search[applied_linguistics]
Meagan Y Driver and Gabriela DeRobles,"‘Mentor, friend, teacher, and learner’: The beauty, opportunities, and challenges of heritage speakers as heritage language educators",2024,"... teachers and students who are second-language speakers of the HL. While this does not reduce the effectiveness of HS educators’ language classrooms, it does appear to bring up uncertainties with respect to suitable and productive methods for teaching certain language forms. Thus, the same experiences...",10.1093/applin/amae055,https://doi.org/10.1093/applin/amae055,manual_journal_search[applied_linguistics]
Wei Yi and others,Four decades of research on multiword expressions: A bibliometric analysis,2025,".... The growing emphasis on the acquisition and processing of multiword units by L2 learners is largely due to the widespread recognition of their importance for second language proficiency. Given that second language pedagogy has long focused on the teaching of words and syntactic rules, the expanding literature...",10.1093/applin/amae085,https://doi.org/10.1093/applin/amae085,manual_journal_search[applied_linguistics]
Jeannette Littlemore and Caroline Tagg,Metonymy and Text Messaging: A Framework for Understanding Creative Uses of Metonymy,2016,... in the morning;) Not offended if other offer sounds better - and very excited about wedding! Xx    24. Place for institution  10  Teaching at selly oak til half four. Traffic n parking difficult to main campus round then so urs? Or u come to selly oak? Don't mind.     25.Place for person...,10.1093/applin/amw018,https://doi.org/10.1093/applin/amw018,manual_journal_search[applied_linguistics]
Gabriele Pallotti,A Typology of Statements about Discourse,2014,"...  Teacher2)).         teacher, pear. teacher:  In Fatma’s study, this step consisted in identifying a common logic for all the external appropriations. On a general level, external appropriations seem to serve the double purpose of ensuring both linguistic cohesion with what others have just said...",10.1093/applin/amu037,https://doi.org/10.1093/applin/amu037,manual_journal_search[applied_linguistics]
Mary Lou Vercellotti,"The Development of Complexity, Accuracy, and Fluency in Second Language Performance: A Longitudinal Study",2015,... and the Foreign Language Teacher .  National Textbook Company .       Ishikawa  T   .  2007 . ‘ The effect of manipulating task complexity along the (±Here-and-Now) Dimension on L2 written discourse ’ in    García Mayo  M P    (ed.):  Investigating Tasks in Formal Language Learning .  Multilingual Matters...,10.1093/applin/amv002,https://doi.org/10.1093/applin/amv002,manual_journal_search[applied_linguistics]
Fernando Senar and others,Heritage Language Instruction to Young Immigrants: An In-depth Look at the Psycholinguistic Effects During the Simultaneous Acquisition of Two Second Languages,2023,"...%27_Implicit_Assumptions_About_Syntactic_Frames_in_New_L3_Words_The_Role_of_Cognates_Typological_Proximity_and_L2_Status/links/5b997dc8299bf14ad4d68e51/Learners-Implicit-Assumptions-About-Syntactic-Frames-in-New-L3-Words-The-Role-of-Cognates-Typological-Proximity-and-L2-Status.pdf .        Hopp ,  H.   and   M. S.   Schmid  .   2013 .  ‘Perceived foreign accent in first language attrition and second language...",10.1093/applin/amac077,https://doi.org/10.1093/applin/amac077,manual_journal_search[applied_linguistics]
Roumyana Slabakova and others,Regular and Novel Metonymy: Can You Curl up with a Good Agatha Christie in Your Second Language?,2014,".... Restructuring of the grammar is evident in later stages of development. Finally, complete success in acquiring L2 metonymic patterns is attested in our experimental study. Implications for L2A theories and teaching practices are discussed.  Human language offers numerous examples of non-compositional utterances...",10.1093/applin/amu003,https://doi.org/10.1093/applin/amu003,manual_journal_search[applied_linguistics]
Angelica Galante,Affordances of Plurilingual Instruction in Higher Education: A Mixed Methods Study with a Quasi-experiment in an English Language Program,2021,"...Angelica Galante All of the teachers teaching the ALS course were invited to participate. Seven out of nine highly experienced certified ESL teachers volunteered to participate in the study. Six of them had a Master’s degree, one had a doctoral degree and one was a doctoral candidate, all...",10.1093/applin/amab044,https://doi.org/10.1093/applin/amab044,manual_journal_search[applied_linguistics]
Alexandra Schurz and Pia Sundqvist,"Connecting Extramural English with ELT: Teacher Reports from Austria, Finland, France, and Sweden",2022,"...Alexandra Schurz; Pia Sundqvist Against this background, it seems likely that teachers of English as a second or foreign language (L2) in countries with a longer tradition of EE have more experience accounting for this reality in their teaching practices than do teachers in dubbing countries (see...",10.1093/applin/amac013,https://doi.org/10.1093/applin/amac013,manual_journal_search[applied_linguistics]
Maja Miličević and Tihana Kraš,Translation Between L2 Acquisition and L1 Attrition: Anaphora Resolution in Italian by English–Italian Trainee Translators,2014,"... system, clearly expressed in labels such as translationese ( Gellerstam 1986 ). Similarly, research on bilingualism looks at the differences between the language used by bilingual populations—simultaneous bilinguals, second language (L2) learners, and first language (L1) attriters...",10.1093/applin/amu070,https://doi.org/10.1093/applin/amu070,manual_journal_search[applied_linguistics]
Junko Mori and Kazeem Kẹ́hìndé Sanuth,Navigating between a Monolingual Utopia and Translingual Realities: Experiences of American Learners of Yorùbá as an Additional Language,2018,"... often recognize their own translingual competence (as they tap into the FLs they have learnt in high school, study abroad, or foreign teaching experiences)’ (p. 777–8). While this statement is encouraging, we cannot help but wonder if students’ prior FL study and their exposure to a limited amount...",10.1093/applin/amx042,https://doi.org/10.1093/applin/amx042,manual_journal_search[applied_linguistics]
Priscilla Pang,Directives in Professional Kitchens and Potential Learning Opportunities,2018,"...-Tripp 1976 ;  Brown and Levinson 1978 ;  Holmes and Stubbe 2015 ), analysis of the second-pair part may also be illuminating.  Koester’s (2010)  analysis of the uptake of directives explained the use of ‘more polite’ and ‘less polite’ forms of directives. In comparing the different responses...",10.1093/applin/amy017,https://doi.org/10.1093/applin/amy017,manual_journal_search[applied_linguistics]
Nick Travers and Li-Shih Huang,Breaking Intangible Barriers in English-as-an-Additional-Language Job Interviews: Evidence from Interview Training and Ratings,2020,"... the broader category of teaching pragmatics. For  Ishihara and Cohen (2010) , pragmatic skilfulness means going beyond linguistic understanding to the ability to communicate and interpret intentions, assumptions, and goals, as well as recognizing the type of interaction in context. In the field of second...",10.1093/applin/amaa051,https://doi.org/10.1093/applin/amaa051,manual_journal_search[applied_linguistics]
Adrian Holliday and Malcolm N Macdonald,Researching the Intercultural: Intersubjectivity and the Problem with Postpositivism,2019,"... in Schools, Unpublished Paper ,  National Association of Foreign Language Education, Beijing .       Goodson  I.     2006 . ‘ The rise of the life narrative ,’  Teacher Education Quarterly   33 / 4 :  7 – 21 .       Grimshaw  T.     2010 . ‘ Styling the occidental other: Interculturality in Chinese...",10.1093/applin/amz006,https://doi.org/10.1093/applin/amz006,manual_journal_search[applied_linguistics]
Paulina Horbowicz and Marte Nordanger,Managing the Flow of Talk: A Longitudinal Case Study of the Multiword Expression det er sant in L2 Norwegian Interactions,2024,"... linguistics (UBL) and conversation analysis (CA) in the investigation of second language development, this paper reports on a microanalysis tracing one adult learner’s recurring, increasingly frequent, and diverse use of the multiword expression det er sant (it/that is true) (DES) in L2 Norwegian...",10.1093/applin/amae006,https://doi.org/10.1093/applin/amae006,manual_journal_search[applied_linguistics]
Kevin W H Tai,Transprogramming in the primary-level programming lessons: reconceptualizing translanguaging in the era of artificial intelligence,2024,... information technology teacher perceive her use of translanguaging in teaching programming to primary students? Prior research has emphasized the creation of translanguaging spaces through technological resources to support students’ learning of abstract content subjects.  Tai and Li (2024)  illustrated how...,10.1093/applin/amae076,https://doi.org/10.1093/applin/amae076,manual_journal_search[applied_linguistics]
Feng Kevin Jiang and Ken Hyland,Nouns and Academic Interactions: A Neglected Feature of Metadiscourse,2016,"... description of the teacher’s role ignores the  fact  that TBLT can include a pre-task and post-task phase , where opportunities arise for the explicit teaching of language. [Applied linguistics] The verb ignore before the fact that clause here signals the author is contrasting...",10.1093/applin/amw023,https://doi.org/10.1093/applin/amw023,manual_journal_search[applied_linguistics]
Steven Talmy,"The Interview as Collaborative Achievement: Interaction, Identity, and Ideology in a Speech Event",2010,"... so in research interviews with me as well. I conducted most of the formal student interviews in my second year of fieldwork, in an empty classroom, during non-instructional time. Interviews lasted from 15 to 45 min and were audio-recorded. Volunteers were recruited to talk generally about their L1/L2...",10.1093/applin/amq027,https://doi.org/10.1093/applin/amq027,manual_journal_search[applied_linguistics]
Amy Pace and others,Narrative Skills in Mandarin–English Dual Language Immersion Learners,2024,"..., and such a difference was stronger as the participants became older. Since bilingual learners in our study primarily acquire their second language, Mandarin, through a classroom setting, our conjecture is that nouns are likely made more salient than other word classes (e.g. verbs) by their teachers, and it is also...",10.1093/applin/amae013,https://doi.org/10.1093/applin/amae013,manual_journal_search[applied_linguistics]
Tong King Lee and Li Wei,Refashioning linguistic expertise: Translanguaging TESOL in social media,2025,"... of language teaching and learning here that goes against the grain of the usual TESOL classroom. We witness a significant interchange of resources from several languages: the subject matter is a rudimentary English sentence; the teacher and student interact in Mandarin for the most part; and, interestingly...",10.1093/applin/amaf007,https://doi.org/10.1093/applin/amaf007,manual_journal_search[applied_linguistics]
Vittorio Tantucci and Aiqing Wang,Resonance as an Applied Predictor of Cross-Cultural Interaction: Constructional Priming in Mandarin and American English Interaction,2021,"... (2002)  enquired priming from Greek (L1) structures to English (L2) structures, while  Gries and Wulff (2005)  showed that German learners of English as a foreign language exhibit priming in an English sentence completion task. Word-form encoding of disyllabic words has been shown to have a stronger...",10.1093/applin/amab012,https://doi.org/10.1093/applin/amab012,manual_journal_search[applied_linguistics]
Fathi Migdadi and others,Public Complaints and Complaint Responses in Calls to a Jordanian Radio Phone-in Program,2012,"... graders since the beginning of the year. When we enquired about that, we were told that the first was on a medical leave and the second on a maternity leave. Because of the absence of a first grade teacher, the pupils, up to this moment, haven't got a class timetable to tell them which textbooks to carry...",10.1093/applin/ams011,https://doi.org/10.1093/applin/ams011,manual_journal_search[applied_linguistics]
Suresh Canagarajah,Translingual Practice as Spatial Repertoires: Expanding the Paradigm beyond Structuralist Orientations,2017,"... clearly and fluently. But if their boardwork is poor, the talk doesn’t help at all. One of our Chinese professors doesn’t speak much, but because her boardwork is good, we like her teaching a lot’ (12 January 2016). What the notion of boardwork implied was that Math instructors and students were...",10.1093/applin/amx041,https://doi.org/10.1093/applin/amx041,manual_journal_search[applied_linguistics]
Jonathan Culpeper and Qian Kan,"Communicative Styles, Rapport, and Student Engagement: An Online Peer Mentoring Scheme",2019,"... of such a style relies on the identification of communicative functions in context. Statistically significant keywords do not automatically perform a communicative function, and, when they do, it is necessary to know what function they are performing. Thus, a second step was undertaken, namely a functional...",10.1093/applin/amz035,https://doi.org/10.1093/applin/amz035,manual_journal_search[applied_linguistics]
Lydia Gabriela Speyer and Erik Schleef,Processing ‘Gender-neutral’ Pronouns: A Self-paced Reading Study of Learners of English,2018,"... attainment in L2 inflection: Performance similarities between non-native and native speakers, ’  Lingua   120 :  901 – 31 .        Hopp  H.     2016 . ‘ The timing of lexical and syntactic processes in second language sentence comprehension, ’  Applied Psycholinguistics   37 :  1253 – 80 .        Hundt  M...",10.1093/applin/amy022,https://doi.org/10.1093/applin/amy022,manual_journal_search[applied_linguistics]
Merve Bozbiyik and Tom Morton,Transitioning between ‘Outside’ and ‘Inside’ Knowledge in an Online University EMI Chemistry Course,2022,"..., Standard Journals Publication Model ( https://academic.oup.com/pages/standard-publication-reuse-rights ) Abstract  Recent studies in applied linguistics research have focused on how teachers draw on ‘outside’ knowledge relating to students’ everyday life for the purpose of teaching subject matter content...",10.1093/applin/amac068,https://doi.org/10.1093/applin/amac068,manual_journal_search[applied_linguistics]
Alice Y. W. Chan,The Use of a Monolingual Dictionary for Meaning Determination by Advanced Cantonese ESL Learners in Hong Kong,2011,"... of a dictionary for language production or other purposes are also found, such as  Bogaards and Van der Kloot (2001) ,  Harvey and Yuill (1997) , and  Nesi and Meara (1994) . There have been an increasing number of dictionaries available for English as a Second Language or Foreign Language (ESL/EFL) learners...",10.1093/applin/amr038,https://doi.org/10.1093/applin/amr038,manual_journal_search[applied_linguistics]
Juliane House,Translation as a Prime Player in Intercultural Communication,2019,"... the same language(s). Translation can be seen as a replacement of something that pre-existed it, such that ideas are always represented in a translation at second hand, so to speak. Translation is then often described as merely something that is ‘second best’, never the real thing, often leading...",10.1093/applin/amz007,https://doi.org/10.1093/applin/amz007,manual_journal_search[applied_linguistics]
Marcelyn Oostendorp,Failing Fortunes of Applied Linguistics: Towards Surviving Mastery,2023,... been on how to enable students to master generic features of academic discourses ( Uccelli et al. 2013 ;  Heller 2015 ) to more successfully navigate their way in classrooms. ‘Mastery’ is often presented as essential in providing a theory of how language works and in enabling teachers to teach...,10.1093/applin/amad037,https://doi.org/10.1093/applin/amad037,manual_journal_search[applied_linguistics]
Amanda K Kibler and others,Who Are ‘Long-term English Learners’? Using Classroom Interactions to Deconstruct a Manufactured Learner Label,2017,"... attention paid to students labeled as ‘LTELs’ tends to focus on interview and document analysis rather than classroom-based observations of students interacting with their peers and teachers. Yet, for adolescent language learners, second language acquisition/development is influenced by social contexts...",10.1093/applin/amw039,https://doi.org/10.1093/applin/amw039,manual_journal_search[applied_linguistics]
Ilse Depraetere and others,Building a Child’s Trust before a Medical Procedure: A Linguistic Case Study,2023,"...)    Did your Mummy tell you that I’m a magician doctor?(English)      Action: Doctor looks at Jan. When she verbally addresses Mum (96 times), Dr Sara relies mainly on second person pronouns, however, she also refers to her in the third person, as if she were talking about the mother to the child: (2...",10.1093/applin/amad080,https://doi.org/10.1093/applin/amad080,manual_journal_search[applied_linguistics]
David Gramling,Supralingualism and the Translatability Industry,2019,"... in the Bilingual Classroom: A Pedagogy for Learning and Teaching? ’  The Modern Language Journal   94 :  103 – 115 .       Cox  R.     1992 . ‘ Global perestroika ’, in R. Miliband and L. Panitch (eds):  The New World Order? The Socialist Register .  Merlin Press , pp.  26 – 43 .       Cronin  M.     2013...",10.1093/applin/amz023,https://doi.org/10.1093/applin/amz023,manual_journal_search[applied_linguistics]
Ronald Carter and Michael McCarthy,Spoken Grammar: Where Are We and Where Are We Going?,2015,".... Against this background, in 1995, we published two papers advocating a greater role for the grammar of everyday speaking in the teaching of English as a second or foreign language, including one in this journal ( Carter and McCarthy 1995 ;  McCarthy and Carter 1995 ). We offered evidence from spoken data...",10.1093/applin/amu080,https://doi.org/10.1093/applin/amu080,manual_journal_search[applied_linguistics]
Kaushalya Perera,‘Cracking a Strange Veiled Code’: Language Learning Experiences of North Americans in South Asia,2017,"... in a new setting ( Besemeres 2004 ,  2005 ;  Kinginger 2004a ;  Pavlenko 2006a ,  2006b ). Much of the previous work on second language acquisition or foreign language leaning in relation to emotion has centred on negative affect, that is, stress, anxiety, fear, embarrassment, though exceptions are Ingrid...",10.1093/applin/amx013,https://doi.org/10.1093/applin/amx013,manual_journal_search[applied_linguistics]
Marit Skarbø Solem and others,How Do Students Receive Help from Teachers? Initiating Assistance in Small Group Classroom Interactions,2023,"... studies have used eye tracking to access experienced and novice teachers’ noticing, while they observe video recordings of others’ teaching (e.g.  Stahnke and Blömeke 2020 ,  2021 ), as well as using at-the-moment eye tracking while they teach (e.g.  van Driel et al. 2021 ). Findings suggest...",10.1093/applin/amad079,https://doi.org/10.1093/applin/amad079,manual_journal_search[applied_linguistics]
Man Zhang,Variation in Metadiscourse across Speech and Writing: A Multidimensional Study,2022,"...Man Zhang  Address for correspondence: School of Foreign Languages, Central China Normal University, Wuhan, China. < [email protected] > © The Author(s) (2022). Published by Oxford University Press. All rights reserved. For permissions, please email: [email protected]  2022...",10.1093/applin/amac012,https://doi.org/10.1093/applin/amac012,manual_journal_search[applied_linguistics]
Kevin W H Tai and Chiu-Yin (CATHY) Wong,Empowering Students Through the Construction of a Translanguaging Space in an English as a First Language Classroom,2022,"... Address for correspondence: Academic Unit of Teacher Education and Learning Leadership, Faculty of Education, The University of Hong Kong, Hong Kong.< [email protected] >. Research on multilingual education and second language (L2) education has explored how translanguaging can be used...",10.1093/applin/amac069,https://doi.org/10.1093/applin/amac069,manual_journal_search[applied_linguistics]
