authors,year,title,abstract,document_type,doi,link,search_method
"Amatur Rahman, Serajum Munira",2024.0,The Speech Acts of the Language of Teachers' Criticism in EAP Classes: A Pragmatic Analysis,"Exploring speech acts within the realm of language instruction has consistently been a captivating subject. Limited research has delved into the analysis of speech acts employed by English teachers for criticism during classroom interactions. This study primarily aims to identify the classifications of speech acts used most frequently by teachers in English for Academic Purpose (EAP) courses for criticism. Additionally, it examines the rationale behind selecting a particular type of speech act for criticism by EAP course instructors and assesses how this classification of speech acts may influence teaching strategies and student performance. The research employed classroom observations and interviews for data collection, utilizing purposive sampling to select five teachers and forty students from the English department's EAP 009 course. Observational guidelines and situational questionnaires served as research instruments. Qualitative thematic analysis and data coding were applied for data analysis. Classroom observations indicated that EAP teachers predominantly used directive criticism, with a comparatively low utilization of commissive criticism, aligning with the principles of communicative language teaching. Conversely, teacher interviews unveiled that, while direct criticism was prevalent, declarative criticism was also employed. This suggests a need for greater consistency in teachers' selection of specific criticisms, minimizing potential impacts on teaching strategies. The study recommends that EAP teachers diversify their criticism approaches based on student needs and contextual factors.",,10.70771/jocw.v8i1.70,https://doi.org/10.70771/jocw.v8i1.70,forward
Amra I. Sultan,2018.0,Measurement of Sociolinguistic Competence of EFL Post Graduate Students,"   Sociolinguistic competence (henceforth SC)refers to the understanding ,or organization of  the principles of  language use that are determined by the features of  the specific language use context ; it enables us to present language functions in ways that are appropriate to that context. The ability to adjust one's speech to fit the situation in which it is said is called sociolinguistic competence, and without this ability, even the most perfectly grammatical utterances can convey a meaning entirely different from that which the speaker intended. Post-graduate students (henceforth PGSs) find it difficult to communicate freely in the target language. The ‘de-emphasized’ status of this competence in educational practice has to do with the fact that it is closely related to the sociocultural  part of acquiring a foreign language  sociolinguistic confusion can make learners seem so inappropriate as to cause misunderstanding . 
     For nonnative speakers, the misunderstandings they are often faced within the cross-cultural realization of communicative acts usually arise from their failure in appropriate use of pragmalinguistic and sociopragmatic competence. Without attempting to  identify and discuss the features of  the language use circumstances that determine the principles of  language use. Cross cultural differences , results in misunderstandings between the speech participants, and can cause serious breakdowns in communication. These rules of speaking can be slowly acquired by the language learner as he/she is immersed in the target language culture; however, learning these rules through immersion is a time consuming process, with many rules going unnoticed for years, or even worse, never being acquired at all. important area of difficulty that PGSs face  is communication. 
  
     This study will focus on SC because it seems to be the most neglected aspect among the four categories of communicative competence in foreign language curriculum. When engaged in authentic communicative situations, they often lack some of the vocabulary or language items they need to get their meaning across. The study also aims at measuring SC of EFL Post Graduate Students and finding out whether there is significant differences between male and female students′ performance which leads to the level of sociolinguistics competence . 
     A test has been constructed and its validity and reliability have been ascertained  to measure SC among PGSs. Bachman and Palmer (1990:328) scale used to measure SC. The sample of this study applied 60 PGSs in Tikrit, Babel , Baghdad and Salahaddin Universities. The results of this study indicate that it is due in the methods of language teaching and the learning environment, which are unsuitable for learning a foreign language. Find difficulties in using English for communication.",,10.18033/IJLA.3921,https://doi.org/10.18033/IJLA.3921,forward
Ana Cecilia Iraheta,2024.0,Learning with a purpose: Acquisition of compliments and compliment responses by beginning learners of Spanish in synchronous online exchanges,,,10.1016/j.system.2024.103291,https://doi.org/10.1016/j.system.2024.103291,forward
Ana Rita Carrilho,2019.0,Quando “muito” não basta: um exemplo de adequação pragmática de léxico no ensino-aprendizagem de Português LE/L2,"São vários os exemplos de palavras que ultrapassam o seu significado dicionarizado, moldadas pelos falantes nativos que, não só as ajustam ao contexto, como também as revestem de novas conotações implícitas na situação de comunicação, na prosódia, num olhar mais ou menos grave e na restante linguagem corporal. Para um aprendente de língua, o descodificar destas conotações constitui, muitas vezes, um desafio, o qual se estende aos professores de língua e aos criadores de materiais que procuram contribuir para o desenvolvimento sólido da competência comunicativa do aprendente. Numa era em que impera a abordagem comunicativa, aliada à adoção de materiais autênticos, os quais se encontram na sala de aula, tanto como parte de manuais, como em materiais disponibilizados pelos professores, na sua forma original ou adaptada, propomo-nos refletir a partir do lexema “bastante” sobre a importância do processo ensino-aprendizagem no desenvolvimento da competência pragmática e sociocultural do aprendente.",,10.19134/EUTOMIA-V1I23P315-329,https://doi.org/10.19134/EUTOMIA-V1I23P315-329,forward
"Anani Sarab Mohammad Reza, S. Alikhani",2015.0,Pragmatics instruction in EFL context: A focus on requests,"The present study aimed at exploring the effect of instruction on Iranian EFL learners’ development of the speech act of “request”. A Quasi-experimental method of research was adopted at the outset of the study. Learners’ recognition and production of the target speech act was measured through MC and WDCTs respectively. Results of the pre-tests were indicative of the groups’ parallel performance on the three sub-strategies of direct, conventionally indirect and non-conventionally indirect requests at both levels of awareness and production. Despite the relatively equal performance of learners at both groups in the pre-test, following the instructional phase, participants in the experimental group exhibited a significant improvement in their awareness and production of requests. This finding was apparent in the significant decrease of direct request strategies in their post-test productions; furthermore regarding the notion of “point of view operation” in requests, members of both groups in the pre-test displayed a high frequency in the utilization of “hearer-oriented requests”; however the experimental group in the post-test relied heavily on the “speaker-oriented” request strategies. With regard to internal and external modifications results evinced high proportion of these strategies in participants’ responses in the pre-test. Inappropriate application of this strategy was seen in several situations in the DCT responses of both groups. However in the post-test the experimental group displayed a modified request behavior by a significant increase in the variety and appropriate use of these strategies.",,10.5861/IJRSLL.2015.1083,https://doi.org/10.5861/IJRSLL.2015.1083,forward
Anders Myrset,2021.0,Scientific concepts as meaning-making resources for young EFL learners in the learning of pragmatics,"This article reports on a study investigating the role of scientific concepts in the metapragmatic awareness of Norwegian primary EFL learners following a four-week instructional intervention on requesting informed by sociocultural theory (Vygotsky, 2012/1934). Through introducing pragmalinguistic and sociopragmatic dimensions of requesting, the intervention aimed to develop metapragmatic awareness and foster learner agency by teaching pragmalinguistic resources related to request strategies, raising awareness of contextual considerations, and drawing attention to individual perceptions of appropriateness. The instruction focused on scientific concepts, that is, systematic and abstract objects of study which facilitate learner reflections. This article draws on data collected during group interviews to analyse whether learners used scientific concepts introduced during the instruction—for example, directness of the head act and attention getters—and if so, how these were used to express metapragmatic understandings. The analysis shows how such scientific concepts were internalised and used by learners to express their understandings of the importance of linguistic variation and the communicative functions of requests, as well as compare request strategies in English and Norwegian. Lived experiences, contextual considerations, and prior knowledge were also used as frames of reference for interpreting the appropriateness of requests. Adding to pragmatics research using concept-based approaches with (young) adults (e.g., van Compernolle, 2014), this study reveals that internalising a conceptual understanding of pragmatic phenomena in a foreign language is possible even for young language learners, thus contributing to knowledge about how learners come to understand pragmatic phenomena and how pragmatics can be taught with these age groups.",,10.29140/ice.v4n2.485,https://doi.org/10.29140/ice.v4n2.485,forward
Anders Myrset,2022.0,‘You could win Masterchef with this soup. Can I get some more?’ Request production and the impact of instruction on young EFL learners,,,10.1016/j.pragma.2022.02.010,https://doi.org/10.1016/j.pragma.2022.02.010,forward
Andrew Sangpil Byon,2015.0,Second Language Acquisition,,,10.1002/9781118371008.CH22,https://doi.org/10.1002/9781118371008.CH22,forward
"Angel Steadman, Hayriye Kayı-Aydar",2018.0,"Teaching Requests, Invitations, Suggestions, Greetings, Farewells, Special Expressions, and Thanks",,,10.1002/9781118784235.EELT0783,https://doi.org/10.1002/9781118784235.EELT0783,forward
"Anna Kristin Burkert, J. Roitsch",2014.0,"Und ich so: Nee, oder? Teaching Two Formats for Reported Discourse in German Interaction",,,10.1111/TGER.10170,https://doi.org/10.1111/TGER.10170,forward
Anna Krulatz,2018.0,Development of Pragmalinguistic and Pragmatic Skills in Children Versus Adult L2 Learners,"The terms pragmatic skills and pragmalinguistic skills are both used in the literature to refer to those linguistic skills that allow language users to select contextually appropriate means of participating in linguistic interactions. More specifically, these skills are responsible for the ability to correctly interpret, select, and utilize speech act strategies, which are conventionally, socially, and culturally determined. In this entry, pragmatic and pragmalinguistic are used interchangeably. The entry provides an extended definition of pragmatic and pragmalinguistic skills, gives an overview of the research that has explored pragmatic and pragmalinguistic development in a second language, and summarizes the findings and implications of the studies that focused on the role of instruction in the development of pragmatic and pragmalinguistic skills. 
 
 
Keywords: 
 
adult L2 learners; 
BICS/CALP; 
child L2 learners; 
educational linguistics; 
ESL/EFL; 
funds of knowledge; 
L2 speaking skills; 
linguistics; 
multilingualism; 
second language acquisition; 
teaching methods in applied linguistics",,10.1002/9781118784235.EELT0231,https://doi.org/10.1002/9781118784235.EELT0231,forward
"Anna Szczepaniak-Kozak, Emilia Wąsikiewicz-Firlej",2018.0,Pragmatic competence of teachers: a contrastive case study of native and non-native teachers of English,"The existing studies on pragmatic competence of English teachers, e.g., J. Majer and Ł. Salski (2004), E. Krawczyk-Neifar (2004), M. Savič (2016), A. Szczepaniak-Kozak and E. Wąsikiewicz-Firlej (in press), indicate that it is not varied and requires improvement in certain areas. These deficiencies might be interpreted as a result of not only the absence of pragmatic competence (PC) modules in teachertraining education but also a relatively low frequency of English teachers’ contact with native speakers (NS) of English (A. Szczepaniak-Kozak 2010). Nevertheless, we know very little what shape teacher PC takes, including the way it differs from that represented by NSs. Additionally, to the best of our knowledge, there are no studies based on data collected in naturalistic settings (lessons of English). Consequently, this paper attempts to fill in this gap in research by presenting the methodology and conduct of a case study, based on classroom observation of teachers’ pragmatic performance, to investigate whether there are differences in the PC represented by non-native teachers (NNTs) and native teachers (NTs) of English. The findings indicate that NTs do not hold the upper hand in this regard and that a demonstrable linguistic and pragmatic competence, along with appropriate professional training, are better indicators of diverse pragmatic input. On this basis, we propose that some degree of proficiency in pragmatics and its teaching should be a requirement for a certificate or diploma for future foreign language teachers.",,10.32612/UW.25449354.2018.1.PP.127-142,https://doi.org/10.32612/UW.25449354.2018.1.PP.127-142,forward
"Antoine Luijkx, M. Gerritsen, Margot van Mulken",2020.0,The Effect of Dutch Student Errors in German Business Letters on German Professionals,"Two studies investigated the effects of errors in German business letters written by Dutch students. Gaining insight into these effects is important since Germany and the Netherlands are one of the largest economically interdependent partnerships. One hundred and fifty-six German professionals rated letters with errors and letters without errors on comprehensibility, attitude toward text, writer organization, and behavioral intention. Errors negatively affected attitude toward text, writer, and organization. The second study investigated whether pragmatic, syntactical, lexical, and morphological errors elicited different effects on the same variables. Pragmatic and syntactical errors aroused negative effects and, therefore, deserve extra attention in class.",,10.1177/2329490619870550,https://doi.org/10.1177/2329490619870550,forward
"Ardiyani Widya Permatasari, Diah Kristina, S. Sumardi",2018.0,A Study of EFL Students‘ Awareness on Apology through Cross Cultural Learning Activities,"This study was aimed at exploring what types of cross cultural learning activities used that contribute to EFL students’ awareness on apology function, and how the process occurred at an EFL  tertiary level. The data analyzed in this study were collected in Satya Wacana Christian University and Sebelas Maret University. The study was a mixed method in nature using a questionnaire and interview adapted from previous studies. The quantitative data was obtained from six Indonesian EFL students using Discourse Completion Tasks Questionnaires (DCTQ), while the qualitative data obtained from individual interviews carried out with six EFL students. The results showed that there were group discussion and role playing used as cross cultural learning activities which contributed to EFL students’ awareness on apology functions. Another finding also indicated the use of apology strategies performing those two learning activities. It was unveiled that that EFL students employed numerous apology strategies that they were well aware of how to use adequate apology forms to meet the requirement of certain situations and relationships, and that they felt the need for explaining and avoiding interpretation of their responses as an apology.",,10.20414/EDULANGUE.V1I1.202,https://doi.org/10.20414/EDULANGUE.V1I1.202,forward
"Ariadna Sánchez-Hernández, J. Barón",2021.0,Teaching second language pragmatics in the current era of globalization: An introduction,"The increasing mobility of speakers of different languages to different countries, together with the globalized world we live in, have led to multilingual societies in which linguistic exchanges between both native and non-native speakers have become a very common practice. This reality emphasizes the need to help learners of foreign and second languages become not only linguistically competent but also pragmatically competent, in order not to sound impolite or inappropriate in the target language. Addressing this need, studies in interlanguage pragmatics (ILP) have explored which methodology is most effective for teaching pragmatics. Earlier ILP studies compared explicit versus implicit instruction, highlighting the key role of explicit metapragmatic explanations. More recently, scholars have investigated how to create opportunities to for authentic pragmatic practice inside the classroom. To do so, some studies have implemented task-based language teaching to provide students with goal-oriented meaningful activities that address their real-world needs. Other studies have incorporated technology-enhanced materials such as simulated immersive environments and computer-mediated communication to promote students’ engagement in authentic use of the language beyond the classroom. Another current concern in L2 pragmatic instruction is how to account for the emergence of English as an International Language (EIL), and the consequent need to guide learners into acquiring language as a tool to mediate across linguistic and cultural boundaries. Different studies have adopted an EIL perspective, proposing the enhancement of students’ metapragmatic awareness and strategies to deal with the hybrid nature of English and its associated varieties and cultures. The special issue ‘Teaching second language pragmatics in the current era of globalization’ aims to illustrate such current trends, with six contributions by distinguished scholars in the field of L2 pragmatics from all over the globe.",,10.1177/13621688211064931,https://doi.org/10.1177/13621688211064931,forward
Asal Tabatabaee Irani,2022.0,Realization of politeness strategies in EFL learners and English native speakers’ complaint and request speech acts: focusing on differences by gender and level of education,"This study aimed to identify EFL learners and English native speakers’ use of politeness strategies in the compliant and request speech acts. To do so, a 50-item questionnaire was developed and given to 108 EFL learners with three different levels of education in both genders, who were selected randomly from Sheikhbahaee University and the University of Isfahan. The EFL learners’ request and complaint emails in three levels of education and English native speakers’ emails in both genders were also gathered. The data were analyzed based on Nogami and Rinnert's (2006), and Brown and Levinson’s (1987) models of complaint and request speech acts. Accordingly, the results of this study indicated that the EFL learners’ perceptions in the use of request and complaints’ politeness strategies were not in line with their actual performance in emails. It was also found that there were significant differences between levels and genders in request and complaint emails: because MA and BA female students and male native speakers expressed their request emails in a direct way, but male EFL students and female native speakers represented their complaints in a direct way.",,10.53730/ijhs.v6ns7.13464,https://doi.org/10.53730/ijhs.v6ns7.13464,forward
"Asif Aziz, Binish Maqsood, Tahir Saleem, Summiya Azam",2018.0,The Investigation of Pragmatic Transfer in the Speech Act of Congratulations by Punjabi EFL Learners,"This paper investigates pragmatic transfer in Punjabi EFL learners’ realization of the speech act of congratulations. For this purpose, 120 participants were asked to take part in the study, who were divided into four groups having 30 participants in each group: 30 native English (NE) speakers, 30 Punjabi EFL learners of the elite class, 30 Punjabi EFL learners of the middle class and 30 Punjabi EFL learners of the lower class. To elicit the data, a DCT having 12 situations based on social power and distance was used and for perception data, these situations were analyzed on the basis of four contextual variables (degree of familiarity, power, difficulty, and obligation in expressing congratulations) in the form of SRQ. The criteria for the analysis of negative pragmatic was set on the differences found in the responses of the participants and the positive pragmatic transfer was based on the similarities between the responses of the participants. The data was coded and analyzed under the taxonomy of congratulations proposed by Elwood (2004). The results of the study indicated the presence of negative pragmatic transfer in three different strategies of congratulation (IFID, OOGW and Overlapped) and the remaining of the strategies indicated the existence of positive pragmatic transfer. The findings of the study show the cultural influence on the use of congratulation strategies by Punjabi EFL learners. The results of the study might be pedagogical significance and could prove helpful for policymaker and syllabus designer as well within Pakistani context.",,10.5539/ijel.v8n6p240,https://doi.org/10.5539/ijel.v8n6p240,forward
"Assiye Burgucu-Tazegul, Turgay Han, A. Engi̇n",2016.0,Pragmatic Failure of Turkish EFL Learners in Request Emails to Their Professors,"In an established convention regarding the e-mail communication setting, the e-mails should be linguistically polite to facilitate interaction by reducing the likelihood of conflicts and preventing pragmatic failure regarding the comprehension of any meaning conveyed by what is stated. These are potential problems for most English-as-a-foreign-language (EFL)/English-as-a-second-language (ESL) learners. Therefore, it is the aim of this study to investigate the issue in Turkish EFL context (i.e. the English request emails of Turkish EFL university students to their non-native professors). Specifically, the extent of directness used and the extent and nature of lexical modification employed by Turkish EFL students to mitigate their requests were examined by using authentic data. The data is a part of natural e-mail corpus of 34 Turkish EFL students’ e-mail requests to their two non-native foreign professors over a period of 2 months at English-medium University in Turkey. First, the corpus was coded via coding schemes, (see Appendices A and C) and ranked with a rubric (Appendix B). The results indicated that the Turkish EFL students’ e-mails involved a) direct strategies rather than conventional indirect strategies, b) overusing direct questions and ‘want’ statements, c) underused query preparatory questions, d) insufficient mitigation causing directness and impoliteness, and e) inappropriate greetings and closing statements affecting degree of direction. It is implicated that e-mail instruction (to recipient in various degrees) should be included in EFL books and curricula.",,10.5539/IES.V9N10P105,https://doi.org/10.5539/IES.V9N10P105,forward
"Athanasia Gkouma, M. Andria, Georgios K. Mikros",2020.0,Exploring Pragmatic Competence in Formal Communicative Contexts: The case of thanking by native and non-native speakers of Greek,"espanolEl objetivo de este estudio preliminar es el de explorar el acto de habla del agradecimiento en contextos comunicativos formales. Mas especificamente, se investigan las posibles diferencias en la expresion del agradecimiento por parte de hablantes nativos y no nativos de griego. Los participantes fueron treinta y un (N = 31) estudiantes de griego como segunda lengua (L2) que pertenecian a cinco niveles de competencia diferentes (de A2 a C2) matriculados en un curso intensivo de griego de verano en Atenas, Grecia. Ademas, participo un grupo de hablantes nativos de griego (N = 30). Los datos orales se obtuvieron a traves de una serie de juegos de rol abiertos que representaban tres situaciones comunicativas formales con diferentes parametros sociales. Tambien se llevo a cabo un protocolo verbal retrospectivo con el grupo de alumnos de L2. Los analisis se centraron en el tipo y la cantidad de estrategias utilizadas por los dos grupos. Los resultados mostraron una diferencia en el tipo y el numero de estrategias que emplearon estos dos grupos. Tambien parecen indicar que el entorno social y la direccion de imposicion fueron factores cruciales para la expresion del agradecimiento de ambos grupos. La expresion de los alumnos tambien se vio afectada por su familiaridad con cada situacion. EnglishThe aim of the current study is to investigate the role of second language (L2) proficiency in the pragmatic competence of learners of L2 Greek. More specifically, it aims at exploring whether L2 proficiency can have an impact on the strategies that L2 learners use in order to express the speech act of thanking in L2 Greek. Participants were thirty-one (N=31) learners of Greek at different proficiency levels (from A2 to C2) who were enrolled in a summer intensive course of Greek at a university language school in Athens, Greece. Additionally, a group of native speakers of Greek has been included as a baseline (N=30). Oral data were elicited through a series of open role plays which represented various communicative situations with different social parameters. Furthermore, a retrospective verbal protocol has been used in order to gain more insights into the way L2 learners perform the speech act of thanking. Results showed that there is a difference in the number of strategies of L2 learners across the different proficiency levels, which is more evident between beginners and advanced learners. However, findings seem to suggest that the role of proficiency is not clear-cut and it also depends, firstly, on the social parameters of each communicative situation and also on learners’ familiarization with each situation. The study concludes by discussing some implications for L2 pedagogy. catalaL’objectiu d’aquest estudi preliminar es el d’explorar l’acte de parla de l’agraiment en contextos comunicatius formals. Mes especificament, s’investiguen les possibles diferencies en l’expressio de l’agraiment per part de parlants nadius i no nadius de grec. Els participants van ser trenta i un (N = 31) estudiants de grec com a segona llengua (L2) que pertanyien a cinc nivells de competencia diferents (de A2 a C2) matriculats en un curs de grec intensiu d’estiu a Atenes, Grecia. A mes a mes, hi va participar un grup de parlants nadius de grec (N = 30). Les dades orals es van obtenir a traves d’una serie de jocs de rol oberts que representaven tres situacions comunicatives formals amb diferents parametres socials. Tambe es va portar a terme un protocol verbal retrospectiu amb el grup d’alumnes de L2. Les analisis es van centrar en el tipus i la quantitat d’estrategies utilitzades pels dos grups. Els resultats van mostrar una diferencia en el tipus i el nombre d’estrategies que van emprar aquests dos grups. D’altra banda semblen indicar que l’entorn social i la direccio d’imposicio van ser factors crucials per a l’expressio de l’agraiment d’ambdos grups. L’expressio dels alumnes tambe es va veure afectada per la seva familiaritat amb cada situacio.",,10.5565/rev/clil.48,https://doi.org/10.5565/rev/clil.48,forward
"Athanasia Gkouma, M. Andria, S. Bella",2023.0,Gratitude for compliance: A developmental study on the speech act of thanking,,,10.1016/j.lingua.2022.103469,https://doi.org/10.1016/j.lingua.2022.103469,forward
"Atieh Farashaiyan, K. Tan, Mohammad Subakir",2014.0,An Investigation of Iranian Instructors’ Methods and Techniques in Teaching Interlanguage Pragmatics,,,10.1016/J.SBSPRO.2014.02.009,https://doi.org/10.1016/J.SBSPRO.2014.02.009,forward
"Atieh Farashaiyan, K. Tan, P. Muthusamy, R. Sahragard",2017.0,The Praxis of Interlanguage Pragmatics Instruction in an EFL Context,"This research investigated the implementation of inter-language pragmatics instruction which is less explored in the research literature of instructional pragmatics in EFL contexts. Specifically, it examined the extent to which instructors of private EFL institutes implement interlanguage pragmatic instruction in their classrooms in Iran. A mixed-method research design was employed in this study. Two hundred and thirty eight instructors participated in this study to collect the questionnaire data and 67 classes were involved in the observation. Questionnaire and observation checklists made up the quantitative instruments for data collection while observation field notes provided the qualitative data.  The quantitative data was subjected to descriptive statistics through the Statistical Package for Social Science (SPSS) version 21 software and the qualitative data was analyzed based on Martinez-Flor and Uso-Juan’s 6Rs instructional model. Findings from both the quantitative and qualitative data showed that Iranian EFL instructors rarely implemented and practiced the features of inter-language pragmatics in their classes in comparison with other language areas.  The study suggests the inclusion of adequate pragmatic information not only in the instructors’ guidebooks but also in learners’ EFL textbooks and teacher training courses. The quality of EFL teaching can then be further enhanced at the higher learning institutions in EFL contexts. Keywords: Praxis; Interlanguage pragmatic instruction; private EFL institutes; mixed-methods approach, EFL context",,10.17576/3L-2017-2304-08,https://doi.org/10.17576/3L-2017-2304-08,forward
"Atieh Farashaiyan, Seyed Yasin Yazdi Amirkhiz",2011.0,A Descriptive-Comparative Analysis of Apology Strategies: The case of Iranian EFL and Malaysian ESL University Students,"This paper reports on a study that was carried out to describe and compare the apology strategies utilized by Iranian EFL and Malaysian ESL learners in confronting identical apology situations. For this purpose, data were elicited from 15 Iranian and 15 Malaysian students through a Discourse completion tasks questionnaire. The participants were of the same language proficiency. Results of the study showed certain similarities and differences in terms of frequency and typology of strategies used by Iranian and Malaysian students. The findings of this study might be of pedagogical help and significance to teachers, students and those interested in pragmatics in general and apology speech act in particular.",,10.5539/ELT.V4N1P224,https://doi.org/10.5539/ELT.V4N1P224,forward
"Atieh Farashaiyan, T. Hua",2012.0,A Cross-Cultural Comparative Study of Gratitude Strategies between Iranian and Malaysian Postgraduate Students,"This study describes and compares the gratitude strategies utilized by Iranian EFL and Malaysian ESL learners in facing different situations. Data were cumulated from 20 Iranian and 20 Malaysian postgraduate university students having the same language proficiency through a Discourse Completion Tasks Questionnaire. Social status, size of imposition and gender are contextual and social variables which were investigated for two groups of learners in this study. Results of the study illustrated certain commonalities and differentials in terms of the strategies and type of gratitude used by Iranian and Malaysian students. A detailed analysis of the use of the gratitude strategies revealed significant differences in communicative ways of Iranian and Malaysian postgraduate students reflecting insights into understanding the differences in cultural values and norms in two non-western cultures. The results also illustrated that the two contextual factors and gender affect significantly on the type and frequency of the strategies.",,10.5539/ASS.V8N7P139,https://doi.org/10.5539/ASS.V8N7P139,ancestry
"Averil Grieve, B. Ta, Bella Ross",2022.0,Placement educators’ perspectives of international social work students’ sociopragmatic communication skills,"International students who speak English as an additional language report experiencing communication issues while completing their studies and work-integrated learning placements in a range of Anglophone countries, including Canada, the United Kingdom, the United States of America and Australia. To address this issue, accreditation and registration bodies for a number of health professions, such as social work and nursing, have advocated for increasing the test score requirements for university English language entry. However, from a sociolinguistic perspective, decisions concerning ways to address communication challenges need to take into account the unique communication skills required for functioning in specific workplace settings. It is therefore essential to identify the types of communication issues occurring during work-integrated learning opportunities (e.g. placement) and to then assess whether these should be addressed by raising general English proficiency or providing structured learning opportunities for profession-specific communication development within the course content. The present study uses sociolinguistic theory to examine placement educators’ perspectives on international students’ communication issues using the context of social work placement. It draws on the thematic analysis of interviews with 15 placement educators in Australia. One major finding is that international students’ general proficiency or ability to use specific linguistic tools (pragmalinguistic competence) is not a key area of concern for educators. The main challenge seems to involve the students’ understanding of sociocultural norms underlying workplace communication (sociopragmatic competence). This finding suggests that, rather than increasing English language entry requirements, universities need to provide international students opportunities to develop their sociopragmatic competence both before and during placement. The paper concludes with a set of recommendations aimed at supporting international students who speak English as an additional language to develop their workplace communication during their studies.",,10.1007/s10459-022-10155-1,https://doi.org/10.1007/s10459-022-10155-1,forward
Ayşegül Takkaç Tulgar,2018.0,A Qualitative Investigation of Pragmatic Development in Foreign and Target Context,"The effects of learning environment on language development in general and pragmatic competence have received increasing attention in the last few decades. The existing studies examined the effects of ESL and EFL settings on pragmatic development from a variety of standpoints. Taking these studies as the basis, this comparative case study aimed to investigate the effects of target context and foreign context on the pragmatic development of two groups of learners, one learning a foreign language (English) and the other learning a second language (Turkish). What differentiates this study from the previous ones is that it compares the cases of learning foreign and second languages (by two different student groups) in the same country (Turkey) The participants, selected on purposeful sampling, were one group of Turkish learners of English in an EFL department in Turkey and the other group was learners from different nationalities learning Turkish in Turkey. The data were collected through participants’ self-reports, interviews and in-class observations by the researcher. The content analysis mainly revealed that the foreign context did not offer learners adequate chances for exposure to and practice in the target language, which negatively influenced their pragmatic development. However, the target context provided ample chances of natural and authentic communication in which learners of Turkish could develop their pragmatic knowledge and production. Based on these results, some pedagogical and practical suggestions are provided.        ",,10.26817/16925777.457,https://doi.org/10.26817/16925777.457,forward
"Ayşegül Takkaç Tulgar, Oktay Yağız, Turgay Han",2017.0,Bridging the Gap between Linguistic and Pragmatic Assessment in Turkish Contexts,<jats:p />,,10.58837/chula.pasaa.54.1.3,https://doi.org/10.58837/chula.pasaa.54.1.3,forward
"B. Barekat, Masoumeh Mehri",2013.0,Investigating the Effect of Metalinguistic Feedback in L2 Pragmatic Instruction,"The present study investigates the relative eﬀectiveness of two types two types of instructions, consciousness-raising instruction (C-R) and consciousness-raising instruction with feedback (C-R F) for teaching English requestive downgrades forms. The study was conducted by 3 intact classes randomly assigned as control group, C-R treatment group, and C-R F treatment group. For this purposes forty five homogenous students took part in this study. They were at intermediate level, and all were male. The result of participants’ performance on pre-test, post-test, and follow-up test indicated that two treatment groups outperformed control group, and C-R F group performed better than C-R group. The results confirmed the benefits of L2 pragmatic instruction in EFL context.",,10.5296/IJL.V5I2.3032,https://doi.org/10.5296/IJL.V5I2.3032,ancestry
B. Tomlinson,2012.0,Applied Linguistics and Materials Development,1. Introduction: Applied Linguistics and Materials Development Brian Tomlinson Part I: Learning and Teaching Languages 2. Second Language Acquisition Brian Tomlinson 3. Beyond Semantics: Moving Language in Foreign Language Learning Peter Lutzker 4. Classroom Research Brian Tomlinson 5. Language Learning for Young Learners Irma-Kaarina Ghosn Comments on Part I Brian Tomlinson Part II: Aspects of Language Use 6. Spoken Language Research: The Applied Linguistic Challenge Ivor Timmis 7. Vocabulary Alan Maley 8. Pragmatics Andrew Cohen and Noriko Ishihara 9. The Application of Discourse Analysis to Materials Design for Language Teaching Ben Fenton-Smith 10. Intercultural Competence Michael Byram and Hitomi Masuhara Comments on Part II Brian Tomlinson Part III: Language Skills 11. Reading Alan Maley andPhilip Prowse 12. The Teaching of Reading in English for Young Learners: Some Considerations and Next Steps Annie Hughes 13. Listening in Another Language: Research and Materials Rumia Ableeva and Jeff Stranks 14. Materials for Writing: Was This the Case of the Runaway Bandwagon? Jayakaran Mukundan and Vahid Nimiechisalem 15. Teaching Speaking in a Second Language Ann Burns and David A. Hill Comments on Part III Brian Tomlinson Part IV: Curriculum Development 16. Implementing Language Policy and Planning Through Materials Development Chris Kennedy and Brian Tomlinson 17. Studies of Pedagogy Freda Mishan 18. Modes of Delivery Freda Mishan 19. Language Testing Washback: The Role of Materials Kathleen Bailey and Hitomi Masuhara Comments on Part IV Brian Tomlinson 20. Conclusion: The Future of Applied Linguistics and Materials Development Brian Tomlinson Bibliography Index,,10.5040/9781472541567,https://doi.org/10.5040/9781472541567,ancestry
