authors,title,year,abstract,doi,link,search_method
G Low,What respondents do with questionnaires: accounting for incongruity and fluidity,1999,"..., and even preferences in just about every area of applied linguistics, from language teaching and learning to educational policy and language testing. The data-gathering part of the procedure involves presenting people with a series of statements and asking them     to mark their reactions on an equal...",10.1093/applin/20.4.503,https://doi.org/10.1093/applin/20.4.503,manual_journal_search[applied_linguistics]
W Cheng and M Warren,Inexplicitness: What is it and should we be teaching it?,1999,...-dependability' of the language produced by the language learners such as the occurrence of deixis.   We suggest that there are a few  principles relating to the teaching and learning of inexplicit language use which need to be borne in mind. The teacher needs to be aware that the verbal exchange...,10.1093/applin/20.3.293,https://doi.org/10.1093/applin/20.3.293,manual_journal_search[applied_linguistics]
K Hyland,Academic attribution: citation and the construction of disciplinary knowledge,1999,"... that my work may be read by both academics and      teachers and so I often lay out the background carefully. To ®t maybe      dierent audiences. /L interview)  More importantly, the literature is open to greater interpretation, ®ndings are more frequently borrowed from   neighbouring areas...",10.1093/applin/20.3.341,https://doi.org/10.1093/applin/20.3.341,manual_journal_search[applied_linguistics]
M Georgieva,"Review. Communication Strategies: Psycholinguistic and Sociolinguistic Perspectives. G Kasper, E Kellerman(eds)",1999,"... in the assessment and 406  REVIEWS  categorization of research evidence and the divergence of stand concerning teachability of CS. Concerned mainly with output strategies in general verbal interaction, the authors argue that teaching CS may be bene®cial if they are viewed  in more  sociocultural terms...",10.1093/applin/20.3.404,https://doi.org/10.1093/applin/20.3.404,manual_journal_search[applied_linguistics]
B Rampton,"Dichotomies, difference, and ritual in second language learning and teaching",1999,"... of specialized skills and knowledge that the teachers themselves have reached but that others might not. 326  SECOND LANGUAGE LEARNING AND TEACHING    There is a signi®cant amount ofdescriptive ¯exibility in this formulation, since the identities and category memberships that are drawn into relations...",10.1093/applin/20.3.316,https://doi.org/10.1093/applin/20.3.316,manual_journal_search[applied_linguistics]
G Myers,Functions of reported speech in group discussions,1999,"... discussions, for instance  in teacher±student interaction  in  classrooms %Baynham    1996), in the  telling of stories by children %Maybin  1997; Hickmann 1993) or adults %Johnstone 1993; McCarthy 1998), in teenagers' talk about ®ghts %Shuman     1993), or in  college students' seminar-like discussions...",10.1093/applin/20.3.376,https://doi.org/10.1093/applin/20.3.376,manual_journal_search[applied_linguistics]
MR Salaberry,The development of past tense verbal morphology in classroom L2 Spanish,1999,"...-Harlig and BergstroÈ m    1996; Robison 1990, 1995) has shown that the development of aspectual    distinctions %inflectional morphology) among adult second language learners is    associated with lexical aspect. The present study analyzed the development of    Past tense verbal morphology in L2...",10.1093/applin/20.2.151,https://doi.org/10.1093/applin/20.2.151,manual_journal_search[applied_linguistics]
JE Cutting,The grammar of the in-group code,1999,"... world, 2Ðlanguage teaching and university study, and 3ÐThe University of Edinburgh 1EU), DAL, and The Institute for Applied Language Studies 1IALS). The course K   area is the 1991±2 MSc year: its programme deadlines, specific tasks, specific study groups, particular books and articles, special ways...",10.1093/applin/20.2.179,https://doi.org/10.1093/applin/20.2.179,manual_journal_search[applied_linguistics]
A Holliday,Small cultures,1999,"... vulnerable to a culturist reduction of 'foreign' students, teachers and their educational contexts. In contrast, a small culture paradigm attaches 'culture' to small social groupings or activities wherever there is cohesive behaviour, and thus avoids culturist ethnic, national or international...",10.1093/applin/20.2.237,https://doi.org/10.1093/applin/20.2.237,manual_journal_search[applied_linguistics]
MJL Marco,Procedural vocabulary: lexical signalling of conceptual relations in discourse,1999,".... However, ESP    researchers generally agree that specialized vocabulary is not the vocabulary that should be focused on when teaching. Hutchinson and Waters -1981: 66) argue that what students of ESP need is `not a corpus of technical language but the ability to mobilize the resources of general...",10.1093/applin/20.1.1,https://doi.org/10.1093/applin/20.1.1,manual_journal_search[applied_linguistics]
Various,Reviews,1999,".... Canale, M. and M. Swain. 1980. `Theoretical bases of communicative approaches to second   language teaching and testing.' Applied Linguistics 1/1: 1±47. Japan Foundation & Association of International Education. 1994. `Nihongo noryoku shiken   shutsudai kijun.' [Japanese language proficiency test...",10.1093/applin/20.1.127,https://doi.org/10.1093/applin/20.1.127,manual_journal_search[applied_linguistics]
V Ramanathan and D Atkinson,Ethnographic approaches and methods in L2 writing research: a critical guide and review,1999,"... phenomena /Erickson 1986; 1992)Ðis less certain, but given   the  underdetermined nature of ethnographic approaches in general the study's exact pedigree may not be very important.   A  second study  of L2  writing which  can be considered  in terms of ethnographic  practice is our  own   /Atkinson...",10.1093/applin/20.1.44,https://doi.org/10.1093/applin/20.1.44,manual_journal_search[applied_linguistics]
JULIAN EDGE and KEITH RICHARDS,"May I See Your Warrant, Please?: Justifying Outcomes in Qualitative Research",1998,"... of TESOL, followed by a focus on a recent event in our professional literature, will serve to illustrate the point   It is impossible to examine the modern history of foreign language teaching without recognizing that its original concerns lay in the analysis of language, and that the emergence...",10.1093/applin/19.3.334,https://doi.org/10.1093/applin/19.3.334,manual_journal_search[applied_linguistics]
BILL JOHNSTON and others,Effect of Rejoinders in Production Questionnaires,1998,... was examined by Rose (1992) While  Bardovi-Harlig and Hartford (1993) focused on the impact of an interlocutor's initiation on respondents' second pair parts. Rose looked into the effect of an interlocutor's second pair part on the production of initiating acts Ques- tionnaire items eliciting requests...,10.1093/applin/19.2.157,https://doi.org/10.1093/applin/19.2.157,manual_journal_search[applied_linguistics]
ROD GARDNER,Between Speaking and Listening: The Vocalisation of Understandings1,1998,"... in a way that learners and teachers may find useful   Another reason for their absence from most language teaching programmes is that listening and speaking have traditionally been viewed in language 206 THE VOCALISATION OF UNDERSTANDINGS  education as discrete skills, and even in recent more...",10.1093/applin/19.2.204,https://doi.org/10.1093/applin/19.2.204,manual_journal_search[applied_linguistics]
PETER HOWARTH,Phraseology and Second Language Proficiency,1998,"... and the purer forms of communicative language teaching downgraded vocabulary learning in the syllabus and made teachers and applied linguists shy away from any matenals that smacked of phrasebook learning As Cowie {1992) has shown, this is to misunderstand the significance of phraseology, not only in second...",10.1093/applin/19.1.24,https://doi.org/10.1093/applin/19.1.24,manual_journal_search[applied_linguistics]
JOHN M SWALES and others,Consider This: The Role of Imperatives in Scholarly Writing,1998,"... In one field, linguistics, we conducted a second interview because one of the 'flankers' was also a local author and had casually revealed to one of us in conversation that she thought the use of imperatives in linguistics was School-specific This was a chance not to be missed   In searching...",10.1093/applin/19.1.97,https://doi.org/10.1093/applin/19.1.97,manual_journal_search[applied_linguistics]
RICHARD CAMERON and JESSICA WILLIAMS,Senténce to Ten Cents: A Case Study of Relevance and Communicative Success in Nonnative–Native Speaker Interactions in a Medical Setting,1997,"... between 170 to 190 This score is considerably below what most states require for language proficiency for teachers Presumably the need for the nurse to communicate successfully is at least as pressing as that of classroom teachers At that time, she was entering the second month of the clinical...",10.1093/applin/18.4.415,https://doi.org/10.1093/applin/18.4.415,manual_journal_search[applied_linguistics]
RON WHITE,"Back channelling, repair, pausing, and private speech",1997,"... 'to the process whereby second language learners confer with each other in order to achieve understanding' (Schwartz 1980 139) More broadly, it refers to the collaborative work which speakers undertake to achieve mutual understanding (Elhs-1994 250f), this being accomplished through *a variety of modifications...",10.1093/applin/18.3.314,https://doi.org/10.1093/applin/18.3.314,manual_journal_search[applied_linguistics]
ROBERT DE BEAUGRANDE,"Theory and Practice in Applied Linguistics: Disconnection, Conflict, or Dialectic?1",1997,... engaged in the teaching and learning of both native and all foreign languages The various needs and issues could thereby be co-ordinated and made mto an explicit context for developing flexible and sharable methods   The desirability seems plain of making a vital part of the second-language teacher's...,10.1093/applin/18.3.279,https://doi.org/10.1093/applin/18.3.279,manual_journal_search[applied_linguistics]
DIANE LARSEN-FREEMAN,Chaos/Complexity Science and Second Language Acquisition,1997,"... the agents are individual minds, the feedback comes from teachers and direct experience, and the improvement is called learning' (Waldrop 1992 179)   While interlanguages of speakers of various first languages learning English as a foreign language have much in common, they also are distinctive, each...",10.1093/applin/18.2.141,https://doi.org/10.1093/applin/18.2.141,manual_journal_search[applied_linguistics]
JOHN SKELTON,The Representation of Truth in Academic Medical Writing,1997,"... or ambiguity, central topics in this paper, are conveyed to patients or professional colleagues Decision-making is seen essentially as a branch either of cognitive science or of logic (see, for example, Albert 1988, Higgms and Jones 1995 The latter text has a section on teaching clinical reasoning, which...",10.1093/applin/18.2.121,https://doi.org/10.1093/applin/18.2.121,manual_journal_search[applied_linguistics]
BERNARD McKENNA,How Engineers Write: An Empirical Study of Engineering Report Writing,1997,"... information about the extent and position of the engineers' conversion of real-world entities, events, and processes into scientific concepts as it is the second most common thematic categorization It is claimed also that the small proportion of unmarked subject-themes in the Participant Domain of engineering...",10.1093/applin/18.2.189,https://doi.org/10.1093/applin/18.2.189,manual_journal_search[applied_linguistics]
ELI HINKEL,Appropriateness of Advice: DCT and Multiple Choice Data1,1997,"...ELI HINKEL Appropriateness of Advice: DCT and Multiple                           Choice Data1                              ELI HINKEL                          Xavier University, Cincinnati    The validity of instruments appropriate for eliciting LI (first language) and L2   (second language...",10.1093/applin/18.1.1,https://doi.org/10.1093/applin/18.1.1,manual_journal_search[applied_linguistics]
GAYLEL NELSON and others,Arabic and English Compliment Responses: Potential for Pragmatic Failure,1996,"... speech community to an L2 speech  community The rule he was transferring is one that American parents teach their children and one that is taught in etiquette books 'When you are complimented, the only response necessary is ""Thank you'"" (Johnson 1979   Applied Linguistics, Vol 17, No 4 O Oxford...",10.1093/applin/17.4.411,https://doi.org/10.1093/applin/17.4.411,manual_journal_search[applied_linguistics]
GEOFF THOMPSON,Voices in the Text: Discourse Perspectives on Language Reports,1996,"... ""that"" at the beginning of the reported clause There is no indication in the wording of (5) that the second sentence is a report, but the speaker signalled that she was in fact reporting the young man's words by, amongst other things, using an exaggerated rise and fall in pitch both times on 'he'  The traditional...",10.1093/applin/17.4.501,https://doi.org/10.1093/applin/17.4.501,manual_journal_search[applied_linguistics]
MERYL SIEGAL,The Role of Learner Subjectivity in Second Language Sociolinguistic Competency: Western Women Learning Japanese,1996,"...MERYL SIEGAL 12  1995 © Oxford University Press  1996 Abstract  In this paper, I examine the role of language learner subjectivity in the acquisition of sociohnguistic competency in a second language To look at the intersection of learner identity, social position, and L2 acquisition, the paper...",10.1093/applin/17.3.356,https://doi.org/10.1093/applin/17.3.356,manual_journal_search[applied_linguistics]
MARY J SCHLEPPEGRELL,Conjunction in Spoken English and ESL Writing,1996,"... second language writing develops and what grammatical resources require more explication by teachers and practice by students   The following three sections describe functions ot because which are common in speech, but do not typically appear in writing Examples are shown of how ESL writers employ...",10.1093/applin/17.3.271,https://doi.org/10.1093/applin/17.3.271,manual_journal_search[applied_linguistics]
ADRIAN HOLLIDAY,Developing a Sociological Imagination: Expanding Ethnography in International English Language Education,1996,"... thread in western discourse about ""primitive"" culture and racial inferiority' (Cameron etal 1992 3) Thistnbahzationoftheo//ierisa temptation not only in the practice of research, but also in the practice of foreign or second language teaching methodology Here, there is still considerable cultural...",10.1093/applin/17.2.234,https://doi.org/10.1093/applin/17.2.234,manual_journal_search[applied_linguistics]
TERESA O'BRIEN,"Rhetorical Structure Analysis and the Case of the Inaccurate, Incoherent Source-hopper",1995,"...   Readers adhering to the co-operative principle (Gnce 1975), i e most readers,  would probably interpret the second proposition as the cause of the first The  text on the page, while apparently presenting two propositions, is actually  presenting three, the third being relational claim-cause    Hoey...",10.1093/applin/16.4.442,https://doi.org/10.1093/applin/16.4.442,manual_journal_search[applied_linguistics]
RICHARD E ROBISON,The Aspect Hypothesis Revisited: A Cross-Sectional Study of Tense and Aspect Marking in Interlanguage1,1995,"... with lexical aspect, higher-level Ss primarily with tense  INTRODUCTION Over the last two decades, it has been observed in both native language acquisi- tion (NLA) and second language acquisition (SLA) that emerging verb inflections appear to function in ways distinct from the target Attempts to account...",10.1093/applin/16.3.344,https://doi.org/10.1093/applin/16.3.344,manual_journal_search[applied_linguistics]
JOHN W OLLER,Adding Abstract to Formal and Content Schemata: Results of Recent Work in Peircean Semiotics,1995,"..., and language use are absolutely dependent on true narrative representations The latter are explained and differentiated from fictions, errors, and lies and shown to be the only basis for determining the meaning of any representation of any kind Implications for literacy, language acquisition, and teaching...",10.1093/applin/16.3.273,https://doi.org/10.1093/applin/16.3.273,manual_journal_search[applied_linguistics]
REGINA WEINERT,The Role of Formulaic Language in Second Language Acquisition: A Review,1995,"... in the area of morpho-syntax (e g Brown (1973),  de Vilhers and de Vilhers (1973) for first language (LI), Burt, Dulay, and  Krashen (1982), Larsen-Freeman and Long (1991) for an overview of second language (L2)) The notion that learner language, just like full adult language, is based on a system...",10.1093/applin/16.2.180,https://doi.org/10.1093/applin/16.2.180,manual_journal_search[applied_linguistics]
JOAN KELLY HALL,(Re)creating our Worlds with Words: A Sociohistorical Perspective of Face-to-Face Interaction,1995,... for the learning of another language I conclude with a   discussion of the implications for L2 research and pedagogy specifically   concerned with face-to-face interaction  INTRODUCTION That our use of language both indexes and creates the social contexts of its use is not a novel idea Hymes1 Ethnography...,10.1093/applin/16.2.206,https://doi.org/10.1093/applin/16.2.206,manual_journal_search[applied_linguistics]
RONALD CARTER and MICHAEL MNCARTHY,Grammar and the Spoken Language,1995,"... or materials which reflect it, grammar teaching within the communicative approach will always be out of kilter with the typical kinds of informal interaction teachers hope to foster and which learners frequently hope to be able to enter into in a natural way 4 Even very small corpora, if properly targeted...",10.1093/applin/16.2.141,https://doi.org/10.1093/applin/16.2.141,manual_journal_search[applied_linguistics]
GUY ASTON,Say ‘Thank You’: Some Pragmatic Constraints in Conversational Closings,1995,"... to differences in the    preferred procedures of conversational management as to differences in per-    ceptions of the overall situation or in cultural ethos, arguing for a greater atten-    tion to such procedures in contrastive pragmatics and in foreign language    pedagogy    1 APPROACHES TO THANKS...",10.1093/applin/16.1.57,https://doi.org/10.1093/applin/16.1.57,manual_journal_search[applied_linguistics]
ANN WENNERSTROM,Intonational Meaning in English Discourse: A Study of Non-Native Speakers,1994,"... to using this model as a basis for L2 research. First, the task of determining what part of an intonation contour is meaningful is  simplified. Because it contains discrete points, it is easy to take measurements  and make comparisons. Second, since Pierrehumbert's (1980) work has been  applied...",10.1093/applin/15.4.399,https://doi.org/10.1093/applin/15.4.399,manual_journal_search[applied_linguistics]
BRIAN PALTRIDGE,Genre Analysis and the Identification of Textual Boundaries,1994,"..., Kress, Martin, Cope, and Rothery 1989; Martin 1989; Derewianka 1990; Drury and Webb 1991; Cope and Kalantzis 1993).   Another important area of influence, particularly in the fields of second and foreign language learning and teaching (including what is generally described as English for Specific...",10.1093/applin/15.3.288,https://doi.org/10.1093/applin/15.3.288,manual_journal_search[applied_linguistics]
ANDREA TYLER,The Role of Syntactic Structure in Discourse Structure: Signaling Logical and Prominence Relations,1994,"...ANDREA TYLER Abstract  A qualitative investigation of varying syntactic patterns and their effects on discourse structure was undertaken. The discourse under consideration was the lectures of two first-semester teaching assistants (TAs) in a botany lab, one a native speaker of American English...",10.1093/applin/15.3.243,https://doi.org/10.1093/applin/15.3.243,manual_journal_search[applied_linguistics]
ROY LYSTER,The Effect of Functional-Analytic Teaching on Aspects of French Immersion Students' Sociolinguistic Competence,1994,"... was progressively increased, so that by Grade 8, these students' instructional day was fiftype r cent in English and fifty per cent in French.   Class 1 was taught by a male in his second year of teaching, referred to as  Teacher 1, who considers English to be his LI although he speaks French 80- 90 per cent...",10.1093/applin/15.3.263,https://doi.org/10.1093/applin/15.3.263,manual_journal_search[applied_linguistics]
ALASTAIR PENNYCOOK,Incommensurable Discourses?,1994,"... of language teaching. In 1980, in their introductory article, 'Discourse analysis, what's that to Larsen-Freeman's (1980) edited book, Discourse Analysis in Second Language Research, Hatch and Long (1980: 1) pointed to the need 'to go beyond sentence-level syntax if we wanted to understand how meaning...",10.1093/applin/15.2.115,https://doi.org/10.1093/applin/15.2.115,manual_journal_search[applied_linguistics]
KENNETH R. ROSE,On the Validity of Discourse Completion Tests in Non-Western Contexts1,1994,"... study of requests in Japanese and American English. The second used a multiple-choice questionnaire (MCQ) as a means of exploring the validity of open-ended questionnaires in non-Western contexts. Based on the results of both studies, there are reasons to suspect that DCTs may be inappropriate...",10.1093/applin/15.1.1,https://doi.org/10.1093/applin/15.1.1,manual_journal_search[applied_linguistics]
SUSAN K. KEENAN,Investigating Deaf Students' Apologies: An Exploratory Study,1993,"... of gambits.' Canadian Modern    Language Review 35: 395-405. Kasper, G. 1982. 'Teaching-induced aspects of interlanguage discourse.' Studies in    Second Language Acquisition 4/2: 99-113. Koike, D. 1989. 'Pragmatic competence and adult L2 acquisition: Speech acts in inter-   language.' Modern Language...",10.1093/applin/14.4.364,https://doi.org/10.1093/applin/14.4.364,manual_journal_search[applied_linguistics]
JOAN KELLY HALL,The Role of Oral Practices in the Accomplishment of Our Everyday Lives: The Sociocultural Dimension of Interaction with Implications for the Learning of Another Language1,1993,"... and the concomitant study of oral practices into the disciplinary schema which currently defines second and foreign language learning. This study includes the identification of practices important to those groups whose language is being learned, and the description and analysis of the situated use of the interactive...",10.1093/applin/14.2.145,https://doi.org/10.1093/applin/14.2.145,manual_journal_search[applied_linguistics]
CHARLES OWEN,Corpus-Based Grammar and the Heineken Effect: Lexico-grammatical Description for Language Learners1,1993,"..., new insights into language structure afforded by concordances of very large amounts of data and second, the need for a pedagogic reference book which captured those insights and harmonized with new developments in language teaching. In the same way that grammars such as Thomson and Martinet (4th...",10.1093/applin/14.2.167,https://doi.org/10.1093/applin/14.2.167,manual_journal_search[applied_linguistics]
DWIGHT ATKINSON,The Evolution of Medical Research Writing from 1735 to 1985: The Case of the Edinburgh Medical Journal,1992,... writing for a period of almost 200 years. A second factor constraining current research is the nearly total pre-occupation with examining the language and rhetoric of the experimental sciences; what of those sciences—as widely varying as biology and astronomy—which have depended significantly on non...,10.1093/applin/13.4.337,https://doi.org/10.1093/applin/13.4.337,manual_journal_search[applied_linguistics]
DANIEL SEAN HURLEY,"Issues in Teaching Pragmatics, Prosody, and Non-Verbal Communication",1992,"... is called for to enable language teachers to put fully interactive L2 pragmatic competence within reach of L2 learners. Issues in Teaching Pragmatics, Prosody, and              Non-Verbal Communication                     DANIEL SEAN HURLEY                      National University of Singapore...",10.1093/applin/13.3.259,https://doi.org/10.1093/applin/13.3.259,manual_journal_search[applied_linguistics]
PHILIP SHAW,"Reasons for the Correlation of Voice, Tense, and Sentence Function in Reporting Verbs",1992,"..., and it is important for the teaching of reading  and writing to know what they are.    A number of attempts have been made to pin down this discourse-level  difference, usually discussing tense or voice as the potentially meaningful factor.  Thus Tarone et al. (1981), working on voice in astronomy articles, found...",10.1093/applin/13.3.302,https://doi.org/10.1093/applin/13.3.302,manual_journal_search[applied_linguistics]
JOHN FLOWERDEW,Definitions in Science Lectures,1992,".... Chaudron, C. 1982. 'Vocabulary elaboration in teachers' speech to L2 learners.' Studies    in Second Language Acquisition 4/2:170-80. Clark, H. and S. Haviland. 1977. 'Comprehension and the given/new contract' in R. O.   Freedle (ed Discourse Production and Comprehension. Norwood, New Jersey:   Ablex...",10.1093/applin/13.2.202,https://doi.org/10.1093/applin/13.2.202,manual_journal_search[applied_linguistics]
DONNA M. JOHNSON,Compliments and Politeness in Peer-review Texts,1992,"... credit to the writer of  the paper for some valued characteristic, skill, or act.4   PARTICIPANTS, TASK, AND TASK CONTEXTS  The methodology involved an analysis of complimenting in 51 texts that were  written by graduate students. The writers were participants in graduate courses  in second...",10.1093/applin/13.1.51,https://doi.org/10.1093/applin/13.1.51,manual_journal_search[applied_linguistics]
GEOFF THOMPSON and YE YIYUN,Evaluation in the Reporting Verbs Used in Academic Papers,1991,"... in   citations in academic papers, as a basis for developing teaching materials for   non-native-speaker students who need to read or write academic papers.   Categories are suggested for classifying the verbs both in terms of their denota-   tion and of their evaluative potential, in order to illuminate...",10.1093/applin/12.4.365,https://doi.org/10.1093/applin/12.4.365,manual_journal_search[applied_linguistics]
NADINE O'CONNOR DI VITO,Incorporating Native Speaker Norms in Second Language Materials1,1991,"....                                   (Revised version received February 1991)  NOTES   1 Many of the ideas in this article were first presented in a paper entitled 'Incorporating linguistic research in second language teaching' at the '89 GURT Conference at George- town University, Washington, DC, 8-11 March 1989.1 would like to offer my...",10.1093/applin/12.4.383,https://doi.org/10.1093/applin/12.4.383,manual_journal_search[applied_linguistics]
JANE ZUENGLER and BARBARA BENT,Relative Knowledge of Content Domain: An Influence on Native-Non-native Conversations,1991,"..., Interaction, and Second Language Acquisition.' Unpublished    doctoral dissertation, UCLA. Long, M. H. 1981. 'Questions in foreigner talk discourse.' Language Learning 31/    1:135-57. Long, M. H. 1983. 'Linguistic and conversational adjustments to non-native speakers.'    Studies in Second Language...",10.1093/applin/12.4.397,https://doi.org/10.1093/applin/12.4.397,manual_journal_search[applied_linguistics]
FRANCIS MANGUBHAI,The Processing Behaviours of Adult Second Language Learners and their Relationship to Second Language Proficiency1,1991,"... attention to reception strategies of second language learners in aural comprehension, there are few studies to be found. Asher's work (1969,1972) and the work that followed on the Total Physical Response (TPR) method of teaching was designed to show the effects of a treatment in terms of outcomes...",10.1093/applin/12.3.268,https://doi.org/10.1093/applin/12.3.268,manual_journal_search[applied_linguistics]
GORDON TAYLOR and CHEN TINGGUANG,"Linguistic, Cultural, and Subcultural Issues in Contrastive Discoure Analysis: Anglo-American and Chinese Scientific Texts",1991,"... qualified by significant variations in both regional and disciplinary cultures. It is in the study of these interactions, rather than in broad generalizations about national rhetorical styles or about universals, that we can best approach how to help students of English as a second or foreign language...",10.1093/applin/12.3.319,https://doi.org/10.1093/applin/12.3.319,manual_journal_search[applied_linguistics]
BARBARA STRODT-LOPEZ,Tying it all in: Asides in university lectures,1991,"...:    in other words,   Hobbes is the 'first em'phatic teacher   he learns this fundamentally from Machiavelli, +   but 'Hobbes is the first codifier +   of + a teaching +   which utterly separates   ethics and politics.   they become separate 'subject matters, ++   which of course +   in nature...",10.1093/applin/12.2.117,https://doi.org/10.1093/applin/12.2.117,manual_journal_search[applied_linguistics]
PAUL LENNON,"Error: Some Problems of Definition, Identification, and Distinction",1991,"... native-speaker non-teachers.   In light of this, apparently clear-cut definitions of L2 error in spoken English such as, 'the use of a linguistic item in a way which, according to fluent users of the language, indicates faulty or incomplete learning' (Chun et al. 1982:538) or: 'An error occurs where...",10.1093/applin/12.2.180,https://doi.org/10.1093/applin/12.2.180,manual_journal_search[applied_linguistics]
DOROTHY A. GIBBS,"Second Language Acquisition of the English Modal Auxiliaries can, could, may, and might",1990,"... as a second language from the same team of teachers in the Sandwell Ethnic Minorities Support Service. Thus one of the difficulties of some pre-puperty/post-puberty comparisons, namely that the adults' exposure is casual whilst the children have been taught formally, has been obviated.   To ensure...",10.1093/applin/11.3.297,https://doi.org/10.1093/applin/11.3.297,manual_journal_search[applied_linguistics]
GRAHAM CROOKES,"The Utterance, and Other Basic Units for Second Language Discourse Analysis",1990,"... and the   evaluation of teaching methods' in R. Phillipson, E. Kellerman, L. Selinker,   M. Sharwood Smith, and H. Swain (eds Foreign Language Pedagogy: a Commemora-   tive Volume for Claus Fcerch. Clevedon: Multilingual Matters. Chaudron, C, G. Crookes, and M. H. Long. 1988. Reliability and Validity in Second...",10.1093/applin/11.2.183,https://doi.org/10.1093/applin/11.2.183,manual_journal_search[applied_linguistics]
RICHARD W. SCHMIDT,The Role of Consciousness in Second Language Learning1,1990,...RICHARD W. SCHMIDT 7  1988 © Oxford University Press  1990 Abstract  This paper summarizes recent psychological research and theory on the topic of consciousness and looks at three questions in second language learning related to the role of consciousness in input processing: whether conscious...,10.1093/applin/11.2.129,https://doi.org/10.1093/applin/11.2.129,manual_journal_search[applied_linguistics]
JESSICA WILLIAMS,Another Look at Yes/No Questions: Native Speakers and Non-native Speakers1,1990,"... behaviour.is assumed or intuited,   rather than documented, it is difficult to judge the performance of second   language learners, in particular, to state when they have achieved a level of   target-like production.  INTRODUCTION The focus of second language acquisition research has primarily been...",10.1093/applin/11.2.159,https://doi.org/10.1093/applin/11.2.159,manual_journal_search[applied_linguistics]
KEITH MITCHELL,On Comparisons in a Notional Grammar,1990,...) and as  (as) constructions as one of 'inverseness'.  The work contained in this article is part of an attempt to determine the content and organization of a pedagogically-oriented description of English which might serve as a basis for the design of communicative language teaching syllabuses and materials.' The main...,10.1093/applin/11.1.52,https://doi.org/10.1093/applin/11.1.52,manual_journal_search[applied_linguistics]
JULLIAN EDGE,Ablocutionary Value: On the Application of Language Teaching to Linguistics1,1989,"... of a desire to liberate language teaching from an intellectual   subservience to linguistics. Insteadof involving itselfin the co-operative creation   of knowledge by linguists and language teachers, however, applied linguistics, in   some of its manifestations, has set itself up as a barrier between...",10.1093/applin/10.4.407,https://doi.org/10.1093/applin/10.4.407,manual_journal_search[applied_linguistics]
ELIZABETH BLACK,The Nature of Fictional Discourse: A Case Study,1989,... for the teaching of narrative and suggests literary texts which   illustrate some of the more important theoretical issues discussed in the paper.   1. INTRODUCTION A recurrent problem in the teaching of literature is the (too often spoken!) assumption by students that some referential 'reality' underlies...,10.1093/applin/10.3.281,https://doi.org/10.1093/applin/10.3.281,manual_journal_search[applied_linguistics]
DELL HYMES,Postscript,1989,"... the original  concept whereas they are obviously doing more than that' (163). Obviously and  explicitly: 'the original notion cannot be left unchanged' (Pride and Holmes  1972: 282). Chomsky pursues whatever may provide evidence of the innate.  That sets aside much of what users, learners, and teachers...",10.1093/applin/10.2.244,https://doi.org/10.1093/applin/10.2.244,manual_journal_search[applied_linguistics]
BERNARD SPOLSKY,"Communicative Competence, Language Proficiency, and Beyond",1989,"... ACTFL Provisional Proficiency Guidelines, 1982. Hastingson-Hudson, NY: American   Council on the Teaching of Foreign Languages. Adams, R. J., P. E. Griffin, and L. Martin. 1987. 'A latent trait method for measuring a   dimension in second language proficiency.' Language Testing 4: 9-27. Austin, J. L...",10.1093/applin/10.2.138,https://doi.org/10.1093/applin/10.2.138,manual_journal_search[applied_linguistics]
JAMES C. STALKER,"Communicative Competence, Pragmatic Functions, and Accommodation",1989,"... as a heuristic tool bears on this point. In 'Language variability and language teaching', he writes:    A pedagogical norm, like all norms, is an abstraction. Its distinguishing feature   resides in the fact that it is an artificial construct reflecting the special conditions of  classroom TL [target...",10.1093/applin/10.2.182,https://doi.org/10.1093/applin/10.2.182,manual_journal_search[applied_linguistics]
JANET HOLMES,Sex Differences and Apologies: One Aspect of Communicative Competence1,1989,"... of the classroom are female ones. It is possible that in teaching learners of English when and to whom and how one should pay a compliment or make an apology, teachers unconsciously use norms specific to their own gender. In this paper I present some evidence of differences in gender norms in the use...",10.1093/applin/10.2.194,https://doi.org/10.1093/applin/10.2.194,manual_journal_search[applied_linguistics]
NANCY H. HORNBERGER,"Trámites and Transportes: The Acquisition of Second Language Communicative Competence for One Speech Event in Puno, Peru",1989,"... these communicative teaching approaches emphasize the minimum level of communication skills needed to cope in a second language situation, and concomitantly de-emphasize concerns with appropriateness, rules of discourse, and grammatical accuracy (1980:9).   Somewhat in reaction to this, Canale and Swain (1980...",10.1093/applin/10.2.214,https://doi.org/10.1093/applin/10.2.214,manual_journal_search[applied_linguistics]
GREG MYERS,The pragmatics of politeness in scientific articles,1989,"... will call here the ""phenotype paradigm."" (Doolittle   and Sapienza 1980) Here the second we means Doolittle and his co-author Sapienza, while the first we and the most of us means everyone in biology. Crick uses the same device when drawing lessons from the split genes episode.   Lacking evidence we...",10.1093/applin/10.1.1,https://doi.org/10.1093/applin/10.1.1,manual_journal_search[applied_linguistics]
JANE ZUENGLER,Identity and IL Development and Use1,1989,"... Attitudes Towards Language Variation. London: Edward Arnold. Dowd, J. L. 1984. 'Phonological Variation in L2 Speech: The Effects of Emotional   Questions and Field-Dependence/Field-Independence on Second Language Perfor-   mance.' Ed.D. thesis, Teachers, College, Columbia University. Dowd, J. L., J...",10.1093/applin/10.1.80,https://doi.org/10.1093/applin/10.1.80,manual_journal_search[applied_linguistics]
